AREA;REGIONE;PROVINCIA;2021_CodCom;NTN 2021 fino a 50 mq;NTN  2021 50 -| 85 mq;NTN 2021 85 -| 115 mq;NTN  2021 115 -| 145 mq;NTN  2021 oltre 145 mq;NTN 2021
Nord Est;Friuli- Venezia Giulia;UD;A491;1;3;3;4;8,5;19,5
Isole;Sardegna;NU;A492;0;2;1;4;2,44;9,44
Isole;Sicilia;SR;A494;46,78;144,96;140,35;135,11;73,03;540,23
Sud;Campania;SA;A495;0;2,4;1;1,8;4,67;9,87
Centro;Toscana;MS;A496;5,5;21,5;24;21,33;32,33;104,66
Nord Ovest;Piemonte;VB;A497;0;5,5;1;1;2;9,5
Nord Ovest;Liguria;IM;A499;0;4;0;0;0;4
Nord Est;Veneto;BL;A501;12;58,17;17,75;6,5;11;105,42
Centro;Lazio;FR;A502;2;0;3;4;3,5;12,5
Isole;Sardegna;NU;A503;0;0;0;0,67;0;0,67
Nord Ovest;Liguria;GE;A506;2;15;9,33;5;6,5;37,83
Sud;Campania;AV;A508;6;4;9;7;10,4;36,4
Sud;Campania;AV;A509;4,26;62,52;124,88;121,74;136,46;449,86
Nord Ovest;Lombardia;BG;A511;2;5,22;0;0;3,67;10,89
Sud;Campania;CE;A512;61,83;60,54;77,06;121,26;83,67;404,36
Sud;Puglia;TA;A514;3;5,67;12,83;9;16;46,5
Sud;Abruzzo;AQ;A515;29,34;91;136,06;81,06;63,05;400,51
Nord Est;Friuli- Venezia Giulia;PN;A516;35,01;66,22;16;30;42;189,23
Nord Ovest;Lombardia;BG;A517;5,33;26,08;7,67;1,5;3,67;44,25
Nord Ovest;Piemonte;TO;A518;4;36,59;60;29;43,5;173,09
Sud;Basilicata;PZ;A519;8;9,5;10,36;8,17;2,2;38,23
Nord Ovest;Valle d'Aosta;AO;A521;0;0;0;0;1;1
Isole;Sicilia;SR;A522;37,14;70,26;60,03;67,3;68,9;303,63
Nord Ovest;Piemonte;AL;A523;0;1;0;0;3,67;4,67
Nord Ovest;Piemonte;TO;A525;0;0;3;2;7;12
Nord Ovest;Lombardia;CR;A526;0;0;0;3;9,25;12,25
Nord Ovest;Piemonte;AT;A527;0;0;1;1;1;3
Nord Ovest;Lombardia;BG;A528;6;22,47;33;14,32;27,47;103,26
Nord Ovest;Lombardia;BS;A529;3;11,5;26;15;14,5;70
Nord Est;Friuli- Venezia Giulia;PN;A530;5;41;49;35,98;70;200,98
Nord Ovest;Lombardia;VA;A531;5;18;11,5;9;13,5;57
Nord Ovest;Lombardia;VA;A532;0;3;1;1;2;7
Nord Ovest;Lombardia;BG;A533;4,88;2,88;0;0;0;7,76
Nord Ovest;Piemonte;VB;A534;5;9,94;1;2;1;18,94
Sud;Campania;NA;A535;17,61;50,37;39,63;19,5;10,17;137,28
Nord Ovest;Liguria;IM;A536;5;6;2;1;2;16
Nord Ovest;Lombardia;PV;A538;0;0;0;3;0;3
Nord Est;Veneto;RO;A539;3;26,17;35,86;15,5;44,99;125,52
Nord Est;Veneto;VR;A540;0,67;6,67;6,5;4,5;15,33;33,67
Centro;Toscana;AR;A541;0;0;0;1;6;7
Sud;Calabria;CZ;A542;13;15,27;9,5;11;7,5;56,27
Sud;Calabria;RC;A544;1;0;0;1;0;2
Isole;Sicilia;PA;A546;33,09;70,26;91,24;121,16;74,07;389,82
Nord Est;Emilia-Romagna;RA;A547;1;44,88;37,95;37,67;65,72;187,22
Nord Ovest;Lombardia;PV;A550;1;1;1;1,08;3,67;7,75
Nord Est;Emilia-Romagna;RA;A551;2;11,5;11;0,5;13;38
Sud;Calabria;RC;A552;6;13,58;19,58;11,11;4;54,27
Nord Est;Friuli- Venezia Giulia;UD;A553;0;1;11;7;21,34;40,34
Nord Ovest;Piemonte;CN;A555;1;1;2;0;3,67;7,67
Nord Ovest;Lombardia;BG;A557;5;15,5;26,2;17,22;10,5;74,42
Centro;Toscana;LU;A560;0;8,67;12,5;18,67;31,5;71,34
Centro;Toscana;PT;A561;15,07;82,08;91,56;42,25;71,55;302,51
Centro;Toscana;PI;A562;16,28;63,97;68,89;74,01;149,56;372,71
Centro;Toscana;FI;A564;16,5;47,8;69,16;54,19;82,58;270,23
Nord Est;Emilia-Romagna;FO;A565;1;14,33;26,11;11;24,44;76,88
Sud;Campania;AV;A566;9,03;9,03;15,5;3,42;8,25;45,23
Sud;Molise;IS;A567;0;2,17;0;2,5;3,33;8
Nord Est;Veneto;PD;A568;1;10;10;8,5;16;45,5
Nord Ovest;Lombardia;BS;A569;2,02;42,7;37,17;17,55;39,46;138,9
Nord Ovest;Lombardia;CR;A570;7;22;27,5;22,25;13,28;92,03
Nord Ovest;Piemonte;CN;A571;32,05;42,51;17;17,5;23,05;132,11
Sud;Puglia;LE;A572;2;3;1,33;0,5;2,5;9,33
Nord Est;Emilia-Romagna;RE;A573;1,67;23,5;35,33;21,84;31,42;113,76
Nord Est;Veneto;RO;A574;0;0;1;2;10;13
Nord Ovest;Lombardia;MN;A575;3;18,5;23,5;13,5;24,54;83,04
Centro;Toscana;MS;A576;3,75;11,33;11,83;5,5;15,42;47,83
Centro;Lazio;VT;A577;5;10;6,5;10;11,83;43,33
Nord Ovest;Lombardia;BS;A578;3;14,75;10,91;3,51;9;41,17
Sud;Campania;CE;A579;0;0;0;2;3;5
Sud;Campania;AV;A580;2;3;5,5;11,5;13;35
Nord Ovest;Liguria;IM;A581;5;10;2;2;1;20
Nord Ovest;Piemonte;TO;A584;0;1;1;0;2,5;4,5
Nord Est;Emilia-Romagna;RE;A586;2,5;9;16;6,33;23,27;57,1
Nord Ovest;Piemonte;TO;A587;0,78;7;11;5,5;9,5;33,78
Nord Ovest;Piemonte;AT;A588;0;2;2;0;4;8
Nord Ovest;Piemonte;CN;A589;0;2;4;1;3,5;10,5
Nord Ovest;Piemonte;TO;A590;1;0;0;2;2;5
Nord Ovest;Piemonte;TO;A591;1;6;8;4,5;45,42;64,92
Isole;Sicilia;PA;A592;4;21,39;18;17;12,33;72,72
Nord Ovest;Liguria;SV;A593;2;0;5;3;0;10
Nord Ovest;Lombardia;LC;A594;6;34,33;8,33;11;13;72,66
Isole;Sardegna;CA;A597;0;0;2,75;0;3,27;6,02
Nord Ovest;Piemonte;TO;A599;1;2;0;0;1;4
Nord Ovest;Piemonte;VC;A600;0;1;1;2;1;5
Nord Ovest;Piemonte;VC;A601;0;0;0;0;5;5
Sud;Abruzzo;AQ;A603;9,5;11;4;0;0;24,5
Sud;Basilicata;PZ;A604;1;2;0;0;1;4
Nord Ovest;Piemonte;AL;A605;0,25;1;1;7;4;13,25
Isole;Sardegna;SS;A606;1;2;1;0;1;5
Nord Ovest;Piemonte;TO;A607;3,01;22;17;3;7,17;52,18
Isole;Sardegna;OR;A609;0;0;1;0;1;2
Nord Ovest;Piemonte;VB;A610;2;6;4;2;2,2;16,2
Sud;Basilicata;PZ;A612;2;2;0;1;1;6
Nord Est;Veneto;PD;A613;0;7;9;10;23,27;49,27
Isole;Sardegna;OR;A614;0;0;0;0;0;0
Sud;Basilicata;PZ;A615;9;3;3,33;1;4;20,33
Sud;Molise;CB;A616;1;2,5;4;0,75;2;10,25
Sud;Campania;NA;A617;6;11,5;9,17;0;6;32,67
Nord Ovest;Lombardia;MI;A618;39,17;74,58;37,83;5,5;6;163,08
Nord Ovest;Lombardia;VA;A619;0;7;2;2,33;5,17;16,5
Isole;Sardegna;OR;A621;1;3;3;4,17;1;12,17
Nord Ovest;Piemonte;TO;A625;0;1;4;5;13;23
Centro;Marche;AN;A626;1;2,8;2;4,3;0,5;10,6
Centro;Lazio;VT;A628;2;4;3;6;4;19
Nord Ovest;Piemonte;CN;A629;1;0;0;0;5;6
Nord Ovest;Lombardia;BS;A630;0;1;7,25;2,5;11,5;22,25
Nord Ovest;Lombardia;BG;A631;0;4;3;0;1;8
Centro;Toscana;FI;A632;3,25;42,08;48,5;22,44;48,86;165,13
Nord Ovest;Lombardia;PV;A634;0;1;2;2;4;9
Nord Est;Veneto;PD;A637;0;0;0;0;1,5;1,5
Isole;Sicilia;ME;A638;5,8;28,5;46,87;58,02;53,51;192,7
Nord Est;Friuli- Venezia Giulia;PN;A640;1;2;3,5;1;1;8,5
Nord Ovest;Valle d'Aosta;AO;A643;0;1;0;0;0;1
Nord Ovest;Lombardia;VA;A645;2;7;5;7;2;23
Nord Est;Emilia-Romagna;PR;A646;2;11,25;6,94;9,25;16,22;45,66
Nord Ovest;Liguria;SV;A647;4;3;4,5;3;4;18,5
Nord Est;Veneto;VR;A650;13;71,11;48,3;19,25;24,1;175,76
Nord Ovest;Piemonte;TO;A651;77,34;129,12;44,34;19,3;7,5;277,6
Nord Ovest;Lombardia;MI;A652;23,33;109,89;92,46;46,3;38,03;310,01
Nord Ovest;Piemonte;NO;A653;0;0;0;3;3;6
Isole;Sardegna;OR;A655;0;0;1;0;0;1
Sud;Abruzzo;AQ;A656;0;0;2;1;2;5
Centro;Toscana;LU;A657;3;9,5;20,5;13;34,72;80,72
Nord Ovest;Liguria;GE;A658;4;21;13,33;13,5;5,5;57,33
Nord Ovest;Piemonte;CN;A660;5,67;22,09;27,8;18;38,67;112,23
Nord Ovest;Lombardia;BS;A661;0;0;3,5;0;5,5;9
Sud;Puglia;BA;A662;485,85;1134,86;1158,2;866,51;539,78;4185,2
Isole;Sardegna;NU;A663;2;15;11,83;2,75;2,33;33,91
Nord Ovest;Lombardia;BG;A664;1;10,8;8,5;15;10;45,3
Nord Est;Emilia-Romagna;BO;A665;3;37,5;23,67;20;19,5;103,67
Sud;Basilicata;PZ;A666;2;9;5;2,67;2;20,67
Sud;Abruzzo;AQ;A667;4,5;2,5;1;1;5;14
Nord Ovest;Lombardia;MI;A668;7;40,5;30,8;14,5;12;104,8
Sud;Puglia;BA;A669;149,11;253,69;277,87;134,52;84,69;899,88
Nord Ovest;Lombardia;CO;A670;3;5;0;2;1;11
Nord Ovest;Piemonte;CN;A671;0;0;1;0;0;1
Nord Ovest;Piemonte;TO;A673;0;0;1;1;4;6
Sud;Campania;SA;A674;2,5;37;57,78;35,25;38,5;171,03
Isole;Sicilia;EN;A676;9;17;12;8;18;64
Isole;Sardegna;CA;A677;0;0;1;0;4;5
Sud;Abruzzo;AQ;A678;3;12,75;5;3,5;1,5;25,75
Isole;Sardegna;CA;A681;0;0;0,5;2;2,5;5
Nord Ovest;Lombardia;LC;A683;2;10;7,88;3;6,3;29,18
Nord Ovest;Lombardia;BG;A684;0;3;4;10;5,89;22,89
Nord Ovest;Lombardia;LC;A686;2;15;22;6;16,5;61,5
Nord Ovest;Lombardia;LC;A687;9;32,17;15,06;5;4;65,23
Nord Ovest;Piemonte;AL;A689;0;5;4;5;8;22
Nord Ovest;Lombardia;PV;A690;1;7,75;3,33;7,14;1;20,22
Centro;Umbria;TR;A691;6,75;6;12;8;12,95;45,7
Sud;Abruzzo;TE;A692;0;1;3;3;5;12
Sud;Campania;BN;A696;3,5;2;1;2;2;10,5
Nord Ovest;Lombardia;MI;A697;2;15,33;26,25;5;7;55,58
Isole;Sicilia;ME;A698;1,33;0;0;1,89;3,5;6,72
Nord Ovest;Lombardia;MI;A699;4,2;33,06;43;39;49;168,26
Nord Est;Friuli- Venezia Giulia;UD;A700;1;9;10;8;25,5;53,5
Centro;Lazio;VT;A701;3;10,5;12,67;6,83;4;37
Nord Ovest;Lombardia;BS;A702;0;3;3;3;3;12
Nord Est;Veneto;VI;A703;33,61;124,71;117,91;114,12;200,18;590,53
Centro;Lazio;VT;A704;8;19,33;16;6,5;19;68,83
Nord Ovest;Lombardia;VA;A705;1;5;3;2,66;0;11,66
Centro;Lazio;VT;A706;6,17;5;4,5;7;10;32,67
Centro;Lazio;LT;A707;3,78;7;2,5;3;2,67;18,95
Nord Ovest;Piemonte;AL;A708;2;5;3;2;10;22
Nord Ovest;Piemonte;CN;A709;1;1;1;1;5;9
Centro;Umbria;PG;A710;10,5;64,5;77,41;54,5;49;255,91
Nord Ovest;Lombardia;PV;A712;0;2;4,5;0;4;10,5
Nord Est;Emilia-Romagna;MO;A713;3;27;18;11;9,33;68,33
Nord Est;Veneto;PD;A714;0;15,5;16,5;12;4;48
Nord Ovest;Piemonte;CN;A716;0,33;0;1;0;2;3,33
Sud;Campania;SA;A717;18;80,5;103,92;121,25;88,18;411,85
Nord Ovest;Lombardia;PV;A718;0;5;0;5;1;11
Isole;Sicilia;PA;A719;2;6;3;3;3,5;17,5
Centro;Lazio;FR;A720;1;5;2,5;1;5,94;15,44
Isole;Sardegna;OR;A721;1;0;1;3;1;6
Isole;Sardegna;NU;A722;2;4;4;4,75;1;15,75
Nord Ovest;Piemonte;VB;A725;10;51,5;26,4;13;11,39;112,29
Nord Ovest;Lombardia;VA;A728;0;0;1;4;0;5
Nord Ovest;Lombardia;BS;A729;2;35;29,5;17;35,3;118,8
Nord Est;Emilia-Romagna;PR;A731;1;8,5;14,88;8,33;22,16;54,87
Nord Ovest;Lombardia;BG;A732;0;1;0,34;0;8,17;9,51
Nord Ovest;Piemonte;VB;A733;4;11,32;5;2;6;28,32
Nord Ovest;Piemonte;TO;A734;16;98,5;71,88;15,5;16,17;218,05
Nord Ovest;Piemonte;CN;A735;1;7,11;20;10,11;10,5;48,72
Sud;Calabria;CZ;A736;1;0;6;0;1;8
Nord Est;Veneto;VR;A737;2;5;11;7;16,96;41,96
Nord Ovest;Piemonte;AL;A738;0;2;1;2;1;6
Centro;Marche;MC;A739;0;1;3;1;5,56;10,56
Centro;Marche;PS;A740;0,33;2;0,33;2;0,67;5,33
Nord Ovest;Lombardia;PV;A741;1;24;26,89;23,75;15;90,64
Nord Ovest;Piemonte;VB;A742;6;14;1;1;5;27
Sud;Basilicata;PZ;A743;2;9,8;8,17;4;7,87;31,84
Nord Ovest;Lombardia;LC;A745;8,3;50,8;25,31;16,5;10,42;111,33
Sud;Abruzzo;TE;A746;0;9;12;5;16,75;42,75
Nord Est;Emilia-Romagna;RN;A747;65;126,9;44,17;24,45;31,08;291,6
Centro;Lazio;RM;A749;3,33;8,5;2;4;3;20,83
Nord Ovest;Piemonte;CN;A750;0;1;1;1;0;3
Nord Ovest;Lombardia;MI;A751;3,5;19,5;17,33;5;6;51,33
Nord Ovest;Piemonte;NO;A752;4;22;42,58;25,01;31,62;125,21
Sud;Campania;CE;A755;1;3;10,6;5;15,05;34,65
Sud;Campania;SA;A756;0;0;0;2,66;2;4,66
Nord Est;Veneto;BL;A757;35,97;111,93;115,67;93,06;103,22;459,85
Nord Ovest;Lombardia;MI;A759;9;35;29,65;9;14;96,65
Centro;Marche;AP;A760;0;0;0;0;2;2
Sud;Molise;IS;A761;0;2;0,5;0;0;2,5
Sud;Calabria;CS;A762;1;1;1;1;1;5
Centro;Lazio;FR;A763;0;0;0;0;4;4
Isole;Sicilia;PA;A764;10;14,17;7;11,67;11;53,84
Centro;Lazio;RI;A765;2;1;2;1;0;6
Isole;Sicilia;CT;A766;10,5;41;78,69;55,34;33,83;219,36
Sud;Calabria;CS;A768;0;0,34;1,68;0;0,34;2,36
Centro;Marche;AN;A769;0;3;5;4;5,5;17,5
Nord Ovest;Piemonte;AT;A770;1;0;0;0;7;8
Nord Est;Emilia-Romagna;BO;A771;16,5;49,5;19,67;9;3,33;98
Sud;Calabria;KR;A772;1;3;2;1;0;7
Sud;Calabria;CS;A773;23;51,17;37;10,31;10,5;131,98
Nord Ovest;Piemonte;CN;A774;0;0;3;0;5;8
Isole;Sardegna;NU;A776;0;0;0;0;1;1
Nord Ovest;Lombardia;SO;A777;2;1;0;0;0;3
Nord Ovest;Lombardia;CO;A778;0;4,75;1;2;0;7,75
Nord Ovest;Piemonte;CN;A779;0;4,5;12;10;25,5;52
Sud;Calabria;RC;A780;0;0;0;0;2;2
Isole;Sardegna;SS;A781;2;0;0,5;0;4,5;7
Nord Ovest;Piemonte;CN;A782;0;2;2;1;3;8
Sud;Campania;BN;A783;52,66;120,55;130,68;106,25;121,17;531,31
Nord Ovest;Piemonte;BI;A784;1;2;1;1,5;6;11,5
Nord Est;Emilia-Romagna;BO;A785;2;19,72;16,25;16;20,55;74,52
Nord Ovest;Lombardia;BG;A786;1;8,75;11,75;8,05;11,8;41,35
Nord Ovest;Lombardia;SO;A787;4;7,5;5;6;4,5;27
Nord Est;Emilia-Romagna;PR;A788;7;12,67;16;7,83;16,67;60,17
Isole;Sardegna;SS;A789;0;3;3,69;3;5;14,69
Nord Ovest;Lombardia;CO;A791;0;6;13;5,5;2;26,5
Nord Ovest;Lombardia;PV;A792;3,67;9;10;10,5;14;47,17
Nord Ovest;Piemonte;AL;A793;0;1;0,5;4;9;14,5
Nord Ovest;Lombardia;BG;A794;161,27;618,46;636,74;368,26;345,23;2129,96
Nord Est;Veneto;RO;A795;0;1;2,5;2;11,75;17,25
Nord Ovest;Liguria;SV;A796;7,83;25,75;10;6;7;56,58
Nord Ovest;Piemonte;CN;A798;0;0;1;1;1;3
Nord Ovest;Lombardia;BS;A799;2;3;14;10;2,5;31,5
Sud;Basilicata;MT;A801;19,22;49,75;23;14,22;9,5;115,69
Nord Ovest;Lombardia;MI;A802;13,5;83,15;49,1;31,1;41,74;218,59
Nord Ovest;Lombardia;MI;A804;0,67;10;7,5;5;8;31,17
Nord Ovest;Piemonte;CN;A805;2;10,5;14;14,66;24,66;65,82
Nord Est;Emilia-Romagna;FO;A809;4;42,75;46,26;23,17;32,16;148,34
Nord Est;Friuli- Venezia Giulia;UD;A810;0;3;6;2,5;8;19,5
Nord Ovest;Lombardia;LO;A811;0;1,5;7;1;1;10,5
Nord Ovest;Piemonte;AT;A812;1;3;5;1;6,5;16,5
Nord Ovest;Piemonte;AL;A813;0,04;1;0;0;0;1,04
Nord Ovest;Lombardia;BG;A815;0;2;6,5;3;5;16,5
Nord Ovest;Lombardia;BS;A816;1;1;2,5;1;0;5,5
Nord Ovest;Lombardia;BS;A817;0;6;3;6;1,5;16,5
Nord Ovest;Lombardia;MI;A818;22;54,5;66,79;38,14;42,22;223,65
Nord Ovest;Lombardia;VA;A819;3;15;6;6;12,39;42,39
Nord Ovest;Lombardia;MI;A820;3;10,5;10;7;4,33;34,83
Nord Est;Emilia-Romagna;PC;A823;0;0;5;2,5;6;13,5
Nord Ovest;Lombardia;VA;A825;2;15,66;19;10,25;26,5;73,41
Nord Ovest;Lombardia;VA;A826;2;26;27,5;18,5;37,3;111,3
Isole;Sardegna;SS;A827;0;0;1,11;0;0;1,11
Nord Est;Emilia-Romagna;PC;A831;2;17,87;14,5;11;20,98;66,35
Centro;Umbria;PG;A832;3;8;9;10,5;13,5;44
Nord Ovest;Piemonte;VB;A834;0;4,5;3,5;5,25;6,5;19,75
Centro;Umbria;PG;A835;3,25;10;12;6;22;53,25
Nord Ovest;Liguria;SP;A836;2;7;6;6,5;12,83;34,33
Nord Est;Veneto;VR;A837;1;4;4;5;10,5;24,5
Isole;Sicilia;CT;A841;20,81;20,16;28,96;29,72;22,97;122,62
Sud;Calabria;CS;A842;1;1;0;0;1;3
Sud;Calabria;RC;A843;4;7;10,38;3;5;29,38
Nord Ovest;Piemonte;NO;A844;1;2;7;2,33;7,5;19,83
Nord Ovest;Lombardia;VA;A845;0;13;10;6,67;8,83;38,5
Nord Ovest;Lombardia;BG;A846;9;11;7;0;2,5;29,5
Nord Ovest;Piemonte;VC;A847;1;4;6;3;9,34;23,34
Nord Ovest;Lombardia;SO;A848;0;3;0;2;0;5
Nord Ovest;Lombardia;MI;A849;14;70,09;53,88;33,67;41,8;213,44
Nord Est;Emilia-Romagna;RE;A850;1;24,5;39;25;51,99;141,49
Centro;Toscana;AR;A851;4;23,67;28,5;24,64;29,91;110,72
Centro;Toscana;LI;A852;32,77;45,67;18,53;17;6;119,97
Nord Ovest;Piemonte;TO;A853;5;12;11;15;15;58
Sud;Puglia;FG;A854;6,67;6;8,78;3;4,5;28,95
Nord Est;Friuli- Venezia Giulia;UD;A855;0;1;1;6;9;17
Isole;Sardegna;OR;A856;0;0;0;0;0;0
Centro;Lazio;VT;A857;4;12,67;14,4;4,25;7,95;43,27
Nord Ovest;Piemonte;BI;A859;58,26;202,56;171,39;127;132,52;691,73
Nord Ovest;Lombardia;BS;A861;2;9,34;10,5;5;3,42;30,26
Centro;Toscana;PI;A864;6;47,5;37,5;32,5;38;161,5
Nord Ovest;Lombardia;CO;A870;3;27;25,4;12,97;10;78,37
Nord Ovest;Lombardia;MI;A872;5;39,5;32,67;9,5;9,25;95,92
Sud;Puglia;BA;A874;0;4;7;8;7;26
Nord Ovest;Piemonte;BI;A876;0;2;1;2;9,5;14,5
Nord Ovest;Valle d'Aosta;AO;A877;0;2;3;1;0;6
Nord Ovest;Lombardia;BS;A878;0;3;1;6;9;19
Isole;Sardegna;NU;A880;0;0,75;1,25;1;2;5
Sud;Campania;AV;A881;10;14,13;8,38;6;7;45,51
Isole;Sicilia;PA;A882;5;11;7;5,13;5,5;33,63
Sud;Puglia;BA;A883;88,2;203,48;223,24;126,9;60,88;702,7
Sud;Abruzzo;AQ;A884;1;4;0,33;1;0;6,33
Sud;Abruzzo;TE;A885;2;3;2,17;1;3;11,17
Sud;Calabria;CS;A887;2;5;4;5,11;13,33;29,44
Nord Ovest;Piemonte;AL;A889;1;3;3;9,5;8,5;25
Nord Ovest;Lombardia;VA;A891;1;9,83;9;13,5;16,25;49,58
Sud;Puglia;BA;A892;7,99;20,83;37,51;21;30;117,33
Sud;Puglia;BA;A893;50,92;111,41;193,27;137,47;93,58;586,65
Sud;Puglia;BA;A894;8,83;36,67;58,17;36;14,06;153,73
Isole;Sardegna;NU;A895;0,66;2,66;0,94;2;2,5;8,76
Isole;Sicilia;AG;A896;1;6,5;4;9,75;6;27,25
Sud;Calabria;RC;A897;1;2;1;0;0;4
Nord Ovest;Lombardia;CO;A898;1;6;6,5;5;7,83;26,33
Nord Ovest;Lombardia;BG;A903;0;0;0;0;1;1
Nord Ovest;Lombardia;CO;A904;1;6;1;5,5;6;19,5
Nord Ovest;Lombardia;CO;A905;2;7;5;2;6,75;22,75
Nord Est;Veneto;PD;A906;0;2;5;8,39;11,67;27,06
Nord Est;Emilia-Romagna;PC;A909;7,9;26,84;23,89;13,12;16,5;88,25
Nord Ovest;Piemonte;TO;A910;6;5;2;4;2;19
Nord Ovest;Piemonte;NO;A911;0;1;2;2;4;9
Sud;Calabria;CS;A912;0;0;0,28;0;3,83;4,11
Nord Ovest;Piemonte;VC;A914;2;3;5;1;3,5;14,5
Nord Ovest;Lombardia;VA;A918;4;9;10,33;6,16;11,89;41,38
Nord Ovest;Lombardia;LO;A919;1;6,39;8;4,39;3,5;23,28
Nord Ovest;Lombardia;MI;A920;1,5;13,34;22,08;4,39;17,25;58,56
Nord Ovest;Liguria;GE;A922;4,83;34,1;28,83;9,5;6;83,26
Nord Ovest;Piemonte;VB;A925;3;3;0;2;0;8
Nord Ovest;Piemonte;NO;A929;0;10;3;7;11,5;31,5
Sud;Molise;CB;A930;7;7;9,83;8,84;15;47,67
Nord Ovest;Liguria;SV;A931;7;27,05;15;6,25;7,33;62,63
Nord Ovest;Liguria;SP;A932;7,5;18;27;11,64;23;87,14
Nord Ovest;Lombardia;BG;A937;2;19,5;28;32;11,75;93,25
Nord Ovest;Lombardia;MI;A940;48,39;191,33;155,94;86,75;48,13;530,54
Nord Ovest;Piemonte;TO;A941;2;4;7;3;10,75;26,75
Sud;Basilicata;MT;A942;3;13;25,5;12,33;2;55,83
Nord Est;Emilia-Romagna;BO;A944;905,3;2784,89;1729,29;665,8;475,78;6561,06
Sud;Abruzzo;PE;A945;2;4;1;2;1;10
Isole;Sicilia;PA;A946;1,67;6;12;11;5;35,67
Centro;Marche;MC;A947;1;0;1,5;2;2;6,5
Isole;Sardegna;NU;A948;1;0;1;0;9,11;11,11
Centro;Lazio;VT;A949;3,5;35,25;24,55;6;12;81,3
Nord Ovest;Lombardia;BG;A950;6;49,75;38,67;20,66;15;130,08
Nord Ovest;Piemonte;NO;A953;0,5;1,5;2,5;1,5;3;9
Nord Est;Veneto;VI;A954;0;11;27;22,92;32,98;93,9
Centro;Lazio;VT;A955;5,8;5;5;3;2;20,8
Sud;Abruzzo;CH;A956;6;2;3;1;1;13
Isole;Sicilia;CL;A957;3;2;0;1;1;7
Isole;Sicilia;PA;A958;4;2;2;1,11;2;11,11
Nord Est;Emilia-Romagna;MO;A959;1,17;48;43,58;18,33;30,97;142,05
Isole;Sardegna;OR;A960;2;1;2,67;1,33;8;15
Nord Ovest;Liguria;SP;A961;2;23;2;4;0;31
Nord Ovest;Lombardia;BG;A962;1,87;29,17;35,34;13,84;11,81;92,03
Nord Ovest;Lombardia;BG;A963;2;41,33;52,95;56,84;27,41;180,53
Nord Est;Veneto;VR;A964;0;1;8,5;10,5;10,5;30,5
Nord Est;Emilia-Romagna;FE;A965;3;35;29,5;28,9;64;160,4
Sud;Campania;BN;A970;2;1;1;3,11;3,11;10,22
Sud;Molise;CB;A971;0;2,11;3;4,5;1;10,61
Nord Ovest;Lombardia;CR;A972;0;2;0;0;4;6
Sud;Calabria;CS;A973;24;21,52;15;5;7,5;73,02
Sud;Campania;AV;A975;0;1;3,17;1,67;2,33;8,17
Isole;Sardegna;SS;A976;0;0;2;0;2;4
Isole;Sardegna;SS;A977;0;2;1;1;10,14;14,14
Isole;Sardegna;SS;A978;2,66;3;3,67;6;6,5;21,83
Nord Ovest;Piemonte;CN;A979;0;0;0;0;1;1
Centro;Lazio;RI;A981;0,94;1;1,5;2;0,33;5,77
Nord Est;Veneto;BL;A982;3;14,58;13;0;2,67;33,25
Nord Est;Friuli- Venezia Giulia;UD;A983;0;1,34;1;0,5;4;6,84
Nord Ovest;Liguria;IM;A984;60,58;131,44;47,63;11,17;32;282,82
Nord Ovest;Lombardia;CR;A986;0;0;2;4;4;10
Nord Est;Emilia-Romagna;PR;A987;2;4;2,67;0,5;5,95;15,12
Nord Est;Emilia-Romagna;RE;A988;0;15;15,5;7,5;22,83;60,83
Nord Ovest;Lombardia;PV;A989;0;9;13,75;10;6,55;39,3
Nord Ovest;Piemonte;TO;A990;1;66,11;61,97;28,5;28;185,58
Isole;Sicilia;PA;A991;4;4;7,8;7;10,25;33,05
Nord Ovest;Liguria;SP;A992;0;1,67;0;3;1;5,67
Nord Ovest;Liguria;IM;A993;0;3;4,5;1;6;14,5
Nord Ovest;Lombardia;LO;A995;7;24,78;23;11;13,02;78,8
Centro;Lazio;RI;A996;1;0;2,5;1;2;6,5
Nord Ovest;Piemonte;AL;A998;0;8,5;4;1;11;24,5
Nord Ovest;Liguria;SV;A999;172,3;190,08;11,5;3;3,17;380,05
Nord Est;Emilia-Romagna;FO;B001;4;18;6;8;12;48
Sud;Calabria;CZ;B002;10;18,67;14,5;8;9;60,17
Nord Ovest;Piemonte;TO;B003;2;2;2;1;6;13
Nord Ovest;Liguria;SV;B005;14;27;8,56;4,17;4,5;58,23
Centro;Toscana;LU;B007;2;6,5;7;9,17;19;43,67
Centro;Lazio;RI;B008;8;10,5;7,5;9,5;8;43,5
Nord Ovest;Piemonte;VC;B009;0;1;2;4;15,39;22,39
Nord Ovest;Lombardia;BG;B010;0;4;4,5;3,75;4,5;16,75
Nord Ovest;Lombardia;MN;B012;0;5;5;4;14,5;28,5
Nord Ovest;Lombardia;PV;B014;0;0;0;1;3;4
Nord Ovest;Piemonte;TO;B015;3,22;2;7;6;10,39;28,61
Nord Ovest;Piemonte;NO;B016;0;3,5;6,5;7;7,09;24,09
Nord Ovest;Lombardia;LO;B017;1;13;10,99;7;5,5;37,49
Nord Ovest;Piemonte;CN;B018;0;0;0;1;2;3
Nord Ovest;Piemonte;NO;B019;15;58,68;74,5;56,17;56,51;260,86
Nord Ovest;Liguria;IM;B020;6;6,5;4;1;6,5;24
