AREA;Regione;prov;2021_CodCom;NTN_2021_Uffici;NTN_2021_Negozi_Lab;NTN_2021_Depositi_Comm_Autorimesse;NTN_2021_TCO_B04;NTN_2021_TCO_D02;NTN_2021_TCO_D05;NTN_2021_TCO_D08;NTN_2021_PRO;NTN_2021_AGR;;
Centro;Toscana;FI;H286;1,03;5,5;27,03;0;0;0;0;0;0;;
Sud;Puglia;FG;H287;0;0;1;0;0;0;0;0;0;;
Centro;Lazio;RM;H288;1;3;23;0;0;0;2;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;H289;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;H293;0;0;1;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RN;H294;43,96;116,61;125,83;1;18,61;1;12;23,51;3;;
Nord Est;Emilia-Romagna;RE;H298;0;4,33;16,16;0;0;0;1;5;3;;
Centro;Lazio;RM;H300;0;0;1;0;0;0;0;0;0;;
Isole;Sardegna;OR;H301;0;1;3;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RA;H302;0;2;15,71;0;0;0;0;0;2,5;;
Nord Est;Emilia-Romagna;MO;H303;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Liguria;SP;H304;0;3;5;0;1;0;0;0;0;;
Sud;Basilicata;PZ;H307;0;10;21,59;0;0;0;0;1;0;;
Sud;Molise;IS;H308;0;0;1;0;0;0;0;0;0;;
Sud;Molise;CB;H311;0;0;1,5;0;0;0;0;0;0;;
Sud;Basilicata;PZ;H312;0;0;7;0;0;0;0;0;5;;
Sud;Molise;CB;H313;0;0;6,35;0;0;0;1;7;1;;
Nord Ovest;Lombardia;CR;H314;0;0;1;0;0;0;0;2;0;;
Nord Ovest;Lombardia;CR;H315;0;0;5;0;0;0;0;1,27;0;;
Nord Ovest;Lombardia;CR;H316;0;0;2;0;0;0;0;0;0;;
Centro;Toscana;PI;H319;1;0;11;0;0;0;0;0;0;;
Sud;Abruzzo;CH;H320;0;0;3;0;0;0;0;1;1;;
Centro;Marche;AP;H321;0;3;6,83;0;0;0;1;1;1,5;;
Centro;Marche;MC;H323;0;0;3;0;0;0;0;0;0;;
Centro;Lazio;FR;H324;0;0;4,5;0;1;0;1;0;0;;
Isole;Sicilia;CT;H325;0;3;17,89;0;0;0;0;0,15;0;;
Nord Ovest;Piemonte;CN;H326;0;1;9;0;0;0;0;0;0;;
Nord Est;Veneto;BL;H327;0;0;10,66;0;0;0;0;0;0;;
Nord Ovest;Liguria;IM;H328;0;0;5,5;0;0;0;0;0;1;;
Nord Ovest;Lombardia;BG;H331;0;0;1,08;0;0;0;0;0,09;0;;
Nord Ovest;Piemonte;TO;H333;0;1;10,84;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;H334;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H335;3,8;10;44,44;0;0;0;1;7;0;;
Nord Ovest;Lombardia;PV;H336;0;1;8;0;0;0;1;2;0;;
Nord Ovest;Piemonte;TO;H337;0;2;14,5;0;0;0;0;3;2;;
Nord Ovest;Piemonte;TO;H338;0;2;6;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H340;7;12,5;45,44;1;0;0;1;4;1;;
Nord Ovest;Lombardia;CR;H341;0;2;5;0;0;0;0;0;1;;
Nord Ovest;Lombardia;MN;H342;1;0;5,33;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;H343;0,5;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H344;0;2;9;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;H346;0;0;3,33;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;UD;H347;1;0;2,67;0;0;0;0;0;1;;
Sud;Basilicata;PZ;H348;0;0;4,17;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PC;H350;1;4,5;27,34;0;0;0;1;1;1,2;;
Sud;Abruzzo;AQ;H353;0;1;6,2;0;1;0;0;0;0;;
Centro;Lazio;RI;H354;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H355;14;23;61;0;0;1;8;20;0;;
Nord Est;Veneto;VR;H356;2;1;4,91;0;0;0;2;3;0;;
Nord Ovest;Lombardia;CR;H357;1;1;10,69;0;0;0;0;0;2,25;;
Sud;Calabria;RC;H359;0;2;5,5;0;0;0;0;0;0;;
Nord Est;Veneto;VI;H361;0;8,5;19,72;0;0;0;0;0,05;0;;
Nord Ovest;Piemonte;CN;H362;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H363;0;0;8;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;H364;0;0;5;0;0;0;0;1;0;;
Nord Ovest;Piemonte;VC;H365;0;0;12;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;H366;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H367;1;0;7,33;0;0;0;0;9,05;0;;
Nord Ovest;Lombardia;PV;H369;0;0;7;0;0;1;1;2;0;;
Nord Ovest;Lombardia;MI;H371;0;0;13,5;0;0;0;1;1;0;;
Nord Ovest;Lombardia;CR;H372;0;0;6;0;0;0;0;2;0,33;;
Nord Ovest;Lombardia;MI;H373;0;2;14,14;0;0;0;0;7;0;;
Nord Ovest;Lombardia;PV;H375;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;H376;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H377;0;0;11,52;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H378;0;0;3,24;0;0;0;0;0;0;;
Nord Est;Veneto;BL;H379;0;1,02;19,23;0;0;0;1;0,06;0;;
Isole;Sicilia;ME;H380;0;0;5;0;0;0;0;0;0;;
Sud;Campania;AV;H382;0;1;10,34;0;0;0;0;0;0;;
Sud;Calabria;KR;H383;0;0;3;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;H384;0;2,5;6,75;0;0;0;0,5;0,5;4;;
Nord Ovest;Piemonte;CN;H385;0;0;11,75;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H386;0;0;1,5;0;0;0;0;1;0;;
Centro;Lazio;RM;H387;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;H389;0;0;1;0;0;0;0;0;0;;
Centro;Marche;AP;H390;0;0;6,5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H391;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;H392;0;0;4,33;0;0;0;0;0;0;;
Centro;Lazio;FR;H393;0;0;0;0;0;0;0;0;0;;
Sud;Campania;SA;H394;0;3;9,17;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H395;1;0,5;20,5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;H396;0;0;0;0;0;0;0;0;0;;
Sud;Campania;CE;H398;0;0;1;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;H399;0;0;1;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;H400;0;0;0,2;0;0;0;0;0;0;;
Centro;Lazio;RM;H401;0;2;2;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;H402;0;1;7,3;0;0;0;0;0,02;0;;
Sud;Calabria;KR;H403;0;1;7;0;0;0;0;1;0;;
Centro;Lazio;RM;H404;0;3,83;18,6;0;0;0;0;0;0;;
Isole;Sicilia;ME;H405;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;H406;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H407;0;1;12,33;0;1;0;0;0,5;1;;
Sud;Calabria;RC;H408;0;0;0;0;0;0;0;0;0;;
Sud;Puglia;TA;H409;0;5;1;0;0;0;0;3;0;;
Nord Ovest;Lombardia;BS;H410;0;4;8,94;0;0;0;0;2,16;1;;
Centro;Lazio;RM;H411;0;0;0;0;0;0;0;0;0;;
Sud;Campania;SA;H412;0;1;4;0;0;0;0;0;0;;
Centro;Lazio;LT;H413;0;0;1,67;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;H414;0;1;7;0;0;0;1;0;0;;
Sud;Calabria;CS;H416;0;1;3;0;0;0;0;0;0;;
Centro;Toscana;GR;H417;0;0;4,58;0;0;0;0;0,08;3,95;;
Isole;Sicilia;ME;H418;0;5;7,67;0;0;0;1;0;0;;
Sud;Molise;IS;H420;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;LT;H421;0;0;1;0;0;0;0;0;0;;
Isole;Sicilia;PA;H422;0;0;6,13;0;0;0;0;0;0;;
Sud;Campania;CE;H423;0;0;3;0;0;0;0;0;0;;
Sud;Abruzzo;CH;H424;0;0;5;0;0;0;0;0;0;;
Sud;Abruzzo;PE;H425;0;1;4;0;0;0;0;0;0;;
Sud;Basilicata;PZ;H426;0;0;7;0;0;0;0;0;0;;
Centro;Lazio;RI;H427;0;1;4;0;0;0;0;0;0;;
Isole;Sicilia;PA;H428;0;0;1,5;0;0;0;0;0;0;;
Sud;Abruzzo;AQ;H429;0;0;0;0;0;0;0;0;0;;
Sud;Campania;SA;H431;0;6;11,48;0;0;0;1;1;0;;
Centro;Lazio;RM;H432;1;4;25,66;0;0;0;0;0;0,06;;
Sud;Campania;NA;H433;0;0,93;2,43;0;0;0;0;1;0;;
Sud;Abruzzo;AQ;H434;0;3,04;4,97;0;0;0;0;0;0;;
Sud;Campania;CE;H436;0;0;0;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;FO;H437;0,5;3;1;0;0;0;0;0;3;;
Sud;Campania;AV;H438;0;0;2;0;0;0;0;0;0;;
Sud;Abruzzo;CH;H439;0;1;3,67;0;0;0;2;2;0;;
Sud;Abruzzo;TE;H440;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;RM;H441;0;0,08;2,16;0;0;0;0;0;0;;
Sud;Abruzzo;CH;H442;0;0;1;0;0;0;0;1;0;;
Centro;Lazio;FR;H443;0;0,84;6,46;0;0;0;0;0;0;;
Centro;Lazio;LT;H444;0;0;2;0;0;0;0;0;0;;
Sud;Molise;IS;H445;0;0;0;0;0;0;0;0;0;;
Centro;Lazio;RI;H446;0;0;2;0;0;0;0;0;1;;
Nord Ovest;Piemonte;CN;H447;0;1;4;0;0;0;0;0;0;;
Sud;Abruzzo;CH;H448;0;0;8;0;0;0;0;0;0;;
Centro;Toscana;GR;H449;2;10;37,33;0;0;0;1;4;7;;
Nord Ovest;Lombardia;PV;H450;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;H451;0;0;2;0;0;0;0;0;3,35;;
Nord Ovest;Liguria;SV;H452;0;0;4;0;0;0;0;1;0;;
Nord Ovest;Piemonte;CN;H453;0;3;17;0;0;0;0;0;0;;
Sud;Molise;CB;H454;0;0;2;0;0;0;0;0;0;;
Isole;Sicilia;ME;H455;0;0;4;0;0;0;0;0;0;;
Sud;Calabria;RC;H456;2;3;7;0;0;0;0;0;0;;
Sud;Molise;IS;H458;0;0;3;0;0,03;0;0;0;0;;
Sud;Campania;CE;H459;0;0;0;0;0;0;0;1;0;;
Nord Ovest;Liguria;IM;H460;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Liguria;SP;H461;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H462;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AL;H465;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;H466;0;0;3;0;0;0;0;0;1;;
Sud;Puglia;FG;H467;0;0;6;0;0;0;0;0;0;;
Nord Ovest;Piemonte;AT;H468;3;1;4;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;H470;0;5;32;0;0;0;1;0;0;;
Nord Ovest;Piemonte;CN;H472;0;0;6;0;0;0;0;1;0;;
Nord Ovest;Piemonte;CN;H473;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H474;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;H477;1;5;21,72;1;0;0;0,45;14,9;1;;
Nord Ovest;Lombardia;CO;H478;0;0;0;0;0;0;0;0;0;;
Isole;Sicilia;ME;H479;0;0;4;0;0;0;0;0;0;;
Sud;Puglia;FG;H480;0;5;9,45;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MN;H481;1;4,5;2,48;0;0;0;1;2;4,94;;
Nord Ovest;Lombardia;BS;H484;0;2;10,2;0;0;0;0;0,05;0;;
Sud;Campania;SA;H485;0;0;5;0;0;0;0;2;0;;
Nord Ovest;Lombardia;LC;H486;2;1;6;0;0;0;0;0;0;;
Sud;Calabria;CS;H488;0;1;7;0;0;0;0;0;0;;
Sud;Calabria;RC;H489;0;0;0;0;0;0;0;0;0;;
Sud;Calabria;CS;H490;0;1;7;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;H491;0;0;4;0;0;0;0;0;1,93;;
Nord Ovest;Lombardia;BG;H492;1;4;9,77;0;0;0;5;11;0;;
Nord Ovest;Lombardia;SO;H493;0;0;0;0;0;0;0;2;0;;
Centro;Lazio;RM;H494;0;0;2;0;0;0;0;0;0;;
Sud;Abruzzo;CH;H495;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;H497;0;0;7;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H498;1;0;4;0;0;0;1;2;0;;
Nord Est;Emilia-Romagna;RE;H500;1;0;1;0;0;0;0;1;0;;
Centro;Lazio;RM;H501;519,25;2074,62;1261,65;10;58,28;12;493,52;180,32;3,5;;
Nord Ovest;Piemonte;NO;H502;2;3,5;5,5;0;0;0;0;2;0;;
Sud;Campania;SA;H503;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;PV;H505;0;1;6,46;0;0;0;0;0;0;;
Isole;Sardegna;SS;H507;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;H508;1;3;5;0;0;0;0;1;1;;
Nord Ovest;Lombardia;BG;H509;7;6;11,04;0;0;0;3;6,73;0;;
Nord Ovest;Piemonte;TO;H511;0;0;12,83;0;0;0;1;1;0;;
Nord Est;Veneto;VI;H512;0,87;3;8,99;0;0;0;4;5;0;;
Sud;Calabria;VV;H516;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Piemonte;NO;H518;0;2;12;0;0;0;0;2;0;;
Isole;Sicilia;ME;H519;1;6;5,7;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;H521;0;0;5,46;0;0;0;0;0;0;;
Nord Est;Veneto;VR;H522;0;0;25,03;0;0;0;0;0;0,19;;
Nord Est;Veneto;TV;H523;6,45;43;23,5;0;0;0;11;8;1;;
Nord Ovest;Lombardia;BS;H525;1;13,5;10;0;0;0;2;9;0;;
Nord Ovest;Lombardia;PV;H527;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;H529;0;2;8;0;0;0;0;6;0;;
Nord Est;Friuli- Venezia Giulia;UD;H533;0;3;1;0;0;0;0;2;0;;
Centro;Lazio;VT;H534;0;8;16,84;0;0;0;0;1;0;;
Nord Ovest;Lombardia;BG;H535;0;0;1,33;0;0;0;0;0;0;;
Nord Ovest;Liguria;GE;H536;0;3;17;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;H537;0;0;9,5;0;0;0;0;2;0;;
Nord Ovest;Piemonte;BI;H538;0;3;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H539;0;0;0,5;0;0;0;0;0;0;;
Nord Est;Veneto;VR;H540;0;2;17,5;0;0;0;0;7;1;;
Nord Ovest;Lombardia;MN;H541;0;6;19,28;0;0,39;0;1;7;6;;
Nord Est;Emilia-Romagna;FO;H542;0;1;13,17;0;0;0;1;0;2;;
Nord Ovest;Lombardia;BG;H544;0;0;1,95;0;0;0;0;0;0;;
Nord Ovest;Liguria;GE;H546;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H547;0;1;8;0;0;0;0;4;0;;
Nord Ovest;Piemonte;VC;H549;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;H553;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H554;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H555;0;0;11,17;0;0;0;0;0;0;;
Nord Est;Veneto;VI;H556;2;15,11;31,94;0;0;0;2;18;1;;
Sud;Calabria;RC;H558;0;2;7;0;0;0;0;1;0;;
Nord Ovest;Lombardia;PV;H559;0;0;4,06;0;0;0;0;0;0;;
Nord Ovest;Lombardia;MI;H560;0;6;2;0;0;0;0;1;0;;
Nord Ovest;Piemonte;BI;H561;0;0;0;0;0;0;0;0;0;;
Sud;Abruzzo;PE;H562;1;1;4;0;0;0;0;1;1;;
Sud;Campania;SA;H564;0;0;1;0;0;0;0;0;0;;
Sud;Calabria;CS;H565;0;1;3;0;0;0;0;0;0;;
Sud;Abruzzo;CH;H566;0;0;0;0;0;0;0;0;0;;
Sud;Puglia;FG;H568;0;0;1;0;0;0;0;0;2;;
Nord Ovest;Piemonte;AL;H569;0;0;8;0;0;0;0;0;0;;
Centro;Toscana;LI;H570;3;21;58,32;0;1;0;2,5;22;2,5;;
Sud;Calabria;CS;H572;0;0;2;0;0;0;0;0;1;;
Nord Est;Veneto;RO;H573;2;12;8,67;0;3;0;4;3;0;;
Isole;Sicilia;SR;H574;2;7;18,32;0;0;0;0;1;4;;
Centro;Marche;AN;H575;0;1;3,5;0;0;0;0;0;1;;
Nord Ovest;Piemonte;VC;H577;0;0;1,5;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H578;0;0;6,67;0;0;0;0;0;0;;
Nord Est;Veneto;VI;H580;4;9;11,44;0;0;0;0;5;1;;
Nord Ovest;Liguria;GE;H581;0;4;7,17;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H583;1;6;10,07;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BG;H584;0;0,67;1,5;0;0;0;0;0,14;0;;
Sud;Calabria;CS;H585;0;0;0;0;0;0;0;0;0;;
Centro;Marche;AP;H588;0;2,12;2,5;0;0;0;0;0,5;0;;
Sud;Molise;CB;H589;0;0;3;0;0;0;0;0;2;;
Sud;Basilicata;PZ;H590;0;1;6,04;0;0;0;0;0;0;;
Sud;Basilicata;MT;H591;0;1;2;0;0;0;0;0;0;;
Sud;Campania;AV;H592;0;2;3,5;0;0;0;2;0;0;;
Nord Est;Emilia-Romagna;PC;H593;1;7;15,36;0;0;0;0;4;0,11;;
Nord Est;Veneto;VI;H594;0;0;3,25;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;H598;13;15,5;29,14;0;0;0;4;9,89;1,78;;
Nord Ovest;Liguria;GE;H599;0;0;4,5;0;0;0;3;1;0;;
Nord Ovest;Lombardia;CO;H601;0;5;26,25;0;0;0;1;3,5;0;;
Nord Ovest;Lombardia;CO;H602;0;3;11,33;0;0;0;0;5,28;0;;
Nord Ovest;Lombardia;MN;H604;0;0;12,67;0;0;0;0;1;0;;
Nord Est;Veneto;VR;H606;0;1;11,17;0;0;0;0;2,5;5;;
Nord Est;Veneto;VR;H608;0;1;14,49;0;0;0;0;0;0;;
Nord Est;Friuli- Venezia Giulia;PN;H609;2;5;8;0;0;0;1;6,04;1;;
Nord Est;Veneto;VR;H610;0;1;7;0;0;0;0;2;2;;
Nord Ovest;Lombardia;PV;H614;0;0;5;0;0;0;0;0;1;;
Nord Ovest;Lombardia;BG;H615;0;1;4;0;0;0;0;0;0;;
Centro;Lazio;RM;H618;0;0,67;1;0;0;0;0;0;0;;
Nord Est;Veneto;RO;H620;30,33;32,17;46,56;0;0;0;7;19,32;2,17;;
Sud;Calabria;CS;H621;0;1;0;0;0;0;0;0;0;;
Nord Est;Veneto;PD;H622;0;7;6,9;0;0;0;0;2;2;;
Nord Ovest;Lombardia;MI;H623;11,04;47,42;16,99;0;0;0;2;19,06;0;;
Nord Est;Veneto;PD;H625;8;10;9;0;0;0;2;15;0;;
Nord Ovest;Piemonte;TO;H627;0;1;14,25;0;0;0;0;0;1;;
Nord Est;Emilia-Romagna;RE;H628;14;17;17,5;0;1;0;3;16;1;;
Nord Ovest;Lombardia;BS;H630;0;5;5,55;0;0;0;0;3;0;;
Nord Ovest;Piemonte;TO;H631;0;0;2;0;0;0;0;0;1;;
Sud;Puglia;LE;H632;0;1;16,3;0;0;0;0;2;0;;
Nord Ovest;Piemonte;CN;H633;0;0;4;0;0;0;0;0;0;;
Centro;Toscana;FI;H635;0;7;14,5;0;0;0;1;1;1;;
Sud;Basilicata;PZ;H641;0;0,5;6;0;0;0;0;0;1;;
Nord Est;Emilia-Romagna;RA;H642;9,5;8;19;0;0;0;2;0;2;;
Sud;Puglia;BA;H643;0;6;30,95;0;0;0;2;2,36;0,04;;
Sud;Campania;SA;H644;0;2;1;0;3;0;0;0;0;;
Sud;Puglia;BA;H645;3,67;15,33;63,33;0;0;0;1;4,5;4;;
Sud;Basilicata;PZ;H646;0;2;2,33;0;0;0;0;0;0;;
Centro;Lazio;LT;H647;2;18,02;23,05;0;0;0;0;10;0;;
Nord Ovest;Lombardia;BS;H650;0;0,35;9,5;0;0;0;0;2,06;0;;
Nord Ovest;Lombardia;MN;H652;0;2;13,25;0;0;0;2;2;0;;
Sud;Campania;SA;H654;0;0;1;0;0;0;0;0;0;;
Nord Est;Veneto;PD;H655;1;5;10;0;0;0;2;7;0;;
Nord Est;Friuli- Venezia Giulia;PN;H657;4;5,75;26,41;0;0;0;1;8,02;1;;
Centro;Lazio;RM;H658;0;1;17,67;0;0;0;0;0;0;;
Isole;Sardegna;NU;H659;0;0;2;0;0;0;0;0;0;;
Isole;Sardegna;NU;H661;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;H662;0;0;7,44;0;0;0;0;1;0;;
Nord Ovest;Valle d'Aosta;AO;H669;9;4;2;0;1;0;7;2,5;0;;
Nord Ovest;Valle d'Aosta;AO;H670;0;0;1,38;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;H671;0;0;3,5;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;H672;0;0;1,12;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;H673;0;0;2,11;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;H674;0;0;7,39;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;H675;0;0;1,04;0;0;0;0;0;0;;
Nord Ovest;Valle d'Aosta;AO;H676;0;3,5;5;0;2;1;0;1;1;;
Nord Ovest;Piemonte;AL;H677;0;0;2;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;BO;H678;1;8;22,24;0;0;0;1;9,06;4;;
Nord Ovest;Lombardia;CO;H679;0;0;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;H681;0;0;4,17;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;PR;H682;0;1;4;0;0;0;0;7;0;;
Sud;Campania;SA;H683;1;9,33;20;0;0;1;0;1;0;;
Nord Ovest;Piemonte;TO;H684;0;0;1;0;0;0;0;1;0;;
Sud;Campania;SA;H686;0;0;1;0;0;0;0;0;0;;
Sud;Basilicata;MT;H687;0;1;14,5;0;0;0;0;3;1;;
Isole;Sicilia;TP;H688;0;1;11;0;0;0;0;0;0,5;;
Nord Est;Veneto;RO;H689;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;VC;H690;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H691;0;0;7;0;0;0;0;2;0;;
Sud;Molise;CB;H693;0;0;1;0;0;0;0;0;3,67;;
Nord Ovest;Piemonte;AL;H694;0;0;10,67;0;0;0;2;3;1;;
Nord Ovest;Piemonte;CN;H695;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Lombardia;BS;H699;0;4;3,67;0;0;0;0;0,09;0;;
Isole;Sicilia;TP;H700;0;1;17,11;0;0;0;0;1;0;;
Nord Ovest;Lombardia;LO;H701;0;1;1;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H702;0;0;5;0;0;0;1;0;0;;
Sud;Campania;SA;H703;33,5;121,31;82,81;0;0;0;14,26;29,25;0;;
Nord Ovest;Piemonte;CN;H704;0;0;4,5;0;0;0;0;0;0;;
Nord Est;Veneto;TV;H706;1;4,67;9,06;0;0;0;0;5;1;;
Nord Ovest;Piemonte;VC;H707;0;0;0;0;0;0;0;0;0;;
Sud;Puglia;LE;H708;0;3;9;0;0;0;0;2;0;;
Nord Ovest;Piemonte;CN;H710;0;0;4;0;0;0;0;0;0;;
Nord Est;Veneto;VR;H712;0;0;4;0;0;0;0;1;1;;
Centro;Lazio;RI;H713;0;0;2;0;0;0;0;0;0;;
Nord Est;Veneto;VR;H714;0;0;7,43;0;0;0;0;2,08;2,6;;
Sud;Abruzzo;PE;H715;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H716;0;0;2;0;0;0;1;0;1;;
Nord Ovest;Lombardia;BS;H717;4;18,5;27,76;0;0;0;0;2,36;1;;
Nord Est;Emilia-Romagna;PR;H720;2;22;37,41;0;8;0;3;4;1;;
Nord Ovest;Lombardia;VA;H723;0;0;0,3;0;0;0;0;0;0;;
Nord Est;Emilia-Romagna;RN;H724;0;2;11;0;1;0;0;0;1;;
Nord Ovest;Piemonte;VC;H725;0;0;9,07;0;0;0;0;0;0;;
Nord Ovest;Piemonte;BI;H726;1;0;5;0;0;0;0;0,33;2;;
Nord Ovest;Piemonte;CN;H727;8,01;9,03;69,4;18;0;0;0;3;2;;
Sud;Puglia;LE;H729;0;1;14,33;0;2;0;0;0;0;;
Sud;Basilicata;PZ;H730;0;0;3;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;H731;2;0;3,25;0;0;0;0;0;1;;
Sud;Campania;SA;H732;0;0;0,5;0;0;0;0;0;0;;
Sud;Campania;AV;H733;0;0;4;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H734;0;0;0;0;0;0;0;0;0;;
Nord Est;Veneto;VE;H735;1;8;16,08;0;0;0;0;7,75;0,21;;
Nord Ovest;Lombardia;VA;H736;4;12;24;0;0;0;1;9;0;;
Isole;Sardegna;CA;H738;0;0;0;0;0;0;1;0;0,78;;
Isole;Sardegna;CA;H739;0;0;1;0;0;0;0;0;0;;
Isole;Sicilia;AG;H743;0;3;19;0;0;0;0;0;1;;
Centro;Toscana;PT;H744;0;2;7;0;0;0;0;0;0;;
Centro;Lazio;RM;H745;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H746;0;0;2;0;0;0;0;0;0;;
Sud;Puglia;BA;H749;0;5;11,39;0;0;0;0;0,03;0;;
Nord Ovest;Lombardia;SO;H752;1;1;13;0;0;0;0;0;0;;
Nord Ovest;Piemonte;TO;H753;1;0;7;0;0;0;0;0;0;;
Nord Ovest;Piemonte;CN;H755;0;0;5,24;0;0;0;0;0;0;;
Isole;Sardegna;OR;H756;0;2;4,25;0;0;0;0;0;0;;
Sud;Puglia;LE;H757;0;0;2;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CO;H760;0;0;5;0;0;0;0;0;0;;
Nord Ovest;Liguria;IM;H763;0;0;4;0;0;0;0;0;0;;
Sud;Campania;BN;H764;0;3;13;0;0;1;0;1;2;;
Sud;Calabria;CS;H765;0;0;0;0;0;0;0;0;0;;
Isole;Sardegna;CA;H766;0;0;0;0;0;0;0;0;0;;
Nord Ovest;Lombardia;CR;H767;1;0;1,78;0;0;0;0;0;0;;
Nord Est;Veneto;RO;H768;0;2;1;0;0;0;0;0;1;;
Centro;Marche;AP;H769;22;49,63;67,19;0;2;0;6;13;0;;
Nord Ovest;Piemonte;CN;H770;0;0;4;0;0;0;0;0;1;;
