AREA;Regione;prov;2014_CodFitt;NTN 2014 fino a 50 mq;NTN 2014 50 -| 85 mq;NTN 2014 85 -| 115 mq;NTN 2014 115 -| 145 mq;NTN 2014 oltre 145;NTN 2014
Nord Ovest;Piemonte;AT;G894;1;1;0;1;3;6
Nord Ovest;Piemonte;AT;H102;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;H219;0;0,5;2;2,5;8;13
Nord Ovest;Piemonte;AT;H250;0;1;1;0;4;6
Nord Ovest;Piemonte;AT;H366;0;0;0;0;3,5;3,5
Nord Ovest;Piemonte;AT;H376;1;0;0;0;1;2
Nord Ovest;Piemonte;AT;H392;0;3,67;1;1;1,84;7,51
Nord Ovest;Piemonte;AT;H451;0;0;0;1;2;3
Nord Ovest;Piemonte;AT;H466;1;0;0;1;2;4
Nord Ovest;Piemonte;AT;H468;0;1;1;3;2,9;7,9
Nord Ovest;Piemonte;AT;H811;2;10,75;14,84;11;13,83;52,42
Nord Ovest;Piemonte;AT;H899;0;0;0;0;0,5;0,5
Nord Ovest;Piemonte;AT;H987;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;I017;0;1;2;2;2,5;7,5
Nord Ovest;Piemonte;AT;I076;0;2;1;0;6,4;9,4
Nord Ovest;Piemonte;AT;I555;0;1;0;0;3;4
Nord Ovest;Piemonte;AT;I637;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;I678;0;0;0;0;1;1
Nord Ovest;Piemonte;AT;I698;0;0;0;1;2;3
Nord Ovest;Piemonte;AT;I781;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;L168;0;2;0;1;12;15
Nord Ovest;Piemonte;AT;L203;0;0;1,5;1;2;4,5
Nord Ovest;Piemonte;AT;L204;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;L531;0;1;0;0;3;4
Nord Ovest;Piemonte;AT;L574;0;3;5,22;6;8,17;22,39
Nord Ovest;Piemonte;AT;L807;0;2;2;0;6;10
Nord Ovest;Piemonte;AT;L829;0;0;0;1,5;3;4,5
Nord Ovest;Piemonte;AT;L834;0;2;1;2;3;8
Nord Ovest;Piemonte;AT;L879;0;1;0;1;3;5
Nord Ovest;Piemonte;AT;L945;0,15;4,15;5,45;2,15;4;15,9
Nord Ovest;Piemonte;AT;L984;2;7,5;12;7;11,5;40
Nord Ovest;Piemonte;AT;M019;0;0;1;1;2,75;4,75
Nord Ovest;Piemonte;AT;M058;0;0;0;0;1,34;1,34
Nord Ovest;Piemonte;AT;M302;0;1;2;0,5;8,67;12,17
Nord Ovest;Piemonte;BI;A107;0,5;0;0;1;0,5;2
Nord Ovest;Piemonte;BI;A280;1;0;4;0;4;9
Nord Ovest;Piemonte;BI;A784;0;3;0;0;1;4
Nord Ovest;Piemonte;BI;A859;12;108,83;85,35;67,74;62,14;336,06
Nord Ovest;Piemonte;BI;A876;0;3,95;0;0;1,75;5,7
Nord Ovest;Piemonte;BI;B058;0;0;0;3,25;2;5,25
Nord Ovest;Piemonte;BI;B229;0;1;1;0;2;4
Nord Ovest;Piemonte;BI;B417;0;0;0;1;1;2
Nord Ovest;Piemonte;BI;B457;0;2;0;1;3,5;6,5
Nord Ovest;Piemonte;BI;B465;0;2;0;0;3;5
Nord Ovest;Piemonte;BI;B508;3;0;1;0;1;5
Nord Ovest;Piemonte;BI;B586;0;6,78;7,5;6,5;18,17;38,95
Nord Ovest;Piemonte;BI;B708;0;1,17;0;1;1;3,17
Nord Ovest;Piemonte;BI;B933;0;1;0;0;2;3
Nord Ovest;Piemonte;BI;C155;0;0;2;0;1;3
Nord Ovest;Piemonte;BI;C363;5;13;9;3;6,17;36,17
Nord Ovest;Piemonte;BI;C526;0;0;1;0;0;1
Nord Ovest;Piemonte;BI;C532;0;0;5,5;3;2;10,5
Nord Ovest;Piemonte;BI;C819;1;0;4;1;1;7
Nord Ovest;Piemonte;BI;D094;5;11,85;31;22,17;23,17;93,19
Nord Ovest;Piemonte;BI;D165;0;1;1;1;1;4
Nord Ovest;Piemonte;BI;D182;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;D219;0;1,67;0;1;1;3,67
Nord Ovest;Piemonte;BI;D339;2;4;0;2;5;13
Nord Ovest;Piemonte;BI;D350;0;0;1;0,5;0;1,5
Nord Ovest;Piemonte;BI;D848;1;6;9;4;6;26
Nord Ovest;Piemonte;BI;E024;0;0;0;0;2;2
Nord Ovest;Piemonte;BI;E130;0;2,5;1,5;0;4,5;8,5
Nord Ovest;Piemonte;BI;E552;4;3;4;3,5;4;18,5
Nord Ovest;Piemonte;BI;E821;0;2;0;0;1;3
Nord Ovest;Piemonte;BI;F037;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F042;3;0;3;3,67;9,5;19,17
Nord Ovest;Piemonte;BI;F167;1;1;1;1;1;5
Nord Ovest;Piemonte;BI;F189;0;1;2;1,5;0;4,5
Nord Ovest;Piemonte;BI;F369;0,5;6,5;4;3,5;8,5;23
Nord Ovest;Piemonte;BI;F776;0,5;2,5;0,5;3;4;10,5
Nord Ovest;Piemonte;BI;F833;0;1;2;0,17;0;3,17
Nord Ovest;Piemonte;BI;F878;0;3;2;3,17;6;14,17
Nord Ovest;Piemonte;BI;F992;3;9,17;7;1;12,67;32,84
Nord Ovest;Piemonte;BI;F993;0;2;4;7,67;5;18,67
Nord Ovest;Piemonte;BI;G521;0;2;2;4;3,67;11,67
Nord Ovest;Piemonte;BI;G577;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;G594;2;1;2;0;2;7
Nord Ovest;Piemonte;BI;G798;1;1;2;1;6;11
Nord Ovest;Piemonte;BI;G820;0;5,5;3,5;3;6,42;18,42
Nord Ovest;Piemonte;BI;G927;0;0,25;4,5;0;0;4,75
Nord Ovest;Piemonte;BI;G974;2,2;4;5,28;5;0;16,48
Nord Ovest;Piemonte;BI;G980;1;1;1;3;4,5;10,5
Nord Ovest;Piemonte;BI;H103;0;3;2;4;3;12
Nord Ovest;Piemonte;BI;H145;0;0;0;1;3;4
Nord Ovest;Piemonte;BI;H538;0;0;1;2;2;5
Nord Ovest;Piemonte;BI;H553;0;0,5;1;3;3;7,5
Nord Ovest;Piemonte;BI;H561;0;4;0;0;0;4
Nord Ovest;Piemonte;BI;H662;1;3;6;4;1;15
Nord Ovest;Piemonte;BI;H681;2;3;0;2;2,5;9,5
Nord Ovest;Piemonte;BI;H726;0;8;1,5;4;11,5;25
Nord Ovest;Piemonte;BI;H821;0;1,17;6;6,5;3;16,67
Nord Ovest;Piemonte;BI;I074;0;0;1;0;2;3
Nord Ovest;Piemonte;BI;I596;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;I835;0;1;0;0;0;1
Nord Ovest;Piemonte;BI;I847;3;2,67;4,34;5;3,5;18,51
Nord Ovest;Piemonte;BI;I868;0;3;1,5;2;4;10,5
Nord Ovest;Piemonte;BI;I980;1;0,33;1,17;2;5;9,5
Nord Ovest;Piemonte;BI;L075;0;1;0;2;3;6
Nord Ovest;Piemonte;BI;L116;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;L193;1;5;2,5;3,33;4,5;16,33
Nord Ovest;Piemonte;BI;L239;0;0;1;1;1,5;3,5
Nord Ovest;Piemonte;BI;L436;1;4;2;4;9,5;20,5
Nord Ovest;Piemonte;BI;L556;1;1;1,17;4;2,5;9,67
Nord Ovest;Piemonte;BI;L586;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;L606;0;7;2;2;4;15
Nord Ovest;Piemonte;BI;L620;0;1;1;1;2;5
Nord Ovest;Piemonte;BI;L712;0;1;0;0,5;1,5;3
Nord Ovest;Piemonte;BI;L785;0;2;2;2;3;9
Nord Ovest;Piemonte;BI;L880;1;8,33;8,22;5,5;7;30,05
Nord Ovest;Piemonte;BI;L933;3;0;0;0;1;4
Nord Ovest;Piemonte;BI;L978;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;M098;1;2;2;1;7,5;13,5
Nord Ovest;Piemonte;BI;M179;2;1;0;2;3;8
Nord Ovest;Piemonte;BI;M196;0;3;1;1;1;6
Nord Ovest;Piemonte;BI;M201;0;0;3;0;3;6
Nord Ovest;Piemonte;BI;M304;0;4;2;5;4;15
Nord Ovest;Piemonte;BI;M373;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A016;0;4;1,5;0;1,27;6,77
Nord Ovest;Piemonte;CN;A113;0;0;0,67;0;0;0,67
Nord Ovest;Piemonte;CN;A124;19,5;93,02;67;45,5;33,12;258,14
Nord Ovest;Piemonte;CN;A139;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A238;0;0;0;0;1,2;1,2
Nord Ovest;Piemonte;CN;A394;3;4;1;0;1;9
Nord Ovest;Piemonte;CN;A396;0;0;0;1;1;2
Nord Ovest;Piemonte;CN;A555;0;0;1;0;0;1
Nord Ovest;Piemonte;CN;A571;22,02;18,25;14,92;8,83;14,14;78,16
Nord Ovest;Piemonte;CN;A589;0;2;0;1;5;8
Nord Ovest;Piemonte;CN;A629;0;0;0;0;4;4
Nord Ovest;Piemonte;CN;A660;3;13,6;8,33;6,5;21,88;53,31
Nord Ovest;Piemonte;CN;A671;0;0;1,33;0;1,33;2,66
Nord Ovest;Piemonte;CN;A709;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;A716;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A735;0;3;7;5,5;6;21,5
Nord Ovest;Piemonte;CN;A750;0;2;0,2;0,2;0;2,4
Nord Ovest;Piemonte;CN;A774;0;0;0;0;2,35;2,35
Nord Ovest;Piemonte;CN;A779;0;5;1;6,67;12,84;25,51
Nord Ovest;Piemonte;CN;A782;0;0;0;2;0;2
Nord Ovest;Piemonte;CN;A798;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A805;1;10;10;7,67;13,5;42,17
Nord Ovest;Piemonte;CN;A979;0;1;1;1;1;4
Nord Ovest;Piemonte;CN;B018;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;B033;8,22;49,8;21,75;16;28,42;124,19
Nord Ovest;Piemonte;CN;B079;0;0;0;0;0,14;0,14
Nord Ovest;Piemonte;CN;B084;0;1,17;0;1;3;5,17
Nord Ovest;Piemonte;CN;B101;4;16;13;5;15,39;53,39
Nord Ovest;Piemonte;CN;B111;6;40,56;66,67;33,75;41,83;188,81
Nord Ovest;Piemonte;CN;B167;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;B175;0;3;0;0;0;3
Nord Ovest;Piemonte;CN;B200;0;0;3;0;0;3
Nord Ovest;Piemonte;CN;B204;0;1,66;2;0,33;1;4,99
Nord Ovest;Piemonte;CN;B285;1;20,17;21,5;19,02;14,83;76,52
Nord Ovest;Piemonte;CN;B467;0;0;0;2;6;8
Nord Ovest;Piemonte;CN;B489;0;0;0;0;0,33;0,33
Nord Ovest;Piemonte;CN;B573;2;10;12;4;2,5;30,5
Nord Ovest;Piemonte;CN;B621;0;4;0;1;1;6
Nord Ovest;Piemonte;CN;B692;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;B719;2;11,33;12;5,25;4;34,58
Nord Ovest;Piemonte;CN;B720;0,11;4;1;0;2,11;7,22
Nord Ovest;Piemonte;CN;B755;0;0;0;4;1;5
Nord Ovest;Piemonte;CN;B841;2;5,17;9;7;5,67;28,84
Nord Ovest;Piemonte;CN;B845;0;0,5;0;0;0;0,5
Nord Ovest;Piemonte;CN;B894;0;1;0;1;4;6
Nord Ovest;Piemonte;CN;C046;0;4;2;3;5;14
Nord Ovest;Piemonte;CN;C081;3;0,5;1;4;2;10,5
Nord Ovest;Piemonte;CN;C140;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;C165;0;0;0,5;0,5;0,5;1,5
Nord Ovest;Piemonte;CN;C167;0;0;1;0;3;4
Nord Ovest;Piemonte;CN;C173;0;0;0;1;6;7
Nord Ovest;Piemonte;CN;C176;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C205;2;1;0,5;0;1;4,5
Nord Ovest;Piemonte;CN;C214;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C314;0;1;0;0;3;4
Nord Ovest;Piemonte;CN;C317;0;0;0;0;4;4
Nord Ovest;Piemonte;CN;C323;0;3;3;0;3;9
Nord Ovest;Piemonte;CN;C375;0;0;0;2;3;5
Nord Ovest;Piemonte;CN;C376;3;13,46;8,13;4,73;14,46;43,78
Nord Ovest;Piemonte;CN;C441;0;2;1;0;0;3
Nord Ovest;Piemonte;CN;C466;0;7;16,5;10,5;16,57;50,57
Nord Ovest;Piemonte;CN;C504;0;2;3;0;6;11
Nord Ovest;Piemonte;CN;C530;2;0;0;0;0;2
Nord Ovest;Piemonte;CN;C547;0;8;8;7,75;7,64;31,39
Nord Ovest;Piemonte;CN;C550;0;1;3;1;7;12
Nord Ovest;Piemonte;CN;C589;1;12;15,5;7,5;14,5;50,5
Nord Ovest;Piemonte;CN;C599;1;34,07;25,08;19,16;30,84;110,15
Nord Ovest;Piemonte;CN;C653;1;9,8;11,8;3;7,1;32,7
Nord Ovest;Piemonte;CN;C681;0;0;0;0,75;0;0,75
Nord Ovest;Piemonte;CN;C738;0;2;0;0;0;2
Nord Ovest;Piemonte;CN;C792;0;0;2;0;3;5
Nord Ovest;Piemonte;CN;D022;0;2;4;4;7;17
Nord Ovest;Piemonte;CN;D062;0;3;4;4;7;18
Nord Ovest;Piemonte;CN;D093;0;3;0;3;8,99;14,99
Nord Ovest;Piemonte;CN;D120;1;4;8;2,97;6,28;22,25
Nord Ovest;Piemonte;CN;D133;0;1;0,5;0;0,5;2
Nord Ovest;Piemonte;CN;D172;9,5;5;0;0;0,07;14,57
Nord Ovest;Piemonte;CN;D205;51,49;136,79;141,17;87,93;77,26;494,64
Nord Ovest;Piemonte;CN;D271;3;5;6;3,5;3;20,5
Nord Ovest;Piemonte;CN;D291;1;4;4;5;9;23
Nord Ovest;Piemonte;CN;D314;1;4;8;6,5;18;37,5
Nord Ovest;Piemonte;CN;D372;7,05;21;22;14,25;13,33;77,63
Nord Ovest;Piemonte;CN;D401;0;0;2;1;2;5
Nord Ovest;Piemonte;CN;D410;5;3,67;2;3;1;14,67
Nord Ovest;Piemonte;CN;D412;0;0,5;3;2;2;7,5
Nord Ovest;Piemonte;CN;D499;1;2;0;1;4;8
Nord Ovest;Piemonte;CN;D511;0;0;0;0,5;3;3,5
Nord Ovest;Piemonte;CN;D523;1;1;2;0;3;7
Nord Ovest;Piemonte;CN;D742;3,99;30,5;45;30;27,83;137,32
Nord Ovest;Piemonte;CN;D751;6,5;14,94;2,25;2;2;27,69
Nord Ovest;Piemonte;CN;D752;70,28;32,08;5;5;6,25;118,61
Nord Ovest;Piemonte;CN;D782;1;3;0;1;0;5
Nord Ovest;Piemonte;CN;D856;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;D894;0;1;1;1;1;4
Nord Ovest;Piemonte;CN;D920;6;6;8;0,5;4,22;24,72
Nord Ovest;Piemonte;CN;D967;1;4;5;0,25;3;13,25
Nord Ovest;Piemonte;CN;E111;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;E115;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;E118;0;4;1;1;5;11
Nord Ovest;Piemonte;CN;E182;1;5;4;1;5,5;16,5
Nord Ovest;Piemonte;CN;E251;2;3;9;5;8,5;27,5
Nord Ovest;Piemonte;CN;E282;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;E327;2;3,75;0;0;1,25;7
Nord Ovest;Piemonte;CN;E406;0;2;5;0;3,34;10,34
Nord Ovest;Piemonte;CN;E430;0;6;2;2;13;23
Nord Ovest;Piemonte;CN;E539;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;E540;2;1;0;0;1;4
Nord Ovest;Piemonte;CN;E546;1;1;0;3;2;7
Nord Ovest;Piemonte;CN;E564;0;0;0;0;3;3
Nord Ovest;Piemonte;CN;E597;44,88;70,53;12,5;0,06;5,5;133,47
Nord Ovest;Piemonte;CN;E615;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;E789;1;1;2;0;0;4
Nord Ovest;Piemonte;CN;E808;0;3;2;1;5,5;11,5
Nord Ovest;Piemonte;CN;E809;2;6,5;12;2;5,33;27,83
Nord Ovest;Piemonte;CN;E887;0;3;3;0;5;11
Nord Ovest;Piemonte;CN;E894;1;5;11,92;10;11,5;39,42
Nord Ovest;Piemonte;CN;E939;2;4;8;3;6,22;23,22
Nord Ovest;Piemonte;CN;E945;0;1;2;1;1;5
Nord Ovest;Piemonte;CN;E963;3;1;1;1,5;0;6,5
Nord Ovest;Piemonte;CN;E973;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;E988;0,5;1;1;1;0,5;4
Nord Ovest;Piemonte;CN;F114;1;1;0;2;2;6
Nord Ovest;Piemonte;CN;F279;0;0;1;1;0;2
Nord Ovest;Piemonte;CN;F309;0;2;0,5;2;4,5;9
Nord Ovest;Piemonte;CN;F312;0;1;1;0;1,5;3,5
Nord Ovest;Piemonte;CN;F326;1;2;3;0;3;9
Nord Ovest;Piemonte;CN;F329;2;0;0;0;0;2
Nord Ovest;Piemonte;CN;F330;0;0;2;1;4,61;7,61
Nord Ovest;Piemonte;CN;F338;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F351;14,67;51,02;53,29;39,83;38,05;196,86
Nord Ovest;Piemonte;CN;F355;0;0;1;0;2;3
Nord Ovest;Piemonte;CN;F358;0;5;3;3;10;21
Nord Ovest;Piemonte;CN;F385;1;9;7;6;5,83;28,83
Nord Ovest;Piemonte;CN;F405;6,5;4;2;4;2;18,5
Nord Ovest;Piemonte;CN;F408;0;1;2;3;0;6
Nord Ovest;Piemonte;CN;F424;0;0,75;0;1,75;2,75;5,25
Nord Ovest;Piemonte;CN;F550;0;1;0;0;4;5
Nord Ovest;Piemonte;CN;F558;1;2;1;0;2;6
Nord Ovest;Piemonte;CN;F608;3,72;9;5;1;0;18,72
Nord Ovest;Piemonte;CN;F654;0;0;3;0;2;5
Nord Ovest;Piemonte;CN;F666;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F669;0;2;3;3;3;11
Nord Ovest;Piemonte;CN;F723;0;7;9,5;0,25;16;32,75
Nord Ovest;Piemonte;CN;F743;1;1;5;2;2;11
Nord Ovest;Piemonte;CN;F809;1;3;2;2;4;12
Nord Ovest;Piemonte;CN;F811;0;2,5;2;1;0;5,5
Nord Ovest;Piemonte;CN;F846;3;5;10;4;8;30
Nord Ovest;Piemonte;CN;F863;1;5;1;4;5,95;16,95
Nord Ovest;Piemonte;CN;F883;0;1;1;0;1;3
Nord Ovest;Piemonte;CN;F894;0;1;0;0;2;3
Nord Ovest;Piemonte;CN;F895;1;3;1,5;0,5;4;10
Nord Ovest;Piemonte;CN;F961;1;1;0;3;4,5;9,5
Nord Ovest;Piemonte;CN;F972;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G066;2,67;0;1,67;0,67;0;5,01
Nord Ovest;Piemonte;CN;G114;5;19;7,67;5;3;39,67
Nord Ovest;Piemonte;CN;G183;1;3,96;2,5;0;2;9,46
Nord Ovest;Piemonte;CN;G228;13;18;9,3;2,67;2;44,97
Nord Ovest;Piemonte;CN;G240;0;1,66;1;1;0,56;4,22
Nord Ovest;Piemonte;CN;G302;2,5;1;2;0;0;5,5
Nord Ovest;Piemonte;CN;G339;0;0;0;2;1,47;3,47
Nord Ovest;Piemonte;CN;G457;0;2;2;0;1,17;5,17
Nord Ovest;Piemonte;CN;G458;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G526;1;13;6;6,78;6,83;33,61
Nord Ovest;Piemonte;CN;G532;0;0;0;0;2;2
Nord Ovest;Piemonte;CN;G561;0;0;3;1,5;2,75;7,25
Nord Ovest;Piemonte;CN;G575;0;2;7,5;4;1;14,5
Nord Ovest;Piemonte;CN;G625;0;1;1;0;1;3
Nord Ovest;Piemonte;CN;G683;0;2;4;2;4,5;12,5
Nord Ovest;Piemonte;CN;G697;0;0;3;2;2;7
Nord Ovest;Piemonte;CN;G742;0;0;8;0;4,5;12,5
Nord Ovest;Piemonte;CN;G800;0;1;1,5;1;0;3,5
Nord Ovest;Piemonte;CN;G837;1;5;2;0;0;8
Nord Ovest;Piemonte;CN;G970;0;3;2;0;1,5;6,5
Nord Ovest;Piemonte;CN;H011;0;0;1;0;2;3
Nord Ovest;Piemonte;CN;H059;0;0;0;2;1,5;3,5
Nord Ovest;Piemonte;CN;H068;0;0;3;3;3;9
Nord Ovest;Piemonte;CN;H069;0;0;0;2;1;3
Nord Ovest;Piemonte;CN;H085;0,96;1;4;2;1;8,96
Nord Ovest;Piemonte;CN;H150;3;17,5;18,68;11,16;7,5;57,84
Nord Ovest;Piemonte;CN;H247;0;3;0,5;2,83;5,33;11,66
Nord Ovest;Piemonte;CN;H285;0;2;5;0,25;1;8,25
Nord Ovest;Piemonte;CN;H326;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;H362;2;4,5;3;0;0,58;10,08
Nord Ovest;Piemonte;CN;H363;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;H377;3;3;4;6,33;3;19,33
Nord Ovest;Piemonte;CN;H378;14,75;14,5;2,5;1;1;33,75
Nord Ovest;Piemonte;CN;H385;2;3,5;8;3;2,42;18,92
Nord Ovest;Piemonte;CN;H391;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;H395;1;1;2;2;2;8
Nord Ovest;Piemonte;CN;H407;2,5;7;2,5;2;4;18
Nord Ovest;Piemonte;CN;H447;0;1;1;0;0;2
Nord Ovest;Piemonte;CN;H453;2;3;2,5;1;4;12,5
Nord Ovest;Piemonte;CN;H462;0;0;1;1;0,77;2,77
Nord Ovest;Piemonte;CN;H472;0;2;2;1;8;13
Nord Ovest;Piemonte;CN;H473;0;1;0;1;0;2
Nord Ovest;Piemonte;CN;H474;0;0;0;0;2,5;2,5
Nord Ovest;Piemonte;CN;H578;0;2;1;2,5;1;6,5
Nord Ovest;Piemonte;CN;H633;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;H695;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;H704;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;H710;0;2;3;3;4;12
Nord Ovest;Piemonte;CN;H716;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;H727;9,04;41,46;55,42;24,67;24,5;155,09
Nord Ovest;Piemonte;CN;H746;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;H755;11,5;13,36;3,5;2,5;3;33,86
Nord Ovest;Piemonte;CN;H770;0;0;0;0;1,5;1,5
Nord Ovest;Piemonte;CN;H812;2;4;3;3;1;13
Nord Ovest;Piemonte;CN;H851;0;4;2;2;2;10
Nord Ovest;Piemonte;CN;H852;3;3,75;3,92;1;5;16,67
Nord Ovest;Piemonte;CN;I037;0;11;0;3;5;19
Nord Ovest;Piemonte;CN;I210;0;3;6;4;4;17
Nord Ovest;Piemonte;CN;I316;1;5;1;2;4;13
Nord Ovest;Piemonte;CN;I367;1;3,75;6,5;3;9,17;23,42
Nord Ovest;Piemonte;CN;I372;0;1;3,5;1;4;9,5
Nord Ovest;Piemonte;CN;I470;8;65;66,17;29,33;36,6;205,1
Nord Ovest;Piemonte;CN;I484;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;I512;1;1;0;0;2;4
Nord Ovest;Piemonte;CN;I646;0;0;3;2;1;6
Nord Ovest;Piemonte;CN;I659;0;1;0;0;3;4
Nord Ovest;Piemonte;CN;I750;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;I817;0;0;0,33;0;4;4,33
Nord Ovest;Piemonte;CN;I822;1;7;7,5;1;14;30,5
Nord Ovest;Piemonte;CN;I823;0;3;3;1;8,5;15,5
Nord Ovest;Piemonte;CN;I985;0;0;0;2;1;3
Nord Ovest;Piemonte;CN;L048;0;2;3;2;6,22;13,22
Nord Ovest;Piemonte;CN;L241;2;3;1;0;0;6
Nord Ovest;Piemonte;CN;L252;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;L278;0;0;1;1;0,5;2,5
Nord Ovest;Piemonte;CN;L281;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;L367;0;1;0;0;3;4
Nord Ovest;Piemonte;CN;L410;0;0;1;0;3;4
Nord Ovest;Piemonte;CN;L427;1;3;5;3;5;17
Nord Ovest;Piemonte;CN;L558;5;3;0,25;2;1;11,25
Nord Ovest;Piemonte;CN;L580;0;0;1;1;1;3
Nord Ovest;Piemonte;CN;L631;1;1;0;0;2,5;4,5
Nord Ovest;Piemonte;CN;L636;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;L729;0;1;0,5;2;2;5,5
Nord Ovest;Piemonte;CN;L758;1;0;1;0;3,25;5,25
Nord Ovest;Piemonte;CN;L771;5;5,5;2,5;2;0,5;15,5
Nord Ovest;Piemonte;CN;L804;1;11,33;16,2;3,33;10;41,86
Nord Ovest;Piemonte;CN;L817;0;8;2;3;4,5;17,5
Nord Ovest;Piemonte;CN;L841;0;4;8;1;9;22
Nord Ovest;Piemonte;CN;L888;1;2,33;4,5;0,5;9;17,33
Nord Ovest;Piemonte;CN;L942;0;2;5;3;6,5;16,5
Nord Ovest;Piemonte;CN;L974;0,67;6;4;11,67;13,92;36,26
Nord Ovest;Piemonte;CN;L990;0;0;0;1;2,67;3,67
Nord Ovest;Piemonte;CN;M015;0;1;2;1,5;4,5;9
Nord Ovest;Piemonte;CN;M055;0,67;2,67;1;4,01;3,92;12,27
Nord Ovest;Piemonte;CN;M063;13,5;5,01;2;1;1;22,51
Nord Ovest;Piemonte;CN;M136;1;1;0;1;2;5
Nord Ovest;Piemonte;NO;A088;1;2;1;5;5,43;14,43
Nord Ovest;Piemonte;NO;A264;3;1;0,5;0;4,17;8,67
Nord Ovest;Piemonte;NO;A414;0;0,5;1,61;4,66;2;8,77
Nord Ovest;Piemonte;NO;A429;8;47,5;39,84;17;9,9;122,24
Nord Ovest;Piemonte;NO;A653;0;0;0,5;0;0;0,5
Nord Ovest;Piemonte;NO;A752;1;7,5;22,9;6,5;16,26;54,16
Nord Ovest;Piemonte;NO;A844;3;0;6;0;4;13
Nord Ovest;Piemonte;NO;A911;0;0;0,5;6;2;8,5
Nord Ovest;Piemonte;NO;A929;0;1;2;0;4;7
Nord Ovest;Piemonte;NO;A953;0;0;2;1,5;0;3,5
Nord Ovest;Piemonte;NO;B016;0;0;3;2;4;9
Nord Ovest;Piemonte;NO;B019;14,5;29;39;22,33;15,53;120,36
Nord Ovest;Piemonte;NO;B043;0;5;7;3;4;19
Nord Ovest;Piemonte;NO;B176;3;3;5;1;2;14
Nord Ovest;Piemonte;NO;B183;0;0;4;1;0;5
Nord Ovest;Piemonte;NO;B431;0;3;10,17;2,83;1,5;17,5
Nord Ovest;Piemonte;NO;B473;1;16,5;31,78;15,5;13,25;78,03
Nord Ovest;Piemonte;NO;B823;0;0;0;2,5;2;4,5
Nord Ovest;Piemonte;NO;B864;0;3;1;0;4;8
Nord Ovest;Piemonte;NO;B883;0;0;0;4;1;5
Nord Ovest;Piemonte;NO;B897;0;1;0;2;3;6
Nord Ovest;Piemonte;NO;B920;0;1;1;1;3;6
Nord Ovest;Piemonte;NO;C149;0;1;0;0;2;3
Nord Ovest;Piemonte;NO;C166;13;18,5;16,55;11,11;8,7;67,86
Nord Ovest;Piemonte;NO;C364;0;0;0;2;0;2
Nord Ovest;Piemonte;NO;C365;3;1;1;1,33;4;10,33
Nord Ovest;Piemonte;NO;C378;0;0;0;1;0;1
Nord Ovest;Piemonte;NO;C483;1;11,03;13,5;8,5;10;44,03
Nord Ovest;Piemonte;NO;C829;3;0;1;0;2;6
Nord Ovest;Piemonte;NO;C926;0;0;0;2;1;3
Nord Ovest;Piemonte;NO;D162;0;0;2;1;3;6
