AREA;Regione;prov;2014_CodFitt;NTN_2014_Uffici;NTN_2014_Negozi_Lab;NTN_2014_Depositi_Comm;NTN_2014_TCO_B04;NTN_2014_TCO_D02;NTN_2014_TCO_D05;NTN_2014_TCO_D08;NTN_2014_PRO;NTN_2014_AGR
Nord Ovest;Lombardia;MN;L020;2;7;3,22;0;0;0;1;6;0
Nord Ovest;Lombardia;MN;L826;2;5;9,33;0;0;0;4;1,15;0,17
Nord Ovest;Lombardia;MN;M044;0;0;5;0;0;0;1;0;0
Nord Ovest;Lombardia;MN;M125;1;1,5;4;0;0;0;2;0;2
Nord Ovest;Lombardia;MN;M340;1;1;8;0;0;0;1;1;0
Nord Ovest;Lombardia;PV;A118;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A134;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A171;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A175;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A387;0;0;0,38;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A538;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A550;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A634;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A690;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A712;0;0;1;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;A718;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A741;1;0;1,56;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;A792;0;1;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;A989;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B014;0;0;0;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;B028;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;B030;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B038;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B051;0;1;2,13;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B082;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B117;0;0;1,28;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B142;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B159;0;2;4,44;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B201;3;4;5,33;0;0;0;1;3;0
Nord Ovest;Lombardia;PV;B387;0;0,33;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B447;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B567;0;0;0;0;0;0;0;4;0
Nord Ovest;Lombardia;PV;B587;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B599;0;0;1,01;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;B613;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B741;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;B824;1;0;4;0;0;0;0;4;0
Nord Ovest;Lombardia;PV;B929;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;B945;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;B954;1;0;1;0;0;0;3;2;3
Nord Ovest;Lombardia;PV;B988;0;2;1,17;0;0;0;2;6,02;0
Nord Ovest;Lombardia;PV;C038;0;0;5;0;0;1;0;1;0
Nord Ovest;Lombardia;PV;C050;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C053;0;3;4;0;0;0;0;0;2
Nord Ovest;Lombardia;PV;C157;0;0;0;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;C184;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C213;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C360;0;0;3;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;C414;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C484;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C508;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C509;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C541;0;1;4,5;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;C551;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C637;0;0;0;0;0;0;1;12;0
Nord Ovest;Lombardia;PV;C684;0;0;2,25;0;0;0;0;0;1,25
Nord Ovest;Lombardia;PV;C686;0;2;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;C813;0;0;4;0;0;0;0;3;1
Nord Ovest;Lombardia;PV;C958;0;1;1;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;C979;0;0;1;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;C982;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D067;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D081;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D109;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D127;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D348;0;1;2;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;D552;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D594;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D732;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D771;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D873;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;D892;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D901;0;0;7;0;0;0;1;1;1
Nord Ovest;Lombardia;PV;D925;0;2;4;0;0;0;0;4;0
Nord Ovest;Lombardia;PV;D973;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;D980;0;2;1;0;0;0;0;0,22;0
Nord Ovest;Lombardia;PV;E062;0;1;3;0;0;0;0;1;0,33
Nord Ovest;Lombardia;PV;E072;0;1;5,24;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E081;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E152;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E195;1;0;0;0;0;0;0;0,02;0
Nord Ovest;Lombardia;PV;E265;1;3;1;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;E310;0;0;4,28;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E437;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E439;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E454;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E600;0;2;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;E608;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E662;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E804;0;2;0;0;0;0;0;0,07;0
Nord Ovest;Lombardia;PV;E934;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;E999;0;0;0,67;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F080;0;1;6;0;0;0;0;2;0,67
Nord Ovest;Lombardia;PV;F122;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F170;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;F171;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F175;0;0;2;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;F238;0;0;5,48;0;0;0;0;0;0,6
Nord Ovest;Lombardia;PV;F417;0;0;6;0;0;0;0;0;11
Nord Ovest;Lombardia;PV;F440;1;0;4;0;0;0;0;1;2
Nord Ovest;Lombardia;PV;F449;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F638;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F644;0;0;4,45;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F670;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F701;0;0;8;0;0;0;0;0;2
Nord Ovest;Lombardia;PV;F739;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F754;2;6;6,33;1;0;0;0;1;0
Nord Ovest;Lombardia;PV;F891;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G021;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G032;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G194;0;0;1;0;0;0;0;1;1
Nord Ovest;Lombardia;PV;G275;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;G304;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G342;0;2;1;0;0;0;0;3;0
Nord Ovest;Lombardia;PV;G388;14,8;24;34,96;0;0;1;3;3,05;0
Nord Ovest;Lombardia;PV;G612;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G635;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G639;0;0,25;0,5;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;G650;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G671;0;0;0;0;0;0;0;0;1
Nord Ovest;Lombardia;PV;G720;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G851;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;G895;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H204;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H216;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H246;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;H336;1;0,13;4,63;0;0;0;2;2;1
Nord Ovest;Lombardia;PV;H369;0;2;2;0;0;0;1;3;0,3
Nord Ovest;Lombardia;PV;H375;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H396;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H450;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H491;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H505;0;1;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H527;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H559;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H614;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H637;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H799;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H814;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;H859;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;H885;0;0;2;0;0;0;0;0;1
Nord Ovest;Lombardia;PV;I014;1;7;1,83;0;0;0;6;4;0
Nord Ovest;Lombardia;PV;I048;0;1;3,02;0;0;0;0;0;1
Nord Ovest;Lombardia;PV;I175;0;1,88;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;I203;0;0;2;0;0;0;1;1;0
Nord Ovest;Lombardia;PV;I213;1;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I230;0;0;2,25;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;I236;0;0;1,5;0;0;0;0;1,06;1
Nord Ovest;Lombardia;PV;I237;0;0;0;0;0;0;0;1;1
Nord Ovest;Lombardia;PV;I276;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I416;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I447;0;0;2;0;0;0;0;0,5;1
Nord Ovest;Lombardia;PV;I487;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I599;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I739;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;I825;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I894;0;1;1;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;I968;1;2;14;0;0;0;2;1,6;0
Nord Ovest;Lombardia;PV;L237;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L250;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L256;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L262;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;L269;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;L285;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;L292;0;1;2;0;0;0;1,5;0;0
Nord Ovest;Lombardia;PV;L440;0;0;1;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;L449;0;1,5;1,5;0;0;0;0;3;0
Nord Ovest;Lombardia;PV;L453;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L562;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L568;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L593;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L617;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L659;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L690;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L716;0;0;0;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;L720;0;0;2;0;0;0;2;2;1
Nord Ovest;Lombardia;PV;L784;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L788;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L854;0;2;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L872;16,05;28,33;27,93;1;0;0;4,5;22,25;0,17
Nord Ovest;Lombardia;PV;L917;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L983;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;L994;1;1;2;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;M079;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;M109;13,66;15,18;26,55;0;0;0;8;4,03;1,5
Nord Ovest;Lombardia;PV;M119;0;1;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;M150;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;M152;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;M161;0;0;2;0;0;0;1;0;0,71
Nord Ovest;Lombardia;PV;M162;0;0;2;0;0;0;0;0;1
Nord Ovest;Lombardia;PV;M166;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;M167;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;M180;0;0;4;0;0;0;1;0;0
Nord Ovest;Lombardia;PV;M338;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A135;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A172;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A273;0;0;1;0;0;0;0;5;0
Nord Ovest;Lombardia;SO;A337;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A382;0;1;8;0;0;0;0;3;0
Nord Ovest;Lombardia;SO;A777;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A787;0;1;6;0;0;0;1;4;0
Nord Ovest;Lombardia;SO;A848;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;B049;3;2;6,89;0;1;0;0;0;0
Nord Ovest;Lombardia;SO;B255;0;0;5;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;B366;0;0;2,67;0;0;0;0;3;0
Nord Ovest;Lombardia;SO;B530;0;0;2,89;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;B993;0;0;0,36;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C186;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C325;0;0;2,28;0;0;0;2;0;0
Nord Ovest;Lombardia;SO;C418;0;0;0;0;0;0;0;2;0
Nord Ovest;Lombardia;SO;C493;0;1;2,66;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C623;1;2;8;0;0;0;0;0,02;0
Nord Ovest;Lombardia;SO;C628;2;2;7,84;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;C651;0;0,66;3;0;0;0;1;0;0
Nord Ovest;Lombardia;SO;C709;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C785;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C903;0;1;8,99;0;0;0;0;0,5;0
Nord Ovest;Lombardia;SO;D088;0;0;8,96;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;D258;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;D266;1;1;1;0;0;0;1;3;0
Nord Ovest;Lombardia;SO;D377;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;D456;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;D694;0;0;7;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;D830;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;D990;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;E090;0;0;8,08;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;E200;0;1,75;10,77;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;E201;0;3;9;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;E342;1;2;1;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;E443;0;1;4,5;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;E621;1;1,34;10,76;0;0,25;0;1;0;0
Nord Ovest;Lombardia;SO;E705;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;E896;0;0;1,66;0;0;0;4;2;0
Nord Ovest;Lombardia;SO;F070;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;F115;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;F121;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;F153;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;F393;0;0;2,27;0;0;0;1;0;0
Nord Ovest;Lombardia;SO;F712;9;9;12,19;0;0;1;1;1;0
Nord Ovest;Lombardia;SO;F956;0;0;1,14;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;G410;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;G431;0;0;2,63;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;G572;0;1;1;0;0;0;1;1;0
Nord Ovest;Lombardia;SO;G576;0;0;8,64;0;0;0;0;2;0
Nord Ovest;Lombardia;SO;G718;0;0;1,42;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;G829;0;0,03;7,12;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;G937;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;G993;0;2;10,5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;H192;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;H493;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;H752;0;1;4,89;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;H868;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;I636;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;I828;1;1;10,13;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;I829;25;7;18,27;0;0;1;2;13;0
Nord Ovest;Lombardia;SO;I928;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L035;2;0;6,91;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L056;0;0;3,6;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L084;0;1;12,12;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;L175;2,44;4,5;6,5;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;L244;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;L316;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L330;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L392;0;2;3;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L557;0;0;9,91;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L563;3;5,17;4,67;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;L576;0;0;2,19;0;0;0;1;0;0
Nord Ovest;Lombardia;SO;L638;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L749;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L799;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L907;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;L908;0;0;9,5;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A085;0;0;0,33;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A167;0;0;1;0;0;0;0;3,56;0
Nord Ovest;Lombardia;VA;A290;1;2;11;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;A371;1;2;5,22;0;0;0;3;11;3
Nord Ovest;Lombardia;VA;A441;0;0;2;0;0;0;0;3,07;0
Nord Ovest;Lombardia;VA;A531;1;0;1;0;0;0;1;1;0
Nord Ovest;Lombardia;VA;A532;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;A619;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A645;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A705;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A728;0;0;1,92;0;0;0;0;3;0
Nord Ovest;Lombardia;VA;A819;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A825;1;0;2;0;0;0;0;0,1;0
Nord Ovest;Lombardia;VA;A826;0;1;6,06;0;0;0;0;7,08;0
Nord Ovest;Lombardia;VA;A845;0;1;0;0;0;0;0;1,04;0
Nord Ovest;Lombardia;VA;A891;1;2;3;0;0;0;1;1;0
Nord Ovest;Lombardia;VA;A918;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B126;0;2;2;0;0;0;1;1,69;0
Nord Ovest;Lombardia;VA;B131;0;0;0,33;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B150;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B166;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B182;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B191;0;0;1,67;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B219;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B228;0;0;1,5;0;0;0;0;0,06;0
Nord Ovest;Lombardia;VA;B258;0;1;1,66;0;0;0;0;1,04;0
Nord Ovest;Lombardia;VA;B300;20;27,68;16,18;0;0;1;9;18,7;0
Nord Ovest;Lombardia;VA;B312;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B326;0;0;3,88;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B347;0;1;3;0;0;0;0;3;0
Nord Ovest;Lombardia;VA;B368;0,5;0,5;1;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;B634;0;0;4,08;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;B732;0;0;0;0;0;0;2;1;0
Nord Ovest;Lombardia;VA;B754;4;2;7,5;0;0;0;1;7,04;0
Nord Ovest;Lombardia;VA;B796;1;4;3,9;0;0;0;2;8;0
Nord Ovest;Lombardia;VA;B805;1,5;10,62;8;0;0;0;1;10;0
Nord Ovest;Lombardia;VA;B807;0;0;2,56;0;0;0;1;7;0
Nord Ovest;Lombardia;VA;B875;0;0,17;3;0;0;0;0;3;0
Nord Ovest;Lombardia;VA;B921;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B949;0;0;1,25;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;B987;0;0;0,03;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;B999;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C004;0;4,5;5,16;0;0;0;1;4,09;0
Nord Ovest;Lombardia;VA;C139;3;3;1,33;0;0;0;0;2,01;0
Nord Ovest;Lombardia;VA;C181;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;C273;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C300;1;3;6;0;0;0;0;2;0
Nord Ovest;Lombardia;VA;C343;0;1;1;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;C382;0;1;1;0;0;0;0;3;0
Nord Ovest;Lombardia;VA;C409;0;0;1,08;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C732;0;1,67;5,58;0;0;0;0;2,07;0
Nord Ovest;Lombardia;VA;C751;0;0;4;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;C796;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C810;0;3;2,33;0;0;0;0;4;0
Nord Ovest;Lombardia;VA;C911;0;0;0,25;0;0;0;0;0,01;0
Nord Ovest;Lombardia;VA;C922;2;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D144;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D185;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;D192;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D199;0;0;0,66;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D204;1;4;7,34;0;0;0;1;2;0
Nord Ovest;Lombardia;VA;D217;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D238;1;1;3;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;D239;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D256;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;D384;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D385;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D467;0;3,66;3,67;0;0;0;0;7;0
Nord Ovest;Lombardia;VA;D543;5;1;11,33;0;0;0;0;0,5;0
Nord Ovest;Lombardia;VA;D551;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D869;33;25,5;23,59;0;0;1;11;17,48;0
Nord Ovest;Lombardia;VA;D871;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D946;1;3;2,79;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;D951;1;1;4;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;D963;0;2;0;0;0;0;2;2,21;0
Nord Ovest;Lombardia;VA;D981;1;2;8,55;0;0;0;0;5;0
Nord Ovest;Lombardia;VA;D987;1;0;2;0;0;0;1;0;0
Nord Ovest;Lombardia;VA;E079;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;VA;E101;1;2;0;0;0;0;0;2;0
Nord Ovest;Lombardia;VA;E102;0;2;3,5;0;0;0;0;3;0
Nord Ovest;Lombardia;VA;E104;0;0;0;0;0;0;0;3;0
Nord Ovest;Lombardia;VA;E144;0;0;1;0;0;0;0;2;0
Nord Ovest;Lombardia;VA;E292;0;0;0;0;0;0;0;1;0
