Area;Regione;Provincia;2024_CodCom;NTN 2024 fino a 50 mq;NTN 2024 50 -| 85 mq;NTN 2024 85 -| 115 mq;NTN 2024 115 -| 145 mq;NTN 2024 oltre 145 mq;NTN_2024
Nord Ovest;Piemonte;VB;A497;1;2,8;0;0;0,67;4,47
Nord Ovest;Liguria;IM;A499;0;0;0;0;0;0
Nord Est;Veneto;BL;A501;12;36,52;17;9,75;7,83;83,1
Centro;Lazio;FR;A502;0;4;1;7;4;16
Isole;Sardegna;NU;A503;0;0;0;0;1;1
Nord Ovest;Liguria;GE;A506;0;13,5;7,5;4,5;2,39;27,89
Sud;Campania;AV;A508;1;6;7;4,5;22,89;41,39
Sud;Campania;AV;A509;13,45;72,18;114,77;123,66;129,27;453,33
Nord Ovest;Lombardia;BG;A511;4;3;0;1;2;10
Sud;Campania;CE;A512;46;47,96;82,86;113,1;77,32;367,24
Sud;Puglia;TA;A514;1;10,67;7,05;6;14;38,72
Sud;Abruzzo;AQ;A515;51;171,33;117,19;84,2;61,57;485,29
Nord Est;Friuli- Venezia Giulia;PN;A516;34;41,75;25;19,5;49,97;170,22
Nord Ovest;Lombardia;BG;A517;7;22,5;9,5;4,97;3,91;47,88
Nord Ovest;Piemonte;TO;A518;10;41,58;57,67;27;48,27;184,52
Sud;Basilicata;PZ;A519;3;6,82;12,3;8,5;6;36,62
Nord Ovest;Valle d'Aosta;AO;A521;1;0;2;0;0;3
Isole;Sicilia;SR;A522;48,83;84,02;83,33;58,71;69,28;344,17
Nord Ovest;Piemonte;AL;A523;0;1;1;0;4;6
Nord Ovest;Piemonte;TO;A525;0;1;2,14;0;7;10,14
Nord Ovest;Lombardia;CR;A526;1;0;2;2,83;4,83;10,66
Nord Ovest;Piemonte;AT;A527;0;0;0;1;5;6
Nord Ovest;Lombardia;BG;A528;8;20;28,75;21;12,33;90,08
Nord Ovest;Lombardia;BS;A529;2;15,5;12,5;8;6;44
Nord Est;Friuli- Venezia Giulia;PN;A530;2;39;53;17,17;60,42;171,59
Nord Ovest;Lombardia;VA;A531;3;15,5;14,78;12,33;7;52,61
Nord Ovest;Lombardia;VA;A532;0;3;1;0;1;5
Nord Ovest;Lombardia;BG;A533;2;1;3;1,44;0;7,44
Nord Ovest;Piemonte;VB;A534;2,67;5,17;6;4,5;5,5;23,84
Sud;Campania;NA;A535;19,39;33,12;37,63;15,79;11;116,93
Nord Ovest;Liguria;IM;A536;13;15;10,5;5;3;46,5
Nord Ovest;Lombardia;PV;A538;0;0;1;1,5;1;3,5
Nord Est;Veneto;RO;A539;6;32;35,33;31,5;51;155,83
Nord Est;Veneto;VR;A540;3;3;10,5;9;12,9;38,4
Centro;Toscana;AR;A541;0;1;2;3;5;11
Sud;Calabria;CZ;A542;7;12,5;7,34;10,5;5;42,34
Sud;Calabria;RC;A544;2;1;2;1;0;6
Isole;Sicilia;PA;A546;44,7;93,01;122,69;120,19;76,25;456,84
Nord Est;Emilia-Romagna;RA;A547;2;46,66;49,99;31,8;68,63;199,08
Nord Ovest;Lombardia;PV;A550;0;0;4;1,8;7,17;12,97
Nord Est;Emilia-Romagna;RA;A551;1;6,5;6,25;3;5,67;22,42
Sud;Calabria;RC;A552;5;11,5;23,75;5,5;10,5;56,25
Nord Est;Friuli- Venezia Giulia;UD;A553;1;3;6;3;16,33;29,33
Nord Ovest;Piemonte;CN;A555;0;5;3;3,5;0;11,5
Nord Ovest;Lombardia;BG;A557;5;14,5;24,22;10,5;9,67;63,89
Centro;Toscana;LU;A560;2;16,43;16,33;29,67;47,83;112,26
Centro;Toscana;PT;A561;34,1;104,2;86,46;48,9;70,22;343,88
Centro;Toscana;PI;A562;13,08;57,83;73,35;72,22;101,89;318,37
Centro;Toscana;FI;A564;8,58;76,37;73,18;51,84;56,14;266,11
Nord Est;Emilia-Romagna;FO;A565;4,7;17;17,5;12,5;11;62,7
Sud;Campania;AV;A566;4,03;12,03;9,67;1;9,45;36,18
Sud;Molise;IS;A567;5;8;1;3;5;22
Nord Est;Veneto;PD;A568;0,17;4;5,5;4,5;14,83;29
Nord Ovest;Lombardia;BS;A569;4;37,52;26,57;33,5;37,91;139,5
Nord Ovest;Lombardia;CR;A570;4;23;18,33;11,55;20,78;77,66
Nord Ovest;Piemonte;CN;A571;29;31,02;22,08;17,33;16,33;115,76
Sud;Puglia;LE;A572;2;4;0;2;1,75;9,75
Nord Est;Emilia-Romagna;RE;A573;1;21;34,89;13,5;29;99,39
Nord Est;Veneto;RO;A574;0;1;3;3;5;12
Nord Ovest;Lombardia;MN;A575;0;32,5;18;5;28,17;83,67
Centro;Toscana;MS;A576;9;11,13;11,13;2;12,25;45,51
Centro;Lazio;VT;A577;1,12;7,25;13,25;9,67;3,5;34,79
Nord Ovest;Lombardia;BS;A578;0,5;15,3;9;9,67;5,83;40,3
Sud;Campania;CE;A579;2;2;4,33;2;2,25;12,58
Sud;Campania;AV;A580;0;1;6;7,16;12,61;26,77
Nord Ovest;Liguria;IM;A581;5;10;2;0;1;18
Nord Ovest;Piemonte;TO;A584;0;1;1;0;3;5
Nord Est;Emilia-Romagna;RE;A586;0;6;7;12;11;36
Nord Ovest;Piemonte;TO;A587;5;5;5;3;14;32
Nord Ovest;Piemonte;AT;A588;0;2;0;0;4;6
Nord Ovest;Piemonte;CN;A589;0;2;3;1;6;12
Nord Ovest;Piemonte;TO;A590;0;1;0;1;2,5;4,5
Nord Ovest;Piemonte;TO;A591;2;2;5;6;38,19;53,19
Isole;Sicilia;PA;A592;7;39,82;42,39;18;22,83;130,04
Nord Ovest;Liguria;SV;A593;1;2;0;2;2;7
Nord Ovest;Lombardia;LC;A594;12;34;14,5;7,5;7;75
Isole;Sardegna;CA;A597;2;1;2;1;3;9
Nord Ovest;Piemonte;TO;A599;4;2,44;0;0;0;6,44
Nord Ovest;Piemonte;VC;A600;0;1;0;1;2;4
Nord Ovest;Piemonte;VC;A601;0;2;0;0;0;2
Sud;Abruzzo;AQ;A603;0;2;3;1;2;8
Sud;Basilicata;PZ;A604;0;6;1,16;1;1;9,16
Nord Ovest;Piemonte;AL;A605;0;5;2,5;2;10;19,5
Isole;Sardegna;SS;A606;0;1;3;0;1,75;5,75
Nord Ovest;Piemonte;TO;A607;4;32;12;7;4;59
Isole;Sardegna;OR;A609;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A610;1;2,5;1,13;2;4;10,63
Sud;Basilicata;PZ;A612;1;0;0,75;1;0;2,75
Nord Est;Veneto;PD;A613;0;1;5;3,67;13,8;23,47
Isole;Sardegna;OR;A614;0;0,5;0;0;0;0,5
Sud;Basilicata;PZ;A615;2,56;3;3,68;4,59;2;15,83
Sud;Molise;CB;A616;0;3;2;3;5;13
Sud;Campania;NA;A617;4;10,5;10;5,5;6;36
Nord Ovest;Lombardia;MI;A618;38,25;105,21;29,83;8,3;5;186,59
Nord Ovest;Lombardia;VA;A619;4;5;4;0;4,34;17,34
Isole;Sardegna;OR;A621;0;1;4;5;2;12
Nord Ovest;Piemonte;TO;A625;0;9;5,75;1;10,39;26,14
Centro;Marche;AN;A626;1;2,5;3;2;4;12,5
Centro;Lazio;VT;A628;1;3,5;3;1,5;4;13
Nord Ovest;Piemonte;CN;A629;0;0;0;1;1;2
Nord Ovest;Lombardia;BS;A630;1;5;8;2,07;10,07;26,14
Nord Ovest;Lombardia;BG;A631;0;2;2;2;3;9
Centro;Toscana;FI;A632;5,51;35,55;47,64;25;24,4;138,1
Nord Ovest;Lombardia;PV;A634;1;0;0,5;3;4;8,5
Nord Est;Veneto;PD;A637;0;0;2;2;1;5
Isole;Sicilia;ME;A638;18,26;46,98;67,37;66,66;59,77;259,04
Nord Est;Friuli- Venezia Giulia;PN;A640;1;1;6;3;3;14
Nord Ovest;Valle d'Aosta;AO;A643;1;0;0;1;0;2
Nord Est;Emilia-Romagna;PR;A646;3,5;15;12,13;3;12,34;45,97
Nord Ovest;Liguria;SV;A647;5;12;6;3;4,5;30,5
Nord Est;Veneto;VR;A650;7;70,34;40,25;25,78;17,5;160,87
Nord Ovest;Piemonte;TO;A651;80,72;77,8;37,67;17,01;5,67;218,87
Nord Ovest;Lombardia;MI;A652;20;88,35;61,47;35;11,5;216,32
Nord Ovest;Piemonte;NO;A653;0;1;2;1,88;1;5,88
Isole;Sardegna;OR;A655;1;0;1;1;3;6
Sud;Abruzzo;AQ;A656;3,5;0;0;0;2;5,5
Centro;Toscana;LU;A657;4;14;16;20,54;46,09;100,63
Nord Ovest;Liguria;GE;A658;2;16;7,5;3,83;7;36,33
Nord Ovest;Piemonte;CN;A660;2;25;27,5;19;33,83;107,33
Nord Ovest;Lombardia;BS;A661;1;1;4;3;5;14
Sud;Puglia;BA;A662;709,07;1789,8;1602,67;902,41;459,44;5463,39
Isole;Sardegna;NU;A663;5;12;3,8;3;10,67;34,47
Nord Ovest;Lombardia;BG;A664;3;13,75;11,83;15,17;8,83;52,58
Nord Est;Emilia-Romagna;BO;A665;5,5;38;29;16,5;13,17;102,17
Sud;Basilicata;PZ;A666;1;5;6;5;5;22
Sud;Abruzzo;AQ;A667;4;2;2;2;5,78;15,78
Nord Ovest;Lombardia;MI;A668;8;29;31,2;9,5;13;90,7
Sud;Puglia;BA;A669;146,9;265,27;255,55;111,54;69,53;848,79
Nord Ovest;Lombardia;CO;A670;3;7,22;2;0;0;12,22
Nord Ovest;Piemonte;CN;A671;0;0,67;2;1;1;4,67
Nord Ovest;Piemonte;TO;A673;0;1;0;0;1;2
Sud;Campania;SA;A674;7,75;37,33;43,86;17,03;16,65;122,62
Isole;Sicilia;EN;A676;19;18,59;13,9;11,29;24;86,78
Isole;Sardegna;CA;A677;0;0;0;1;4,11;5,11
Sud;Abruzzo;AQ;A678;2;9;5,22;3;1;20,22
Isole;Sardegna;CA;A681;0;1;0;0;4,25;5,25
Nord Ovest;Lombardia;LC;A683;2;4;13;2,42;3,5;24,92
Nord Ovest;Lombardia;BG;A684;3;4,04;3,75;7,75;3;21,54
Nord Ovest;Lombardia;LC;A686;2;11;16,67;5;11,75;46,42
Nord Ovest;Lombardia;LC;A687;5;27,68;17,34;4,67;0,5;55,19
Nord Ovest;Piemonte;AL;A689;1;3;3;5,5;7;19,5
Nord Ovest;Lombardia;PV;A690;2;11;4;1,89;2;20,89
Centro;Umbria;TR;A691;3;8,84;8,7;4;8,67;33,21
Sud;Abruzzo;TE;A692;1;0;2;0;4;7
Sud;Campania;BN;A696;3;7;2;4;4;20
Nord Ovest;Lombardia;MI;A697;2,5;23,5;17,92;4;4,5;52,42
Isole;Sicilia;ME;A698;0;0;0,5;1,5;0;2
Nord Ovest;Lombardia;MI;A699;7;52;49,5;35,95;26;170,45
Nord Est;Friuli- Venezia Giulia;UD;A700;1;9;11,67;6,5;35,8;63,97
Centro;Lazio;VT;A701;4;8;12,67;4;1,17;29,84
Nord Ovest;Lombardia;BS;A702;1;7;5,67;14;10,28;37,95
Nord Est;Veneto;VI;A703;32,17;125,3;95,01;98;134,82;485,3
Centro;Lazio;VT;A704;6;16,83;10;11;16,33;60,16
Nord Ovest;Lombardia;VA;A705;2;3;2;1;3;11
Centro;Lazio;VT;A706;9;9,5;1;3;5;27,5
Centro;Lazio;LT;A707;1,75;13,09;8,38;4;4;31,22
Nord Ovest;Piemonte;AL;A708;1,93;3;1;3;9,25;18,18
Nord Ovest;Piemonte;CN;A709;0;2;1;1;1,75;5,75
Centro;Umbria;PG;A710;13,5;73,5;72,05;51,37;46,05;256,47
Nord Ovest;Lombardia;PV;A712;0;0,5;2,5;1;5;9
Nord Est;Emilia-Romagna;MO;A713;3;35,5;17;5,5;12,5;73,5
Nord Est;Veneto;PD;A714;2;15,75;26,5;16;3,75;64
Nord Ovest;Piemonte;CN;A716;0;0;1;1;1;3
Sud;Campania;SA;A717;22;83,45;105,37;128,01;52,08;390,91
Nord Ovest;Lombardia;PV;A718;0;3;2;3,5;1;9,5
Isole;Sicilia;PA;A719;1;4;6,25;2;3;16,25
Centro;Lazio;FR;A720;1,67;3,5;4,5;3;8;20,67
Isole;Sardegna;OR;A721;1;1;1;1;7;11
Isole;Sardegna;NU;A722;2;15;5;4;8,58;34,58
Nord Ovest;Piemonte;VB;A725;16;42;18,5;10;11;97,5
Nord Ovest;Lombardia;VA;A728;0;2;1;1;4;8
Nord Ovest;Lombardia;BS;A729;1;28;42,25;17;30,55;118,8
Nord Est;Emilia-Romagna;PR;A731;1;7,11;17,94;9,61;29,87;65,53
Nord Ovest;Lombardia;BG;A732;1;1;0;1;3,95;6,95
Nord Ovest;Piemonte;VB;A733;3;3;5;1;4;16
Nord Ovest;Piemonte;TO;A734;9;87;76,34;25;14,78;212,12
Nord Ovest;Piemonte;CN;A735;1;2;10;6,5;11,5;31
Sud;Calabria;CZ;A736;0;0;3;1;4;8
Nord Est;Veneto;VR;A737;0;13;6;8;16,5;43,5
Nord Ovest;Piemonte;AL;A738;1;3;1;0;1;6
Centro;Marche;MC;A739;0;0;3;0;4;7
Centro;Marche;PS;A740;1;3;0;2;3;9
Nord Ovest;Lombardia;PV;A741;3;22;28,94;10;8;71,94
Nord Ovest;Piemonte;VB;A742;4;14,5;13;5;1,16;37,66
Sud;Basilicata;PZ;A743;1,89;15,2;3,1;3;4;27,19
Nord Ovest;Lombardia;LC;A745;21;40,5;30;5;9;105,5
Sud;Abruzzo;TE;A746;0;11,5;19;13;20,25;63,75
Nord Est;Emilia-Romagna;RN;A747;57,13;126,34;44,58;25,5;26,83;280,38
Centro;Lazio;RM;A749;4;4,44;5;0,67;0;14,11
Nord Ovest;Piemonte;CN;A750;1;1;1;1;0;4
Nord Ovest;Lombardia;MI;A751;1,5;19,5;13,5;9;6,5;50
Nord Ovest;Piemonte;NO;A752;7,5;22,5;38,72;13,72;23;105,44
Sud;Campania;CE;A755;1,67;5,8;12;8,67;17,25;45,39
Sud;Campania;SA;A756;0;0;0;2;1,17;3,17
Nord Est;Veneto;BL;A757;33,8;95,28;124,48;111,95;91,01;456,52
Nord Ovest;Lombardia;MI;A759;21;50,94;34,55;13;9,78;129,27
Centro;Marche;AP;A760;0;0;0;1;3;4
Sud;Molise;IS;A761;0;1;1;0;0;2
Sud;Calabria;CS;A762;0,5;4,5;5,25;2;1,67;13,92
Centro;Lazio;FR;A763;0;0;0;0;2;2
Isole;Sicilia;PA;A764;8;22,88;14,5;14,1;15,67;75,15
Centro;Lazio;RI;A765;1;4;2;0;3;10
Isole;Sicilia;CT;A766;9,5;44,7;64,58;62,38;55,25;236,41
Sud;Calabria;CS;A768;0;0;1;0,5;0;1,5
Centro;Marche;AN;A769;1;1;3;7;9,5;21,5
Nord Ovest;Piemonte;AT;A770;0;1;1;0;3;5
Nord Est;Emilia-Romagna;BO;A771;33,33;36,19;19,5;5,63;6,17;100,82
Sud;Calabria;KR;A772;3;0;1;5;1;10
Sud;Calabria;CS;A773;29,5;55,33;35,61;11,2;14;145,64
Nord Ovest;Piemonte;CN;A774;0;0;0;1;3,5;4,5
Isole;Sardegna;NU;A776;0;1;0;0;1;2
Nord Ovest;Lombardia;SO;A777;0;3;0;0;0;3
Nord Ovest;Lombardia;CO;A778;0;2;2;1;0;5
Nord Ovest;Piemonte;CN;A779;0;3;10;8,5;17,5;39
Sud;Calabria;RC;A780;1,5;3,75;1;1;1,75;9
Isole;Sardegna;SS;A781;0;1,14;1;2;5,75;9,89
Nord Ovest;Piemonte;CN;A782;0;0;0;0;2;2
Sud;Campania;BN;A783;21,23;95,07;160,38;140,18;141,13;557,99
Nord Ovest;Piemonte;BI;A784;1;3,5;2;0;5;11,5
Nord Est;Emilia-Romagna;BO;A785;3;31,1;15,5;17,98;18;85,58
Nord Ovest;Lombardia;BG;A786;5;9;8;6;17,5;45,5
Nord Ovest;Lombardia;SO;A787;4;7;11;9;6,96;37,96
Nord Est;Emilia-Romagna;PR;A788;2;18,33;16,11;9,11;9,03;54,58
Isole;Sardegna;SS;A789;2,67;2;4;5;7;20,67
Nord Ovest;Lombardia;CO;A791;0;7,33;10,5;5;3,96;26,79
Nord Ovest;Lombardia;PV;A792;1;9;6;7;6,33;29,33
Nord Ovest;Piemonte;AL;A793;0;0;0;1;9;10
Nord Ovest;Lombardia;BG;A794;198,7;721,74;674,59;379,92;282,82;2257,77
Nord Est;Veneto;RO;A795;0;2,08;3,61;2;7,97;15,66
Nord Ovest;Liguria;SV;A796;10;9;10,5;4;10;43,5
Nord Ovest;Piemonte;CN;A798;0;0;0;0;2;2
Nord Ovest;Lombardia;BS;A799;0;6;9;3;3,33;21,33
Sud;Basilicata;MT;A801;17,5;68,2;26,84;19,41;17;148,95
Nord Ovest;Lombardia;MI;A802;18;83,25;52,83;25;26;205,08
Nord Ovest;Lombardia;MI;A804;7;10,7;9,5;3,2;3,5;33,9
Nord Ovest;Piemonte;CN;A805;1;4;15;6;8,5;34,5
Nord Est;Emilia-Romagna;FO;A809;6,83;50,33;25,83;29;30,73;142,72
Nord Est;Friuli- Venezia Giulia;UD;A810;0;3;3;2;11;19
Nord Ovest;Lombardia;LO;A811;0;12;7;1;3;23
Nord Ovest;Piemonte;AT;A812;0;0;1;1;2;4
Nord Ovest;Piemonte;AL;A813;0;0;0;0;2;2
Nord Ovest;Lombardia;BG;A815;2;2,9;4;1,92;5;15,82
Nord Ovest;Lombardia;BS;A816;0;3;0,56;2,5;2;8,06
Nord Ovest;Lombardia;BS;A817;3,34;4;11,75;4;8,25;31,34
Nord Ovest;Lombardia;MI;A818;8;62,94;70,91;33;28,83;203,68
Nord Ovest;Lombardia;VA;A819;3;14;11;7;9;44
Nord Ovest;Lombardia;MI;A820;10;27;17,5;6;6;66,5
Nord Est;Emilia-Romagna;PC;A823;0;0;2;1;6,5;9,5
Nord Ovest;Lombardia;VA;A825;5;15;8;5;14,88;47,88
Nord Ovest;Lombardia;VA;A826;10;22;25,5;17,5;31,75;106,75
Isole;Sardegna;SS;A827;0;0;1;0;0;1
Nord Est;Emilia-Romagna;PC;A831;1;18,25;9,35;10;13,25;51,85
Centro;Umbria;PG;A832;2;6;6;5,25;14,58;33,83
Nord Ovest;Piemonte;VB;A834;2;2;1,2;2;3;10,2
Centro;Umbria;PG;A835;4;11,67;18;6,67;18,67;59,01
Nord Ovest;Liguria;SP;A836;8;6;8;9;8;39
Nord Est;Veneto;VR;A837;0;2;5,27;5;11;23,27
Isole;Sicilia;CT;A841;24;25,39;26;21,67;26,5;123,56
Sud;Calabria;CS;A842;0;1;0;2;3;6
Sud;Calabria;RC;A843;3,25;12;9,5;7;2,5;34,25
Nord Ovest;Piemonte;NO;A844;0;2;1;4;5;12
Nord Ovest;Lombardia;VA;A845;4,3;7,06;15,74;8,51;10,01;45,62
Nord Ovest;Lombardia;BG;A846;11;12;4;1;3;31
Nord Ovest;Piemonte;VC;A847;0;8;7;1,33;8,33;24,66
Nord Ovest;Lombardia;SO;A848;1;3;1;2;2,5;9,5
Nord Ovest;Lombardia;MI;A849;5;54;44;20,7;19,75;143,45
Nord Est;Emilia-Romagna;RE;A850;1;34,5;27,99;25;32,85;121,34
Centro;Toscana;AR;A851;4;17;27;16,94;34,17;99,11
Centro;Toscana;LI;A852;32,01;60,83;16,41;8;3,5;120,75
Nord Ovest;Piemonte;TO;A853;1;11;6,5;6;17,5;42
Sud;Puglia;FG;A854;5;6;7,17;2;3;23,17
Nord Est;Friuli- Venezia Giulia;UD;A855;0;2;1;1;12;16
Isole;Sardegna;OR;A856;0;0;0;1;0,2;1,2
Centro;Lazio;VT;A857;6;21;10,22;4;3;44,22
Nord Ovest;Piemonte;BI;A859;77;283,26;226,77;94,42;129;810,45
Nord Ovest;Lombardia;BS;A861;1;3;11,33;6;14,06;35,39
Centro;Toscana;PI;A864;2;33,5;21,5;20,3;25,55;102,85
Nord Ovest;Lombardia;CO;A870;8;29,75;23,42;5,83;12,25;79,25
Nord Ovest;Lombardia;MI;A872;6;47;23,07;7,5;7,15;90,72
Sud;Puglia;BA;A874;7;0;4;7,33;3;21,33
Nord Ovest;Piemonte;BI;A876;2;4,5;6;0;9;21,5
Nord Ovest;Valle d'Aosta;AO;A877;0;1;2;0;0;3
Nord Ovest;Lombardia;BS;A878;0;1,22;3,33;2;2,61;9,16
Isole;Sardegna;NU;A880;0;1;0;0,5;2;3,5
Sud;Campania;AV;A881;6,33;13,5;10,92;1;6;37,75
Isole;Sicilia;PA;A882;4;5,5;6,4;6;10,67;32,57
Sud;Puglia;BA;A883;74,89;192,35;193,44;103,65;41,5;605,83
Sud;Abruzzo;AQ;A884;2;3;2;1;1;9
Sud;Abruzzo;TE;A885;2;1;3;2;8;16
Sud;Calabria;CS;A887;3,66;4;7,13;5,8;17;37,59
Nord Ovest;Piemonte;AL;A889;0;1,67;4;4;15,5;25,17
Nord Ovest;Lombardia;VA;A891;4;10;8;8,36;10;40,36
Sud;Puglia;BA;A892;9,66;34;48,5;23,66;15;130,82
Sud;Puglia;BA;A893;54,27;150,02;236,2;123,12;59,63;623,24
Sud;Puglia;BA;A894;16;37;58,5;34,72;16,64;162,86
Isole;Sardegna;NU;A895;1;0;1,92;3;2;7,92
Isole;Sicilia;AG;A896;3,75;6,67;2;6,5;7;25,92
Sud;Calabria;RC;A897;3,5;6;2;0;2;13,5
Nord Ovest;Lombardia;CO;A898;2;12;15;4;8,8;41,8
Nord Ovest;Lombardia;BG;A903;0;3;0,97;1;2;6,97
Nord Ovest;Lombardia;CO;A904;1;0;0;2;0;3
Nord Ovest;Lombardia;CO;A905;0;10;5;0;8,2;23,2
Nord Est;Veneto;PD;A906;2;2;3;6;17;30
Nord Est;Emilia-Romagna;PC;A909;11;16,33;10;5;20,5;62,83
Nord Ovest;Piemonte;TO;A910;6;8;3;4;4;25
Nord Ovest;Piemonte;NO;A911;1;1;0,5;2;11,25;15,75
Sud;Calabria;CS;A912;0;3;2,88;1;1;7,88
Nord Ovest;Piemonte;VC;A914;1;1;4;2;2;10
Nord Ovest;Lombardia;VA;A918;0;5;2,04;3,5;9,3;19,84
Nord Ovest;Lombardia;LO;A919;3;15;2;1,33;1;22,33
Nord Ovest;Lombardia;MI;A920;0;15,78;16;6,67;10,42;48,87
Nord Ovest;Liguria;GE;A922;7;15;13,25;4;4,5;43,75
Nord Ovest;Piemonte;VB;A925;7;5;4,78;3,08;3;22,86
Nord Ovest;Piemonte;NO;A929;1;2;3;3;9;18
Sud;Molise;CB;A930;7;15,67;8;12,08;23,09;65,84
Nord Ovest;Liguria;SV;A931;6;11;10,5;6,5;3;37
Nord Ovest;Liguria;SP;A932;8,25;27;25,5;17,92;15,25;93,92
Nord Ovest;Lombardia;BG;A937;2;21,5;20,5;13,55;15;72,55
Nord Ovest;Lombardia;MI;A940;55,28;198,06;139,76;39,91;37,65;470,66
Nord Ovest;Piemonte;TO;A941;0;1;3;2;17,5;23,5
Sud;Basilicata;MT;A942;5;18,83;7;11;0;41,83
Nord Est;Emilia-Romagna;BO;A944;807,27;2468,25;1581,68;576,01;354,87;5788,08
Sud;Abruzzo;PE;A945;0;3;1;0;4;8
Isole;Sicilia;PA;A946;2;8;11;3,5;7;31,5
Centro;Marche;MC;A947;0;5;0;0;0;5
Isole;Sardegna;NU;A948;1;3;1;4;10,67;19,67
Centro;Lazio;VT;A949;8,67;19,5;19,17;4,5;6;57,84
Nord Ovest;Lombardia;BG;A950;1;29,5;29,67;11,17;7;78,34
Nord Ovest;Piemonte;NO;A953;1;1;4;2;2;10
Nord Est;Veneto;VI;A954;0;18,5;15;8,5;23,18;65,18
Centro;Lazio;VT;A955;2;9;8;2;3;24
Sud;Abruzzo;CH;A956;1;5;2;3;1;12
Isole;Sicilia;CL;A957;2;0;5;2;1;10
Isole;Sicilia;PA;A958;1;1;3;3;5;13
Nord Est;Emilia-Romagna;MO;A959;2,33;27,9;42;30;24;126,23
Isole;Sardegna;OR;A960;0;0,92;2,17;3,17;7;13,26
Nord Ovest;Liguria;SP;A961;4;14,17;2,33;3,17;5;28,67
Nord Ovest;Lombardia;BG;A962;3;20,2;43,17;13,1;14,78;94,25
Nord Ovest;Lombardia;BG;A963;10;44,22;43,03;65,5;28,06;190,81
Nord Est;Veneto;VR;A964;0;0;13,52;1;9,88;24,4
Nord Est;Emilia-Romagna;FE;A965;6;47;66,23;25,01;70,07;214,31
Sud;Campania;BN;A970;0;2;0;2;4,5;8,5
Sud;Molise;CB;A971;1;2;3;3;3;12
Nord Ovest;Lombardia;CR;A972;0;3;2;1;3,5;9,5
Sud;Calabria;CS;A973;33,33;23,03;18,5;4;5,33;84,19
Sud;Campania;AV;A975;2;1;5;2,31;9,61;19,92
Isole;Sardegna;SS;A976;2;3;1;3;2;11
Isole;Sardegna;SS;A977;1;2;6;2,33;5,5;16,83
Isole;Sardegna;SS;A978;2;5;7;4,83;15,72;34,55
Nord Ovest;Piemonte;CN;A979;0;3;3;2;3;11
Centro;Lazio;RI;A981;2;3,2;5,5;1,67;2;14,37
Nord Est;Veneto;BL;A982;2;11,5;13,5;2,78;8,5;38,28
Nord Est;Friuli- Venezia Giulia;UD;A983;1;0;3;0;1,25;5,25
Nord Ovest;Liguria;IM;A984;56,01;121,75;58,25;22;14,5;272,51
Nord Ovest;Lombardia;CR;A986;1;0;0,33;2;3;6,33
Nord Est;Emilia-Romagna;PR;A987;0;8;6;2;7;23
Nord Est;Emilia-Romagna;RE;A988;2;20;14,5;9,5;33,03;79,03
Nord Ovest;Lombardia;PV;A989;1;8,5;24;14;11,5;59
Nord Ovest;Piemonte;TO;A990;3;45,75;62,17;17;19,5;147,42
Isole;Sicilia;PA;A991;4;9,67;12,34;11;6,6;43,61
Nord Ovest;Liguria;SP;A992;0;3,5;2;2;4;11,5
Nord Ovest;Liguria;IM;A993;2;6;4;2;4;18
Nord Ovest;Lombardia;LO;A995;3,5;20;13;15,5;11,83;63,83
Centro;Lazio;RI;A996;0;1,5;1;1,67;1,25;5,42
Nord Ovest;Piemonte;AL;A998;0;9;3,67;8;14;34,67
Nord Ovest;Liguria;SV;A999;137,33;158,34;14;2;6,5;318,17
Nord Est;Emilia-Romagna;FO;B001;3;16;6;2;8;35
Sud;Calabria;CZ;B002;13;15;18;7;4;57
Nord Ovest;Piemonte;TO;B003;1;3;3;3;3,5;13,5
Nord Ovest;Liguria;SV;B005;3;35,5;9,84;2;3,7;54,04
Centro;Toscana;LU;B007;4;14,5;13;14;29,75;75,25
Centro;Lazio;RI;B008;7,17;14,48;9,67;9;7,33;47,65
Nord Ovest;Piemonte;VC;B009;0;2;1;6;20,5;29,5
Nord Ovest;Lombardia;BG;B010;3;6;6;3;2;20
Nord Ovest;Lombardia;MN;B012;3;8,72;3;6,22;13;33,94
Nord Ovest;Lombardia;PV;B014;0;0;3;0;4,5;7,5
Nord Ovest;Piemonte;TO;B015;1;4;11,5;6;10;32,5
Nord Ovest;Piemonte;NO;B016;0;3;4;7;7;21
Nord Ovest;Lombardia;LO;B017;0;12,5;10,67;6,25;2;31,42
Nord Ovest;Piemonte;CN;B018;0;1;1;0;6;8
Nord Ovest;Piemonte;NO;B019;17,5;67,86;67,16;46,77;54,32;253,61
Nord Ovest;Liguria;IM;B020;1;6;5,5;6;4;22,5
Nord Ovest;Piemonte;TO;B021;0;2;0;1;8;11
Nord Ovest;Piemonte;TO;B024;6;11;13;5;4;39
Nord Est;Emilia-Romagna;PC;B025;13;39;20,67;16;31;119,67
Centro;Marche;PS;B026;3;3;3;2;4;15
Nord Ovest;Lombardia;PV;B028;0;0;7;3;8;18
Nord Ovest;Piemonte;AL;B029;2;4;5;0;2;13
Nord Ovest;Lombardia;PV;B030;0;0;0;0;6;6
Nord Est;Veneto;PD;B031;1;27;20;26,21;32,69;106,9
Nord Ovest;Piemonte;CN;B033;10,12;30;63,5;29;39,59;172,21
