AREA;Regione;prov;2016_CodCom;NTN 2016 fino a 50_mq;NTN 2016 50 -| 85 mq;NTN 2016 85 -| 115 mq;NTN 2016 115 -| 145 mq;NTN 2016 oltre 145 mq;NTN 2016_TOTALE
Nord Ovest;Piemonte;AL;D559;1;1;0;0;1;3
Nord Ovest;Piemonte;AL;D759;1;1;3;2;1;8
Nord Ovest;Piemonte;AL;D770;0;0;1;0;1;2
Nord Ovest;Piemonte;AL;D777;0;0;0;0;0,5;0,5
Nord Ovest;Piemonte;AL;D780;0;0;0;2,75;7;9,75
Nord Ovest;Piemonte;AL;D797;0;0;1;0;3;4
Nord Ovest;Piemonte;AL;D813;0;1;4;2;5,25;12,25
Nord Ovest;Piemonte;AL;D814;1;4;4;1;8,67;18,67
Nord Ovest;Piemonte;AL;D835;1;2;0;3;9,17;15,17
Nord Ovest;Piemonte;AL;D890;0;2;0;1;2;5
Nord Ovest;Piemonte;AL;D910;0;1;1;1;1;4
Nord Ovest;Piemonte;AL;D941;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;D944;1,33;13;11;11;21,72;58,05
Nord Ovest;Piemonte;AL;E015;0;0;0;2;2;4
Nord Ovest;Piemonte;AL;E164;0;0;0,33;2;0;2,33
Nord Ovest;Piemonte;AL;E188;2,33;0;3,57;1;3,33;10,23
Nord Ovest;Piemonte;AL;E191;1;1;0;0;1;3
Nord Ovest;Piemonte;AL;E255;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;E360;0;0;0;0;4;4
Nord Ovest;Piemonte;AL;E543;0;3;3;3;4,73;13,73
Nord Ovest;Piemonte;AL;E712;0;2;1;1;5,69;9,69
Nord Ovest;Piemonte;AL;E870;0;2;0;0;0;2
Nord Ovest;Piemonte;AL;F015;0;1;2;2;7,08;12,08
Nord Ovest;Piemonte;AL;F096;0;2;0;3;10;15
Nord Ovest;Piemonte;AL;F131;0;0;1;0;1;2
Nord Ovest;Piemonte;AL;F232;0;0;0,67;2;2,5;5,17
Nord Ovest;Piemonte;AL;F281;0,5;3,5;3,08;3;6;16,08
Nord Ovest;Piemonte;AL;F293;0;0;0;0;1,5;1,5
Nord Ovest;Piemonte;AL;F313;1;0;0;0;7,06;8,06
Nord Ovest;Piemonte;AL;F320;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F337;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;F365;0;1;0;0;1;2
Nord Ovest;Piemonte;AL;F374;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F387;1;3;0;0;2;6
Nord Ovest;Piemonte;AL;F403;0;1;0;0;0;1
Nord Ovest;Piemonte;AL;F404;0;0,33;1;2,16;0;3,49
Nord Ovest;Piemonte;AL;F455;0;0;0;0;4;4
Nord Ovest;Piemonte;AL;F469;1;1;3;0;2;7
Nord Ovest;Piemonte;AL;F518;0;0;0;0;4;4
Nord Ovest;Piemonte;AL;F562;0;0;2;0;0;2
Nord Ovest;Piemonte;AL;F707;0;0;0;1;4;5
Nord Ovest;Piemonte;AL;F713;1;4;1;1;0;7
Nord Ovest;Piemonte;AL;F737;0;4;0;2;0;6
Nord Ovest;Piemonte;AL;F751;1;0;0;3;1;5
Nord Ovest;Piemonte;AL;F814;0;0;0;0;13,75;13,75
Nord Ovest;Piemonte;AL;F965;9,17;84;82,5;38,5;34;248,17
Nord Ovest;Piemonte;AL;F995;0;0;1;1;4,5;6,5
Nord Ovest;Piemonte;AL;F997;0;3;0;0;4;7
Nord Ovest;Piemonte;AL;F998;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;G042;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;G124;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;G193;0;2;0;2;4;8
Nord Ovest;Piemonte;AL;G197;3,5;23;27;14;20,5;88
Nord Ovest;Piemonte;AL;G199;0;1;2;0;4;7
Nord Ovest;Piemonte;AL;G204;1;4;2;0;7,33;14,33
Nord Ovest;Piemonte;AL;G215;0;1;0;0;1;2
Nord Ovest;Piemonte;AL;G334;0;2;0;1;2,17;5,17
Nord Ovest;Piemonte;AL;G338;1;1;2;1;2,5;7,5
Nord Ovest;Piemonte;AL;G367;1;0;1;1;7,5;10,5
Nord Ovest;Piemonte;AL;G397;0;0;0;0;2;2
Nord Ovest;Piemonte;AL;G619;0;1;1;0;5;7
Nord Ovest;Piemonte;AL;G695;0;0,5;1;2;2;5,5
Nord Ovest;Piemonte;AL;G807;0;1;2;3;3;9
Nord Ovest;Piemonte;AL;G839;0;6,25;1;2;5,8;15,05
Nord Ovest;Piemonte;AL;G858;0;0;5;2;1,75;8,75
Nord Ovest;Piemonte;AL;G861;0;0;1;1;2;4
Nord Ovest;Piemonte;AL;G872;0;1;0;0;4,1;5,1
Nord Ovest;Piemonte;AL;G877;3;5,72;6,5;4,11;8;27,33
Nord Ovest;Piemonte;AL;G960;0;1;0;1;4;6
Nord Ovest;Piemonte;AL;G961;0;7;5,5;6;11,33;29,83
Nord Ovest;Piemonte;AL;G987;0;1;1;2,5;1,38;5,88
Nord Ovest;Piemonte;AL;H021;0;1;1;3,5;5;10,5
Nord Ovest;Piemonte;AL;H104;1;4;3;3;9,5;20,5
Nord Ovest;Piemonte;AL;H121;0;1,5;1,5;0,5;5;8,5
Nord Ovest;Piemonte;AL;H272;0;0;1;0;1;2
Nord Ovest;Piemonte;AL;H334;1;2;5;1;7,09;16,09
Nord Ovest;Piemonte;AL;H343;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;H406;1;0;1;0;3;5
Nord Ovest;Piemonte;AL;H414;0;3;1;0;8;12
Nord Ovest;Piemonte;AL;H465;0;0;0;2;1;3
Nord Ovest;Piemonte;AL;H569;0;0;1;1;6;8
Nord Ovest;Piemonte;AL;H677;0;0;0;0;3;3
Nord Ovest;Piemonte;AL;H694;0;4;6;1;6,5;17,5
Nord Ovest;Piemonte;AL;H810;0;0;2;3;2;7
Nord Ovest;Piemonte;AL;H878;0;0;0,75;3;5,46;9,21
Nord Ovest;Piemonte;AL;I144;1;2;4;3;12;22
Nord Ovest;Piemonte;AL;I150;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I190;0;0;0;1;0;1
Nord Ovest;Piemonte;AL;I429;0;1;0;1;1;3
Nord Ovest;Piemonte;AL;I432;0;0;0;0,5;3,5;4
Nord Ovest;Piemonte;AL;I645;0;0;0;0;2,5;2,5
Nord Ovest;Piemonte;AL;I657;1,44;17,77;18,94;6,44;8,75;53,34
Nord Ovest;Piemonte;AL;I711;0;0;0;1;2;3
Nord Ovest;Piemonte;AL;I738;0;2;3;2,34;6;13,34
Nord Ovest;Piemonte;AL;I798;1;1;0,5;1;2,67;6,17
Nord Ovest;Piemonte;AL;I808;0;0,75;0;0;2,25;3
Nord Ovest;Piemonte;AL;I901;0;2,5;0,25;3;1;6,75
Nord Ovest;Piemonte;AL;I911;0;0;1;1;3;5
Nord Ovest;Piemonte;AL;I941;0;3;7,5;3;6,38;19,88
Nord Ovest;Piemonte;AL;I977;2,06;1;4;3,04;6,1;16,2
Nord Ovest;Piemonte;AL;L027;1;0;2;1;4;8
Nord Ovest;Piemonte;AL;L059;0;3;5;1;1;10
Nord Ovest;Piemonte;AL;L139;0;1;0;2;5;8
Nord Ovest;Piemonte;AL;L143;0;0;0;1;1,33;2,33
Nord Ovest;Piemonte;AL;L165;1;0;0;0;1;2
Nord Ovest;Piemonte;AL;L304;13,5;95,61;83,06;29;39,3;260,47
Nord Ovest;Piemonte;AL;L403;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;L432;0;2;3;0;1;6
Nord Ovest;Piemonte;AL;L570;6,08;49,25;47,69;27,17;23,78;153,97
Nord Ovest;Piemonte;AL;L633;0;2;3,5;2;2;9,5
Nord Ovest;Piemonte;AL;L881;0;0;1;0;11;12
Nord Ovest;Piemonte;AL;L887;1,78;1,34;0;1;4;8,12
Nord Ovest;Piemonte;AL;L904;0;2,25;3,58;8,5;7,25;21,58
Nord Ovest;Piemonte;AL;L931;0;0,5;0;1,5;3;5
Nord Ovest;Piemonte;AL;L963;0;4;0;1;5;10
Nord Ovest;Piemonte;AL;L970;0;0;0;0;6,17;6,17
Nord Ovest;Piemonte;AL;L972;1;1;0;3;6,5;11,5
Nord Ovest;Piemonte;AL;M009;0;0,5;0;0;2;2,5
Nord Ovest;Piemonte;AL;M077;0;1;3;0;5;9
Nord Ovest;Piemonte;AL;M120;0;1;0;1;1;3
Nord Ovest;Piemonte;AL;M121;0;0;0;0;1,67;1,67
Nord Ovest;Piemonte;AL;M123;0;2,5;1;2;1;6,5
Nord Ovest;Piemonte;AT;A072;1;1;1;4;8,67;15,67
Nord Ovest;Piemonte;AT;A173;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;A300;2;4;3;1;5,33;15,33
Nord Ovest;Piemonte;AT;A312;1;0;0;0;6,5;7,5
Nord Ovest;Piemonte;AT;A352;0;0;0;0;1;1
Nord Ovest;Piemonte;AT;A479;54,51;337,44;239,3;80,08;121,71;833,04
Nord Ovest;Piemonte;AT;A527;0;0;0;0;0,5;0,5
Nord Ovest;Piemonte;AT;A588;0;3;7;1;3;14
Nord Ovest;Piemonte;AT;A770;0;1;1;0;1;3
Nord Ovest;Piemonte;AT;A812;0;1;0;1;4;6
Nord Ovest;Piemonte;AT;B221;0;0;1;2;0;3
Nord Ovest;Piemonte;AT;B236;0;4;0;1,5;1;6,5
Nord Ovest;Piemonte;AT;B306;0;3;6;5,33;7;21,33
Nord Ovest;Piemonte;AT;B376;0;2;2;2;7;13
Nord Ovest;Piemonte;AT;B418;0;2;2,5;0,5;11,17;16,17
Nord Ovest;Piemonte;AT;B425;0;1;0;0;8;9
Nord Ovest;Piemonte;AT;B469;0;0;1;0;0;1
Nord Ovest;Piemonte;AT;B594;4,95;37,34;41;9,5;24,42;117,21
Nord Ovest;Piemonte;AT;B633;0;0;0;4;5,5;9,5
Nord Ovest;Piemonte;AT;B707;0;0;1;1;2;4
Nord Ovest;Piemonte;AT;B991;0;0;0;2,5;6;8,5
Nord Ovest;Piemonte;AT;C022;0;1;1;1;3,5;6,5
Nord Ovest;Piemonte;AT;C047;0;2;0;2;3,75;7,75
Nord Ovest;Piemonte;AT;C049;1;2,5;10;3;10,5;27
Nord Ovest;Piemonte;AT;C064;0;0;1;0,5;2;3,5
Nord Ovest;Piemonte;AT;C127;1;2;2;2,5;11;18,5
Nord Ovest;Piemonte;AT;C154;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C161;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;C226;0;0;0;2;2,5;4,5
Nord Ovest;Piemonte;AT;C230;0;1;1;0;5;7
Nord Ovest;Piemonte;AT;C232;1;3;2,67;4;4,39;15,06
Nord Ovest;Piemonte;AT;C253;0;1;0;0;0;1
Nord Ovest;Piemonte;AT;C438;0;0,67;0;1;1,67;3,34
Nord Ovest;Piemonte;AT;C440;0;1;0;1;3;5
Nord Ovest;Piemonte;AT;C528;0;1;0;1;1;3
Nord Ovest;Piemonte;AT;C533;0;2;0;1;0,5;3,5
Nord Ovest;Piemonte;AT;C583;1;0;0;0;2;3
Nord Ovest;Piemonte;AT;C658;1;0;0;0;0;1
Nord Ovest;Piemonte;AT;C701;0;2;1,33;0,67;0;4
Nord Ovest;Piemonte;AT;C739;1;3;1;1;1;7
Nord Ovest;Piemonte;AT;C804;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;C807;2;1;2;2;2,5;9,5
Nord Ovest;Piemonte;AT;D046;0;1;0;1;3,5;5,5
Nord Ovest;Piemonte;AT;D050;0;1;0;0;0;1
Nord Ovest;Piemonte;AT;D051;0;0;1;0;2,5;3,5
Nord Ovest;Piemonte;AT;D052;0;0;0;0;4;4
Nord Ovest;Piemonte;AT;D072;0;1;1;1;1;4
Nord Ovest;Piemonte;AT;D101;0;0;0;1,5;4;5,5
Nord Ovest;Piemonte;AT;D119;4;10,33;10;7,66;22;53,99
Nord Ovest;Piemonte;AT;D207;0;0;1;0;2;3
Nord Ovest;Piemonte;AT;D388;0;0;2;1;4;7
Nord Ovest;Piemonte;AT;D554;0;1;1;2;6;10
Nord Ovest;Piemonte;AT;D678;0;2;1,88;1;1;5,88
Nord Ovest;Piemonte;AT;D802;0;1;1;0;7,17;9,17
Nord Ovest;Piemonte;AT;E134;0;0;0;1;6,33;7,33
Nord Ovest;Piemonte;AT;E159;0;0;3;0;7;10
Nord Ovest;Piemonte;AT;E295;0,25;0;1,5;0,88;10,77;13,4
Nord Ovest;Piemonte;AT;E338;1;1;3;3;5,75;13,75
Nord Ovest;Piemonte;AT;E633;0;0;0;1;0;1
Nord Ovest;Piemonte;AT;E917;0;1;1;2;1;5
Nord Ovest;Piemonte;AT;E944;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;F254;0;0;1;0;1;2
Nord Ovest;Piemonte;AT;F308;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;F311;0;2;2;1;3;8
Nord Ovest;Piemonte;AT;F316;1;2;4;1;7,92;15,92
Nord Ovest;Piemonte;AT;F323;0;1;1;3;3;8
Nord Ovest;Piemonte;AT;F325;0;2;3;1;4,38;10,38
Nord Ovest;Piemonte;AT;F336;0;4;7;3,5;10,64;25,14
Nord Ovest;Piemonte;AT;F343;0;0;2;0;1;3
Nord Ovest;Piemonte;AT;F361;1;2;0;0;4;7
Nord Ovest;Piemonte;AT;F386;0;0;0;0;3;3
Nord Ovest;Piemonte;AT;F390;0;0;3;1;6;10
Nord Ovest;Piemonte;AT;F409;1;0;2;0,33;2;5,33
Nord Ovest;Piemonte;AT;F468;0;0;0;1;3;4
Nord Ovest;Piemonte;AT;F527;0,02;7;2;5;6,5;20,52
Nord Ovest;Piemonte;AT;F556;1;1;0;1,75;4,5;8,25
Nord Ovest;Piemonte;AT;F709;0;0;0;0;3;3
Nord Ovest;Piemonte;AT;F902;8;32,25;34,75;13;23;111
Nord Ovest;Piemonte;AT;G048;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;G358;0;0;0;2;7,5;9,5
Nord Ovest;Piemonte;AT;G430;0;0;0;0;2;2
Nord Ovest;Piemonte;AT;G593;0;0;1;0;2,75;3,75
Nord Ovest;Piemonte;AT;G676;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;G692;0;0;0;1;4,5;5,5
Nord Ovest;Piemonte;AT;G894;1;0;2,75;1;7;11,75
Nord Ovest;Piemonte;AT;H102;0;0;0;0;4;4
Nord Ovest;Piemonte;AT;H219;0;1;2;3;7,5;13,5
Nord Ovest;Piemonte;AT;H250;0;0;0;0;3;3
Nord Ovest;Piemonte;AT;H366;0;0;0;0;3,5;3,5
Nord Ovest;Piemonte;AT;H376;0;0;0;0;2,5;2,5
Nord Ovest;Piemonte;AT;H392;0;0;0;0;6,5;6,5
Nord Ovest;Piemonte;AT;H451;0;0;0;1;3;4
Nord Ovest;Piemonte;AT;H466;1;0;0;0;1,17;2,17
Nord Ovest;Piemonte;AT;H468;0;1;2;0;3;6
Nord Ovest;Piemonte;AT;H811;0;21;17,25;8;20,5;66,75
Nord Ovest;Piemonte;AT;H899;0;0;0;0;3;3
Nord Ovest;Piemonte;AT;H987;0;0;1;0;10,17;11,17
Nord Ovest;Piemonte;AT;I017;0;0;0;1;4;5
Nord Ovest;Piemonte;AT;I076;0;2;2;2;3;9
Nord Ovest;Piemonte;AT;I555;0;0;0;1;2;3
Nord Ovest;Piemonte;AT;I637;1;0;0;0;0;1
Nord Ovest;Piemonte;AT;I678;0,75;0;0;1;3;4,75
Nord Ovest;Piemonte;AT;I698;0;1;0;1;1;3
Nord Ovest;Piemonte;AT;I781;1;0;1;0;3;5
Nord Ovest;Piemonte;AT;L168;0;0;3;0;10,5;13,5
Nord Ovest;Piemonte;AT;L203;0;1;1;2;2;6
Nord Ovest;Piemonte;AT;L204;0;0;0;1;0;1
Nord Ovest;Piemonte;AT;L531;0;1;0;0;3;4
Nord Ovest;Piemonte;AT;L574;0;0;2;3,59;9;14,59
Nord Ovest;Piemonte;AT;L807;0;0;0;0;3,5;3,5
Nord Ovest;Piemonte;AT;L829;0;0;0;1;0;1
Nord Ovest;Piemonte;AT;L834;1;1;2;2;5,5;11,5
Nord Ovest;Piemonte;AT;L879;0;0;1;1;5;7
Nord Ovest;Piemonte;AT;L945;2;5;0;1;11,17;19,17
Nord Ovest;Piemonte;AT;L984;1;13,42;10,17;8;7,17;39,76
Nord Ovest;Piemonte;AT;M019;0;2;1;0;2,5;5,5
Nord Ovest;Piemonte;AT;M058;0;0;0;1;5;6
Nord Ovest;Piemonte;AT;M302;0;0;1;1;11;13
Nord Ovest;Piemonte;BI;A107;0;0;0;1;4;5
Nord Ovest;Piemonte;BI;A280;2;5;7;6;8;28
Nord Ovest;Piemonte;BI;A784;1;1;0;2;3;7
Nord Ovest;Piemonte;BI;A859;32,75;117,02;140,74;77,17;87;454,68
Nord Ovest;Piemonte;BI;A876;0;1;2;0;2;5
Nord Ovest;Piemonte;BI;B058;0;0;0;0;4;4
Nord Ovest;Piemonte;BI;B229;0;4;0;1;3,5;8,5
Nord Ovest;Piemonte;BI;B417;0;0;0;0;1,92;1,92
Nord Ovest;Piemonte;BI;B457;0;0;0;0;0,33;0,33
Nord Ovest;Piemonte;BI;B465;0;0;0;1;0,5;1,5
Nord Ovest;Piemonte;BI;B586;1,33;7,49;15;13,63;13;50,45
Nord Ovest;Piemonte;BI;B708;0;0;0;0;1;1
Nord Ovest;Piemonte;BI;B933;0;0;1;0;3;4
Nord Ovest;Piemonte;BI;C155;0;1;0;0;2;3
Nord Ovest;Piemonte;BI;C363;1;12;10,5;1,5;11;36
Nord Ovest;Piemonte;BI;C526;0;0;1;0;0;1
Nord Ovest;Piemonte;BI;C532;0;2;3;2,5;6;13,5
Nord Ovest;Piemonte;BI;C819;0;4;3,5;1;7;15,5
Nord Ovest;Piemonte;BI;D094;1,17;20,29;30,67;22,34;29,5;103,97
Nord Ovest;Piemonte;BI;D165;1;1,6;4;3;2;11,6
Nord Ovest;Piemonte;BI;D219;0;1;3;3;3;10
Nord Ovest;Piemonte;BI;D339;0;1;4,29;2;1,29;8,58
Nord Ovest;Piemonte;BI;D350;1;0;2;0;4,5;7,5
Nord Ovest;Piemonte;BI;D848;0;9,5;10;9,5;9;38
Nord Ovest;Piemonte;BI;E024;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;E130;0;5,36;6,02;2,02;9,51;22,91
Nord Ovest;Piemonte;BI;E821;1;1;3;2;3,5;10,5
Nord Ovest;Piemonte;BI;F037;0;1;2;1;2;6
Nord Ovest;Piemonte;BI;F042;3;1;9;5,25;6;24,25
Nord Ovest;Piemonte;BI;F167;0;1,5;1;1;0;3,5
Nord Ovest;Piemonte;BI;F189;1;1;0;0;0;2
Nord Ovest;Piemonte;BI;F369;6;7;2,5;4;6,5;26
Nord Ovest;Piemonte;BI;F776;1;2,25;2;2,5;3,5;11,25
Nord Ovest;Piemonte;BI;F833;0;0,01;1;2,5;2;5,51
Nord Ovest;Piemonte;BI;F878;0;3;2;2;7,17;14,17
Nord Ovest;Piemonte;BI;F992;0;8;8;2;14;32
Nord Ovest;Piemonte;BI;F993;1;3,67;4,5;0;5;14,17
Nord Ovest;Piemonte;BI;G521;0;1;1;1;3;6
Nord Ovest;Piemonte;BI;G577;1;2;1;0;0;4
Nord Ovest;Piemonte;BI;G594;6;4;0;0;2;12
Nord Ovest;Piemonte;BI;G798;2;2;3;3;9;19
Nord Ovest;Piemonte;BI;G820;2;2,5;7,5;10;10;32
Nord Ovest;Piemonte;BI;G927;1;1;2;2;1;7
Nord Ovest;Piemonte;BI;G974;2;2;5,67;3;4;16,67
Nord Ovest;Piemonte;BI;G980;2;2;3;3;8,25;18,25
Nord Ovest;Piemonte;BI;H103;0;1;5;2;7;15
Nord Ovest;Piemonte;BI;H538;1;4;1;3;4;13
Nord Ovest;Piemonte;BI;H553;0;2;0;2;2;6
Nord Ovest;Piemonte;BI;H561;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;H662;2;7;4,5;3;7;23,5
Nord Ovest;Piemonte;BI;H681;1;1;4;0,5;9;15,5
Nord Ovest;Piemonte;BI;H726;0;0;1;1;6,67;8,67
Nord Ovest;Piemonte;BI;H821;0;5,78;5,5;4;7,78;23,06
Nord Ovest;Piemonte;BI;I596;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;I835;0;1;1;1;2;5
Nord Ovest;Piemonte;BI;I847;0;2;1;1;6;10
Nord Ovest;Piemonte;BI;I868;0,75;0;1,75;0;3;5,5
Nord Ovest;Piemonte;BI;I980;0;0;0;1;3,5;4,5
Nord Ovest;Piemonte;BI;L075;0;0;0;2;2;4
Nord Ovest;Piemonte;BI;L116;0;0;1;1;0;2
Nord Ovest;Piemonte;BI;L193;0;5;3,5;4;2;14,5
Nord Ovest;Piemonte;BI;L239;0;2;0;0;2;4
Nord Ovest;Piemonte;BI;L436;1,5;11,5;4;4;12,01;33,01
Nord Ovest;Piemonte;BI;L556;0;3;4,22;4;6,44;17,66
Nord Ovest;Piemonte;BI;L586;0;0;0;2;0;2
Nord Ovest;Piemonte;BI;L606;1,5;15;10;6,17;5;37,67
Nord Ovest;Piemonte;BI;L620;0;0;1;1;3;5
Nord Ovest;Piemonte;BI;L712;0;1;3;0;2,25;6,25
Nord Ovest;Piemonte;BI;L785;0;3;3;1;4;11
Nord Ovest;Piemonte;BI;L880;1;18;25,83;9,6;14,18;68,61
Nord Ovest;Piemonte;BI;L933;0;0;0;0;1;1
Nord Ovest;Piemonte;BI;L978;0;2;0;1;0;3
Nord Ovest;Piemonte;BI;M098;0;1;3;5;8,83;17,83
Nord Ovest;Piemonte;BI;M179;0;0;1;0;1;2
Nord Ovest;Piemonte;BI;M196;1;2,5;3;3,5;2;12
Nord Ovest;Piemonte;BI;M201;0;0;1;1;2;4
Nord Ovest;Piemonte;BI;M304;0;0;0;1;6,67;7,67
Nord Ovest;Piemonte;BI;M371;0;2,5;5,5;7;10;25
Nord Ovest;Piemonte;BI;M373;1;2;2;2;6;13
Nord Ovest;Piemonte;CN;A016;0,75;1;1,5;1;1;5,25
Nord Ovest;Piemonte;CN;A113;1;1;0;0;0;2
Nord Ovest;Piemonte;CN;A124;39,73;114,68;108,17;43,5;29;335,08
Nord Ovest;Piemonte;CN;A139;0;0;0;1;0;1
Nord Ovest;Piemonte;CN;A238;0;0,75;0,5;0;0;1,25
Nord Ovest;Piemonte;CN;A394;5,83;1,5;1;1;1;10,33
Nord Ovest;Piemonte;CN;A396;0;0;1;1;0;2
Nord Ovest;Piemonte;CN;A555;0;2;1;0;4;7
Nord Ovest;Piemonte;CN;A571;20,5;30,5;17,58;7,26;10,93;86,77
Nord Ovest;Piemonte;CN;A589;0;1;2;0;4;7
Nord Ovest;Piemonte;CN;A629;0;1;0;0;5;6
Nord Ovest;Piemonte;CN;A660;2;14;10,5;9;16,25;51,75
Nord Ovest;Piemonte;CN;A671;1;0;4;1;1;7
Nord Ovest;Piemonte;CN;A709;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A716;0;1;1;0;0;2
Nord Ovest;Piemonte;CN;A735;1;6;5;6;6;24
Nord Ovest;Piemonte;CN;A750;1,86;2;0;1;0,5;5,36
Nord Ovest;Piemonte;CN;A774;0;2;2;0;0;4
Nord Ovest;Piemonte;CN;A779;1;8;6;3;17;35
Nord Ovest;Piemonte;CN;A782;0;0;0;2;2;4
Nord Ovest;Piemonte;CN;A798;4;4;0;0;1;9
Nord Ovest;Piemonte;CN;A805;1;4,5;8;6,33;14,67;34,5
Nord Ovest;Piemonte;CN;A979;0;0;1;0;3;4
Nord Ovest;Piemonte;CN;B018;0;0;0,5;0;3;3,5
Nord Ovest;Piemonte;CN;B033;13;43;37,25;12,33;23,7;129,28
Nord Ovest;Piemonte;CN;B079;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;B084;0,13;2;2,52;4;5,13;13,78
Nord Ovest;Piemonte;CN;B101;13,5;18,84;7;11;25,25;75,59
Nord Ovest;Piemonte;CN;B111;14,26;61,69;85,73;44,23;55,75;261,66
Nord Ovest;Piemonte;CN;B167;0;0;0;0;5;5
Nord Ovest;Piemonte;CN;B175;0;0;2;1;0;3
Nord Ovest;Piemonte;CN;B200;1;1,75;0;0;0,67;3,42
Nord Ovest;Piemonte;CN;B204;1;2;1;1;1;6
Nord Ovest;Piemonte;CN;B285;3;18,5;27,78;11;24,72;85
Nord Ovest;Piemonte;CN;B467;0;0;1;1;0;2
Nord Ovest;Piemonte;CN;B489;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;B573;1;7;8;4;14,67;34,67
Nord Ovest;Piemonte;CN;B621;0;1;1;0;1;3
Nord Ovest;Piemonte;CN;B692;0;1;0;1;0;2
Nord Ovest;Piemonte;CN;B719;0,19;8,67;27,27;11,29;16,59;64,01
Nord Ovest;Piemonte;CN;B720;1;0;4;4,5;2,33;11,83
Nord Ovest;Piemonte;CN;B755;1;0;2;6,5;2;11,5
Nord Ovest;Piemonte;CN;B841;0;5,75;11;8;7;31,75
Nord Ovest;Piemonte;CN;B845;0;1,25;0;0;1;2,25
Nord Ovest;Piemonte;CN;B894;0;0;3;1;2,67;6,67
Nord Ovest;Piemonte;CN;C046;2;6;5,53;9,62;5,62;28,77
Nord Ovest;Piemonte;CN;C081;1;2,75;0,5;0;0;4,25
Nord Ovest;Piemonte;CN;C140;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;C165;0;7;2;3;9,75;21,75
Nord Ovest;Piemonte;CN;C167;0;0;1;0;2;3
Nord Ovest;Piemonte;CN;C173;0;1;0;2;4;7
Nord Ovest;Piemonte;CN;C176;0;1;1;0;2;4
Nord Ovest;Piemonte;CN;C205;0;1;2;0;0;3
Nord Ovest;Piemonte;CN;C214;1;0;1;0;0;2
Nord Ovest;Piemonte;CN;C314;0;1;1;0;1;3
Nord Ovest;Piemonte;CN;C317;0;3,5;0;2;4,5;10
Nord Ovest;Piemonte;CN;C323;0;1;1;0;4,5;6,5
Nord Ovest;Piemonte;CN;C375;0;0;0;0;6;6
Nord Ovest;Piemonte;CN;C376;0;13;14;6;10,5;43,5
Nord Ovest;Piemonte;CN;C441;0;1;0;0;0;1
Nord Ovest;Piemonte;CN;C466;3;5;18,5;16;11,87;54,37
Nord Ovest;Piemonte;CN;C504;0;5;1;1,17;4;11,17
Nord Ovest;Piemonte;CN;C530;2;4;0;3;3;12
Nord Ovest;Piemonte;CN;C547;0;10;11;11;13,67;45,67
Nord Ovest;Piemonte;CN;C550;4;3;3;2,89;6;18,89
Nord Ovest;Piemonte;CN;C589;3;13;11,5;11;11,13;49,63
Nord Ovest;Piemonte;CN;C599;10;26;17,5;21,5;34,6;109,6
Nord Ovest;Piemonte;CN;C653;2;8,5;3,5;4;11,67;29,67
Nord Ovest;Piemonte;CN;C681;0;1;0;2;0;3
Nord Ovest;Piemonte;CN;C738;0;0;0;1;1;2
Nord Ovest;Piemonte;CN;C792;0;1;2;3;5;11
Nord Ovest;Piemonte;CN;D022;1,11;2;5,14;1;6,36;15,61
Nord Ovest;Piemonte;CN;D062;0;8,5;2,67;1;8;20,17
Nord Ovest;Piemonte;CN;D093;0;1;3,5;2;8;14,5
Nord Ovest;Piemonte;CN;D120;1;2,75;6,75;7;4,67;22,17
Nord Ovest;Piemonte;CN;D133;1;1;1;0;1;4
Nord Ovest;Piemonte;CN;D172;6,5;9;4;0;0;19,5
Nord Ovest;Piemonte;CN;D205;56;170,22;192,9;115,05;90,39;624,56
Nord Ovest;Piemonte;CN;D271;3;9;4,33;2;3;21,33
Nord Ovest;Piemonte;CN;D291;2;3;7;4;7;23
Nord Ovest;Piemonte;CN;D314;0;6,2;7;9;11;33,2
