AREA;Regione;prov;2019_CodCom;NTN 2019 fino a 50 mq;NTN  2019 50 -| 85 mq;NTN 2019 85 -| 115 mq;NTN  2019 115 -| 145 mq;NTN  2019 oltre 145 mq;NTN 2019
Nord Est;Emilia-Romagna;PC;C145;1,33;9;12,76;6,75;15,58;45,42
Centro;Toscana;GR;C147;0;1;3;2;3,5;9,5
Nord Ovest;Piemonte;AL;C148;0;12;9;7;11,5;39,5
Nord Ovest;Piemonte;NO;C149;1;1;0;2;1;5
Centro;Marche;AN;C152;0;2;5,5;3,75;2;13,25
Nord Ovest;Lombardia;CR;C153;2;18,17;30,34;15,08;26,83;92,42
Nord Ovest;Piemonte;AT;C154;0;0;1;1;2,5;4,5
Nord Ovest;Piemonte;BI;C155;0;0;2;1;5;8
Nord Ovest;Piemonte;AL;C156;0;0;1;0;2;3
Nord Ovest;Lombardia;PV;C157;0;6;2;2;4;14
Nord Ovest;Piemonte;AL;C158;1;9;4,83;2,5;9;26,33
Nord Ovest;Piemonte;AL;C160;0;2;0;1;4;7
Nord Ovest;Piemonte;AT;C161;0;0;1;0;0;1
Nord Ovest;Piemonte;AL;C162;1;2,01;1;2;6;12,01
Nord Ovest;Piemonte;CN;C165;0;3;1;2,25;2;8,25
Nord Ovest;Piemonte;NO;C166;7,5;38,5;22,25;15,65;18,63;102,53
Nord Ovest;Piemonte;CN;C167;0;0;4;1;1;6
Sud;Abruzzo;TE;C169;3;1;0,4;2;1,8;8,2
Centro;Toscana;SI;C172;2;2,5;9;3,17;6,5;23,17
Nord Ovest;Piemonte;CN;C173;0;0;1;0;10;11
Centro;Toscana;PI;C174;1;5;2;5,5;5;18,5
Sud;Molise;CB;C175;2;1;0;0;0;3
Nord Ovest;Piemonte;CN;C176;0;2;2;0;3;7
Centro;Lazio;FR;C177;0;1;0;1;4,8;6,8
Sud;Campania;CE;C178;0;2;2;2;1;7
Nord Ovest;Lombardia;VA;C181;3;5,5;10;3;10,5;32
Nord Ovest;Lombardia;PV;C184;0;1;0;3;1,5;5,5
Nord Est;Emilia-Romagna;BO;C185;2;21,5;21,35;12;8,5;65,35
Nord Ovest;Lombardia;SO;C186;0,75;1,75;0;0,5;1;4
Nord Ovest;Lombardia;LC;C187;0;13;6;3;7;29
Sud;Campania;NA;C188;1;9,89;14;4;4;32,89
Nord Est;Veneto;TV;C190;0,38;7;6;7,25;22,75;43,38
Nord Ovest;Lombardia;MN;C195;1;7;10,5;10;19,13;47,63
Sud;Molise;CB;C197;2,33;3;2,08;1;0;8,41
Sud;Puglia;FG;C198;1;3;2,5;4;7;17,5
Sud;Basilicata;PZ;C199;0;0;2;0;0;2
Sud;Molise;IS;C200;0;0;0;0;1;1
Sud;Basilicata;PZ;C201;0;0;1;0;0;1
Sud;Puglia;FG;C202;4,75;4;1;1;1;11,75
Centro;Lazio;RM;C203;7;16;8,25;5;2,67;38,92
Nord Est;Emilia-Romagna;BO;C204;19,5;99,77;86,43;37,65;30;273,35
Nord Ovest;Piemonte;CN;C205;1;0;1;0;0;2
Nord Ovest;Lombardia;CO;C206;0;1;1;0;2;4
Nord Est;Veneto;RO;C207;1,92;6;13,5;12,33;23;56,75
Nord Ovest;Lombardia;BS;C208;6;50;34,67;11;18,5;120,17
Sud;Basilicata;PZ;C209;3;2;1;0;0;6
Isole;Sicilia;ME;C210;1;3;0;1;0;5
Sud;Campania;CE;C211;1;2,9;1,5;1;5;11,4
Nord Ovest;Lombardia;PV;C213;1;2,33;0;1;4;8,33
Nord Ovest;Piemonte;CN;C214;0;1;0;0;1;2
Nord Est;Veneto;RO;C215;1,5;2;3,67;7,17;17,51;31,85
Nord Est;Friuli- Venezia Giulia;PN;C217;1;3,66;0,33;2;3;9,99
Nord Est;Emilia-Romagna;RE;C218;0;15;16,33;11,5;27;69,83
Nord Est;Emilia-Romagna;RE;C219;10;28,66;32,41;18,21;16,13;105,41
Nord Ovest;Lombardia;CO;C220;0;4;2;2;2;10
Sud;Puglia;FG;C222;0;0;0;1;0;1
Centro;Lazio;FR;C223;1;0;1;1;1;4
Centro;Lazio;RI;C224;2;0;2;2;3,5;9,5
Nord Est;Veneto;VR;C225;5;74,17;51,63;18,33;35,55;184,68
Nord Ovest;Piemonte;AT;C226;0;1;1;1;2,58;5,58
Centro;Toscana;SI;C227;16;35,5;23,5;15,42;20,5;110,92
Nord Ovest;Lombardia;LO;C228;1;1;1;1,75;6,22;10,97
Nord Ovest;Piemonte;AL;C229;0;0;4;0;2;6
Nord Ovest;Piemonte;AT;C230;0;0;0;2;5;7
Sud;Campania;SA;C231;0;5;8;1;3;17
Nord Ovest;Piemonte;AT;C232;0;8;3,5;5;7;23,5
Sud;Campania;SA;C235;0;0;0;0;1,67;1,67
Centro;Toscana;LU;C236;1;9,67;5,25;3,22;8;27,14
Centro;Lazio;RM;C237;10,33;17;15;6,83;23,5;72,66
Nord Ovest;Liguria;SP;C240;3;10;15,83;11;8;47,83
Nord Ovest;Piemonte;TO;C241;0;2;3;0;3;8
Nord Est;Emilia-Romagna;MO;C242;3;40,78;68,25;33,2;35,02;180,25
Nord Ovest;Piemonte;AL;C243;1;7;8;4;10;30
Centro;Toscana;PI;C244;2;7,22;7,17;6,5;6;28,89
Sud;Campania;BN;C245;1;1;0;1;3;6
Sud;Molise;IS;C246;2;3;2;1;2;10
Sud;Molise;IS;C247;0;0;0;0;0;0
Centro;Marche;AN;C248;0;1;7;3,5;5,61;17,11
Sud;Campania;BN;C250;0;1;0;1;0;2
Centro;Marche;MC;C251;3;7;21;14;10;55
Centro;Umbria;PG;C252;0;2;4,5;2,17;1;9,67
Nord Ovest;Piemonte;AT;C253;0;3;0;0;2;5
Nord Ovest;Lombardia;BG;C255;0;2;8,8;4,67;7,8;23,27
Sud;Campania;SA;C259;8;16,67;50,14;24,5;20,24;119,55
Nord Est;Emilia-Romagna;PC;C261;3,5;43,5;59,49;40,99;27;174,48
Sud;Campania;SA;C262;4,89;7;1;1;1;14,89
Centro;Toscana;AR;C263;1;3;5,5;8,8;8,49;26,79
Nord Est;Emilia-Romagna;BO;C265;10;66,77;60,75;47,5;47,87;232,89
Centro;Lazio;RM;C266;1;3;1;0;1;6
Centro;Marche;MC;C267;0;0;0;0;0;0
Centro;Lazio;RI;C268;2;0;1;0;1;4
Centro;Lazio;VT;C269;3;5,5;4;5;1,8;19,3
Sud;Molise;IS;C270;0;1;0;0;1;2
Sud;Basilicata;PZ;C271;6;1;2;0;1;10
Isole;Sardegna;SS;C272;31,94;59,85;17,75;6;6,67;122,21
Nord Ovest;Lombardia;VA;C273;0;1;2;2;5,67;10,67
Nord Ovest;Piemonte;AL;C274;0;0;0;0;2,33;2,33
Isole;Sicilia;AG;C275;15,5;14,51;22,07;16,5;9,67;78,25
Nord Ovest;Liguria;SV;C276;1;4,5;1;1;0;7,5
Sud;Abruzzo;AQ;C278;0;0;0;0;0;0
Sud;Abruzzo;AQ;C279;1;0;3;1,22;1,78;7
Sud;Campania;BN;C280;0;0;0,67;2;4;6,67
Nord Ovest;Valle d'Aosta;AO;C282;2;10,33;11,08;3,66;0;27,07
Sud;Campania;AV;C283;1;1;1;1;3;7
Sud;Campania;BN;C284;0;3,67;0,5;1;1;6,17
Sud;Calabria;RC;C285;11,5;20;10,75;3;4;49,25
Isole;Sicilia;TP;C286;9;48,63;53,41;64,3;53,38;228,72
Nord Est;Emilia-Romagna;MO;C287;10;27,5;37;17;41,16;132,66
Nord Est;Emilia-Romagna;PC;C288;1;10,5;13,33;17,5;16,58;58,91
Centro;Umbria;TR;C289;2;4,23;5;1;5;17,23
Nord Ovest;Lombardia;CR;C290;0;0;0;1;0;1
Sud;Campania;CE;C291;11,89;102,19;108,43;79,08;114,56;416,15
Nord Est;Emilia-Romagna;BO;C292;5,33;58,05;70,28;53;29,91;216,57
Nord Ovest;Lombardia;BS;C293;4;32,33;33,83;18,5;40,16;128,82
Nord Ovest;Valle d'Aosta;AO;C294;3,25;6,11;7;4;2;22,36
Nord Est;Emilia-Romagna;BO;C296;2;21,56;11,72;12;10,95;58,23
Isole;Sicilia;CT;C297;4,58;18,33;11,38;4,42;13,22;51,93
Sud;Abruzzo;CH;C298;0;1;1;1;1;4
Nord Ovest;Lombardia;VA;C300;0;20;23;15,33;17;75,33
Sud;Calabria;CS;C301;0;3;3;1;1;8
Nord Ovest;Liguria;GE;C302;0;1;4,5;2;3,5;11
Centro;Toscana;LU;C303;0;1;1;3,25;4,75;10
Nord Ovest;Lombardia;LO;C304;0;9,5;14;6;4;33,5
Sud;Campania;SA;C306;0;3;2;2;3;10
Nord Ovest;Piemonte;TO;C307;0;10,92;13,5;13,4;33,32;71,14
Sud;Abruzzo;PE;C308;0;2;1;1;0;4
Centro;Umbria;PG;C309;12;34;51,3;23,25;35,38;155,93
Centro;Toscana;GR;C310;30,67;62,54;28,21;15;17,25;153,67
Sud;Abruzzo;TE;C311;0;4,5;3,5;1;3;12
Nord Ovest;Lombardia;MN;C312;8;74,33;62,57;33,67;40,82;219,39
Centro;Toscana;SI;C313;5;13,33;12;2;4;36,33
Nord Ovest;Piemonte;CN;C314;0;0;0;0;1;1
Centro;Lazio;VT;C315;0;6;3;1;9;19
Sud;Abruzzo;TE;C316;0;1;0;1;7;9
Nord Ovest;Piemonte;CN;C317;0;0;1;0;3;4
Centro;Toscana;AR;C318;1;2;3,5;5;1;12,5
Centro;Toscana;AR;C319;3;21,17;26,5;29,83;36,84;117,34
Centro;Marche;AP;C321;1;2,5;3,75;2;6;15,25
Sud;Abruzzo;TE;C322;0;2;0;1;0;3
Nord Ovest;Piemonte;CN;C323;1;0;1,5;2;3,25;7,75
Nord Ovest;Lombardia;BG;C324;20,25;43,67;44,5;13,97;14,84;137,23
Nord Ovest;Lombardia;SO;C325;1;4,67;4;2,67;0,25;12,59
Nord Est;Friuli- Venezia Giulia;UD;C327;2;3;7;2;10,3;24,3
Nord Ovest;Lombardia;LO;C329;2;8;11;7;7,5;35,5
Nord Ovest;Lombardia;BS;C330;0;0,67;1;3;3;7,67
Centro;Marche;AP;C331;0,5;3,25;1,98;3;4;12,73
Nord Ovest;Lombardia;BS;C332;0,4;18;29,9;18;28,17;94,47
Sud;Puglia;LE;C334;0;2;0;3;2;7
Sud;Puglia;LE;C335;1;1;2;0;10,8;14,8
Sud;Puglia;LE;C336;9,5;20,5;22,1;9;15,33;76,43
Nord Ovest;Lombardia;BG;C337;2;8;9;0,67;2,4;22,07
Centro;Lazio;FR;C338;0,17;0;2;2;6,67;10,84
Nord Est;Emilia-Romagna;FO;C339;7;19,5;20;5,5;9,33;61,33
Centro;Lazio;FR;C340;0;1;2,5;2;4,6;10,1
Isole;Sicilia;AG;C341;0;1;3;3;4;11
Isole;Sicilia;EN;C342;12,58;36,32;39,42;36,5;26,8;151,62
Nord Ovest;Lombardia;VA;C343;0;11,51;11,44;8,5;15,53;46,98
Isole;Sicilia;PA;C344;3;5;3;1;2;14
Sud;Basilicata;PZ;C345;1;1;0;2;0;4
Sud;Molise;CB;C346;2;4;1;2;2;11
Isole;Sicilia;ME;C347;1;3;3;2;1;10
Sud;Calabria;CS;C348;0;1;0;0;0;1
Sud;Calabria;CS;C349;8,97;19,8;27,17;30,83;34,5;121,27
Isole;Sicilia;CT;C351;416,03;732,6;774,72;648,23;470,28;3041,86
Sud;Calabria;CZ;C352;46,22;209,62;241,82;131,17;122,04;750,87
Isole;Sicilia;EN;C353;2;5;4,25;3,8;3;18,05
Sud;Abruzzo;PE;C354;1;2;0;2,63;3;8,63
Isole;Sicilia;AG;C356;12,72;12;6;5;5;40,72
Nord Est;Emilia-Romagna;RN;C357;30,33;72,5;44,12;20,75;19,75;187,45
Sud;Campania;BN;C359;0;0;0;0;1;1
Nord Ovest;Lombardia;PV;C360;1;23;20;13;10;67
Sud;Campania;SA;C361;22,88;63,13;76,83;70,66;57,33;290,83
Nord Ovest;Piemonte;BI;C363;2;9;5;4;11;31
Nord Ovest;Piemonte;NO;C364;0;0;0;0;2;2
Nord Ovest;Piemonte;NO;C365;0;2;1;1;4;8
Nord Ovest;Piemonte;TO;C369;2;6;7,75;9,39;18,5;43,64
Nord Est;Veneto;VR;C370;7,5;33;34;15;21,92;111,42
Nord Ovest;Piemonte;CN;C375;0;1;0;0;3;4
Nord Ovest;Piemonte;CN;C376;1;3,5;13,5;11;15,89;44,89
Sud;Puglia;LE;C377;3;12;40,5;26,17;26;107,67
Nord Ovest;Piemonte;NO;C378;0;0,89;2,39;1;6,5;10,78
Nord Ovest;Lombardia;CO;C381;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C382;2;21,5;12;7,33;8,5;51,33
Nord Est;Veneto;VE;C383;1;28,9;29,5;19,72;27,56;106,68
Nord Est;Veneto;TV;C384;0;4;4;1,5;10;19,5
Nord Est;Friuli- Venezia Giulia;PN;C385;0,67;0;2;5;4,44;12,11
Nord Ovest;Piemonte;AL;C387;0;0;0;0;2;2
Nord Est;Veneto;VE;C388;174,12;656,71;216,65;73,59;59,91;1180,98
Nord Est;Friuli- Venezia Giulia;UD;C389;0;1;2;3,67;4;10,67
Centro;Lazio;RM;C390;4;29,35;29,16;12;12,89;87,4
Nord Ovest;Lombardia;LO;C394;0;7,5;9;4,5;6;27
Nord Ovest;Lombardia;MI;C395;9;47,17;56,33;17;10,51;140,01
Nord Ovest;Lombardia;BG;C396;0;8;13,1;5;9;35,1
Nord Est;Emilia-Romagna;MO;C398;2;13,5;21;8,17;12,25;56,92
Nord Ovest;Piemonte;TO;C404;2;12;14,5;4;16,17;48,67
Nord Est;Emilia-Romagna;RE;C405;4;19,5;51,73;31,67;20;126,9
Nord Ovest;Lombardia;MN;C406;2;1;0;1,25;5,25;9,5
Centro;Toscana;AR;C407;10;32,64;37;12,83;6;98,47
Nord Ovest;Lombardia;BS;C408;0;11;13,01;20;29,5;73,51
Nord Ovest;Lombardia;VA;C409;0;2;2,01;0;4;8,01
Nord Ovest;Lombardia;BG;C410;2;0;6,5;2;3;13,5
Nord Est;Veneto;VR;C412;1,5;7,5;2;3;5,16;19,16
Centro;Lazio;FR;C413;2;18;22,54;17,5;26,33;86,37
Nord Ovest;Lombardia;PV;C414;0;1;1;0;1;3
Centro;Toscana;LI;C415;35,5;152,6;108,18;46,07;56,63;398,98
Nord Ovest;Lombardia;BS;C417;0;1;0,86;0,67;1;3,53
Nord Ovest;Lombardia;SO;C418;0;0;2;2;2;6
Isole;Sicilia;PA;C420;0;0;2;3;2;7
Isole;Sicilia;PA;C421;29,91;91,54;68,33;25,5;11,32;226,6
Nord Est;Veneto;VE;C422;1;16;21;12;19;69
Sud;Puglia;BR;C424;85,01;38,13;36,87;32,5;18,9;211,41
Sud;Abruzzo;AQ;C426;5;10,33;7;3,94;6,25;32,52
Sud;Abruzzo;CH;C428;0;1;2;0;1;4
Sud;Puglia;FG;C429;0;1;0;0;0,75;1,75
Sud;Calabria;CS;C430;2,1;2;0;2;3;9,1
Nord Ovest;Piemonte;AL;C432;0;0;0;0,83;6,33;7,16
Nord Ovest;Lombardia;CR;C435;0;1;0;0;2;3
Sud;Puglia;BA;C436;1;6;14;9,5;10;40,5
Sud;Calabria;CS;C437;0;0;0;0;1;1
Nord Ovest;Piemonte;AT;C438;0;0;0,25;3;7,5;10,75
Nord Ovest;Lombardia;BS;C439;2;8;9;11,83;16,83;47,66
Nord Ovest;Piemonte;AT;C440;0;1;0;0;5;6
Nord Ovest;Piemonte;CN;C441;0;2;1;0;0;3
Sud;Puglia;FG;C442;5,32;1;0;0;0,89;7,21
Nord Ovest;Liguria;SV;C443;11;44,11;29,43;12,67;5,33;102,54
Sud;Campania;SA;C444;1;2,5;0;3,83;2;9,33
Centro;Lazio;VT;C446;4;2;5,67;0,5;5;17,17
Centro;Lazio;VT;C447;5,5;3;3;0,5;2;14
Sud;Puglia;BR;C448;1;7;3,65;4;5,5;21,15
Sud;Abruzzo;TE;C449;0,5;1,78;1;2;1;6,28
Sud;Calabria;CZ;C453;0;0;0;1;1;2
Nord Ovest;Lombardia;BG;C456;2;5;10;8;7,4;32,4
Nord Ovest;Lombardia;BG;C457;3;11,5;16,5;7,5;16;54,5
Nord Est;Veneto;BL;C458;7;10;7;1;7;32
Nord Ovest;Lombardia;BG;C459;0;12,68;10,01;8;6,51;37,2
Nord Est;Veneto;RO;C461;0;1;2;5,5;4;12,5
Nord Ovest;Liguria;SV;C463;0;7;9,5;2,5;3;22
Nord Ovest;Piemonte;CN;C466;2;15,89;13,5;9,75;24,5;65,64
Nord Est;Emilia-Romagna;FE;C469;10,51;111,5;150,3;58,89;76,47;407,67
Sud;Campania;SA;C470;4,7;28,62;9;7;3,9;53,22
Isole;Sicilia;EN;C471;12;12;5,05;3;5;37,05
Sud;Calabria;CZ;C472;1;0;0;0;1;2
Sud;Abruzzo;PE;C474;1;12;10;13;10;46
Sud;Campania;BN;C476;1;2,17;1;4;7,5;15,67
Nord Ovest;Piemonte;VB;C478;1;3;1;0,67;4,5;10,17
Centro;Lazio;FR;C479;2;6;5;9,85;8,42;31,27
Isole;Sicilia;EN;C480;1;2,33;4,83;4,89;5,03;18,08
Nord Ovest;Liguria;GE;C481;1;8,5;9;10;9;37,5
Nord Ovest;Lombardia;CO;C482;0;1;0;0;2;3
Nord Ovest;Piemonte;NO;C483;1;11;24;11,16;15;62,16
Nord Ovest;Lombardia;PV;C484;2;10,5;13;7;2;34,5
Sud;Campania;SA;C485;2;0,67;0;1;3,5;7,17
Sud;Molise;CB;C486;0;1;2;0;5;8
Nord Ovest;Piemonte;TO;C487;0;0;2,5;1;1;4,5
Sud;Molise;CB;C488;0;1;1;0;0;2
Sud;Calabria;CS;C489;5;1;3;2;0;11
Sud;Abruzzo;AQ;C492;2;0;2;1;0;5
Nord Ovest;Lombardia;SO;C493;0;1,17;0;2;1;4,17
Nord Est;Friuli- Venezia Giulia;UD;C494;0;2;1;0;1;4
Sud;Campania;NA;C495;14,42;18,42;36,54;16,92;8,52;94,82
Isole;Sicilia;PA;C496;0;4;0,5;5,5;3,33;13,33
Nord Ovest;Piemonte;TO;C497;8;19;3;1,5;5,17;36,67
Nord Est;Veneto;VR;C498;1;33,66;45,08;37,53;68;185,27
Nord Est;Veneto;RO;C500;1;3;7;10;11,63;32,63
Nord Ovest;Lombardia;MN;C502;0;2;2;2;7,01;13,01
Nord Ovest;Piemonte;AL;C503;0;1;0;1;2;4
Nord Ovest;Piemonte;CN;C504;0;3;3;2;9;17
Nord Ovest;Piemonte;TO;C505;3;8;0;1;0;12
Nord Ovest;Lombardia;BG;C506;4;8;5;4,08;4,5;25,58
Nord Ovest;Piemonte;AL;C507;0;0;0;0;4;4
Nord Ovest;Lombardia;PV;C508;0;1;0;0;1;2
Nord Ovest;Lombardia;PV;C509;0;0;0;1;1;2
Nord Ovest;Liguria;SV;C510;84,42;107,67;13,5;8,5;2;216,09
Nord Ovest;Liguria;IM;C511;8;11,67;6;0;0;25,67
Nord Ovest;Lombardia;MI;C512;2;20,5;24;19;8;73,5
Nord Est;Emilia-Romagna;PC;C513;1;2;2,5;0;1;6,5
Sud;Puglia;FG;C514;63,65;97,92;98,55;127,14;57,07;444,33
Sud;Calabria;CS;C515;2;4;4,5;1;11,17;22,67
Nord Ovest;Lombardia;CO;C516;3;25;20,5;20,5;22;91
Sud;Abruzzo;TE;C517;3;2;3;0;3,92;11,92
Centro;Lazio;RM;C518;6;3;2;1,5;2;14,5
Nord Ovest;Lombardia;CO;C520;9;30,38;29;8;14,38;90,76
Nord Ovest;Lombardia;LC;C521;0;11;14,5;5,38;8;38,88
Nord Ovest;Lombardia;MI;C523;18,67;153,17;169,22;80,67;35,69;457,42
Centro;Marche;AN;C524;0;1,28;2,17;7,17;1;11,62
Sud;Campania;BN;C525;2,05;4;5,99;0,5;3,83;16,37
Centro;Umbria;PG;C527;1;1;1,75;0;3,43;7,18
Nord Ovest;Piemonte;AT;C528;0;0;0;0;2;2
Centro;Toscana;FI;C529;2;28,83;22,42;11,25;17;81,5
Nord Ovest;Piemonte;CN;C530;0;4;2;0;3;9
Nord Ovest;Piemonte;AL;C531;0;0;0;0;3;3
Nord Ovest;Piemonte;BI;C532;0,75;1;6,75;9;4,75;22,25
Nord Ovest;Piemonte;AT;C533;0;0;0,5;1;3;4,5
Sud;Molise;IS;C534;1;1;0;1,5;0,33;3,83
Nord Ovest;Lombardia;MI;C536;2;16;20;9;21,5;68,5
Nord Ovest;Lombardia;MI;C537;8;75,5;44,67;21,6;21,34;171,11
Nord Est;Veneto;VR;C538;2;13;9;7,5;15,07;46,57
Sud;Basilicata;PZ;C539;0;1;1;0;0;2
Centro;Toscana;FI;C540;3,67;36,81;54,84;21;37,66;153,98
Nord Ovest;Lombardia;PV;C541;4,33;29;17;11;4,67;66
Sud;Calabria;CZ;C542;0,67;0;1,66;0;0;2,33
Centro;Lazio;RM;C543;13;8,33;1;2;2;26,33
Nord Est;Veneto;PD;C544;0;7;11,16;20;17;55,16
Centro;Lazio;FR;C545;6;6,75;7;2;16,02;37,77
Nord Ovest;Piemonte;CN;C547;3;11,17;13,5;5;15;47,67
Nord Ovest;Piemonte;VC;C548;1;2;3;0;1;7
Nord Ovest;Lombardia;BS;C549;1;1;0;0;1;3
Nord Ovest;Piemonte;CN;C550;0;5;8;4;6;23
Nord Ovest;Lombardia;PV;C551;0;0;0;3;4,5;7,5
Centro;Lazio;RM;C552;77,75;210,48;143,72;71,79;61,21;564,95
Nord Est;Emilia-Romagna;RA;C553;43;256,17;136,89;42,17;47,45;525,68
Sud;Calabria;CS;C554;0;0;1;0,51;2;3,51
Nord Ovest;Lombardia;LO;C555;0;17;3,5;6;16;42,5
Sud;Campania;AV;C557;5,04;10,13;7,5;5;10,52;38,19
Sud;Campania;CE;C558;5;3,44;1;6,5;3,83;19,77
Nord Ovest;Liguria;IM;C559;13;19,75;8;5;0;45,75
Sud;Calabria;CS;C560;2;0;2;3;2;9
Sud;Campania;CE;C561;1;3;17,5;16,5;9,5;47,5
Nord Ovest;Lombardia;LC;C563;0;2;9;3;2,22;16,22
Nord Ovest;Piemonte;TO;C564;38,09;45,16;13;4,75;3,38;104,38
Nord Ovest;Lombardia;MI;C565;20;130,52;60,49;10,17;4,8;225,98
Nord Ovest;Lombardia;MI;C566;36,06;214,83;154,98;76,83;44,75;527,45
Nord Ovest;Piemonte;VB;C567;0;1;0;1;1;3
Isole;Sicilia;ME;C568;1,67;1;2,5;1;2,6;8,77
Nord Ovest;Lombardia;MI;C569;11,67;64,34;42,34;21,4;20,92;160,67
Nord Est;Emilia-Romagna;FO;C573;56,32;221,06;277,31;159,27;202,86;916,82
Nord Est;Emilia-Romagna;FO;C574;82,37;178,35;82,87;29,17;51,62;424,38
Sud;Campania;AV;C576;0;1;3;2;9,67;15,67
Nord Est;Veneto;BL;C577;0;1;5;2,58;11,57;20,15
Nord Ovest;Liguria;IM;C578;2;2;2;0;0;6
Nord Est;Veneto;TV;C580;3,5;5;15;9;16,39;48,89
Sud;Calabria;VV;C581;4;0;1;0;1;6
Centro;Marche;MC;C582;0;0;0;0;1;1
Nord Ovest;Piemonte;AT;C583;0;0;0;0;2;2
Sud;Campania;SA;C584;0;1,83;0,89;1;0;3,72
Nord Ovest;Lombardia;BS;C585;0;3,67;0;2,87;0,86;7,4
Centro;Toscana;SI;C587;0;5;6;9,87;11;31,87
Sud;Calabria;CS;C588;11;17;12,5;8,33;12,5;61,33
Nord Ovest;Piemonte;CN;C589;6;14;18;5;21;64
Nord Ovest;Lombardia;BS;C591;1;4;0;0;2;7
Nord Ovest;Valle d'Aosta;AO;C593;2;5;2,08;0;1;10,08
Nord Ovest;Valle d'Aosta;AO;C594;0;5;2;0;0;7
Nord Ovest;Valle d'Aosta;AO;C595;0;2;1;1;1;5
Nord Ovest;Valle d'Aosta;AO;C596;0;3;1;1;1;6
Nord Ovest;Valle d'Aosta;AO;C598;3;11;7;3;2;26
Nord Ovest;Piemonte;CN;C599;5,64;29,55;41,15;17,05;58,88;152,27
Isole;Sardegna;SS;C600;0;0;0;0;2;2
Nord Ovest;Piemonte;TO;C604;1;1;1;1;3;7
Nord Est;Veneto;VI;C605;0;20;21;16,83;19;76,83
Sud;Campania;AV;C606;0;0;0;0;0;0
Centro;Toscana;SI;C608;13,33;29,17;17,17;7,5;10;77,17
Centro;Toscana;PI;C609;2;5,25;4,5;2,05;8,8;22,6
Nord Ovest;Piemonte;TO;C610;2;2;6;6,8;3,75;20,55
Isole;Sicilia;RG;C612;6;15;9,33;11,67;5,17;47,17
Isole;Sardegna;SS;C613;0;1,25;4;2,67;3;10,92
Nord Est;Veneto;TV;C614;1;9;5;3;9,53;27,53
Centro;Marche;AN;C615;5,95;31,92;52,32;40,1;22,41;152,7
Sud;Calabria;CZ;C616;4;6,25;0,86;1;1;13,11
Nord Ovest;Lombardia;BS;C618;13;54;59,33;36,67;59,33;222,33
Sud;Basilicata;PZ;C619;2,58;3,72;5,86;0;0;12,16
Sud;Molise;IS;C620;0;1;0;0;1;2
Nord Ovest;Liguria;GE;C621;24,1;113,2;134,07;38,5;32,5;342,37
Nord Ovest;Lombardia;SO;C623;5,53;34,83;33,62;16,1;3,08;93,16
Nord Ovest;Piemonte;TO;C624;1;2;0;3;6;12
Nord Ovest;Piemonte;TO;C627;13;139,98;133,21;41,62;66,1;393,91
Nord Ovest;Lombardia;SO;C628;24,43;28,37;9,51;4;1;67,31
Nord Ovest;Piemonte;TO;C629;0;0;0;3;1;4
Nord Est;Veneto;BL;C630;0;2;4;0;2;8
Centro;Toscana;PT;C631;0;2,33;3;6,5;11,33;23,16
Sud;Abruzzo;CH;C632;21;128,66;128,82;72,3;56,66;407,44
Sud;Puglia;FG;C633;2;6,81;4;1;2;15,81
Nord Ovest;Lombardia;CR;C634;1;4,67;3;5;7,5;21,17
Nord Ovest;Lombardia;BG;C635;1,03;14,5;7;9,92;10,45;42,9
Nord Ovest;Lombardia;PV;C637;1;9,77;11,89;15,92;7;45,58
Nord Est;Veneto;VE;C638;174,5;257,38;189,24;86,99;65,23;773,34
Nord Ovest;Piemonte;TO;C639;8;8;1;3;1;21
Nord Est;Friuli- Venezia Giulia;PN;C640;0;5,5;12;6;12,63;36,13
Centro;Toscana;AR;C648;0;1,17;2;0;0;3,17
Nord Ovest;Lombardia;BG;C649;0;15,25;16;11,5;12,66;55,41
Nord Est;Veneto;VI;C650;1;5;5;2;8,75;21,75
Nord Ovest;Lombardia;SO;C651;1;1,5;2,5;2;3;10
Nord Ovest;Piemonte;CN;C653;2;17;4,25;4;8;35,25
Isole;Sicilia;PA;C654;2,5;3,5;6,8;2;3;17,8
Nord Ovest;Piemonte;TO;C655;2;5;4;1;1;13
Nord Est;Friuli- Venezia Giulia;UD;C656;6;6,93;1;1;1,5;16,43
Nord Ovest;Liguria;IM;C657;1;0;1;3;1;6
Nord Ovest;Piemonte;AT;C658;0;0;2;0;2,5;4,5
Sud;Campania;AV;C659;1;3;1;1;3;9
Nord Ovest;Liguria;IM;C660;4;1;4;2;0;11
Centro;Toscana;SI;C661;4;3,5;5,5;3;7;23
Centro;Toscana;SI;C662;5;4;11;15,84;11;46,84
Centro;Toscana;AR;C663;1,51;2,5;4;4,67;9,84;22,52
Nord Ovest;Piemonte;TO;C665;9;144,33;114,86;52,3;45,42;365,91
Isole;Sicilia;AG;C668;6;9,5;3,75;6,25;7,34;32,84
Nord Est;Emilia-Romagna;RE;C669;1;7,46;9,89;4;10,71;33,06
Nord Est;Veneto;TV;C670;2;10;12,17;15,3;23,5;62,97
Nord Est;Veneto;BL;C672;1,5;4;1;2;0;8,5
Nord Ovest;Liguria;GE;C673;1;3;2,75;3;2;11,75
Sud;Calabria;CZ;C674;1;4;0;0;3;8
