AREA;Regione;prov;2018_CodCom;NTN fino a 50 mq;NTN 50 -| 85 mq;NTN  85 -| 115 mq;NTN 115 -| 145 mq;NTN  oltre 145 mq;NTN 2018
Isole;Sicilia;PA;C871;2;8,5;7,8;7,67;3;28,97
Sud;Molise;CB;C875;2,07;2,33;3,03;2;2;11,43
Centro;Lazio;RI;C876;3;1;1;3;3,33;11,33
Centro;Marche;AP;C877;1;2;13,33;9,75;4,11;30,19
Sud;Molise;IS;C878;0;3;1;1;3;8
Sud;Campania;SA;C879;0,45;1;1;2;4;8,45
Centro;Lazio;RI;C880;3,5;1;1;0;0;5,5
Isole;Sardegna;CA;C882;2;0;0;0;1,5;3,5
Nord Ovest;Lombardia;BS;C883;2,83;5,75;6,06;1,22;4,21;20,07
Nord Ovest;Piemonte;VC;C884;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;0;1;3;3;6;13
Centro;Marche;MC;C886;0;5;7;2;0;14
Sud;Basilicata;MT;C888;1;1;2,5;1;2;7,5
Nord Est;Veneto;VR;C890;2;15,5;15,73;14,81;33,72;81,76
Nord Ovest;Lombardia;BS;C893;2,5;17,5;23,67;13,72;17,08;74,47
Nord Ovest;Lombardia;BG;C894;5;18,17;40,5;23,69;23,47;110,83
Nord Ovest;Lombardia;MI;C895;58,21;280,07;188,02;49,92;22,72;598,94
Nord Est;Veneto;VR;C897;2;19;25;14;40,89;100,89
Centro;Lazio;RM;C900;2,17;12,89;8;5,42;5;33,48
Sud;Abruzzo ;TE;C901;0;7;5;16;6;34
Nord Ovest;Lombardia;CO;C902;0;1;3;1;0;5
Nord Ovest;Lombardia;SO;C903;2;3;1;1,5;4;11,5
Nord Est;Emilia-Romagna;PR;C904;2;34;21,9;15,83;18,5;92,23
Sud;Calabria;CS;C905;0;0;0;0;2;2
Nord Ovest;Lombardia;MI;C908;0;14;9;3;4;30
Nord Ovest;Lombardia;BG;C910;1;2;2;1;5,5;11,5
Nord Ovest;Lombardia;VA;C911;1;4;5;1;3,5;14,5
Nord Est;Emilia-Romagna;FE;C912;200,52;398,94;99,33;42,75;32,77;774,31
Centro;Toscana;MS;C914;0;3;3;1,17;0,17;7,34
Nord Ovest;Lombardia;LO;C917;0;11,75;7,5;2;4;25,25
Nord Est;Friuli- Venezia Giulia;UD;C918;0;2;0;0;0;2
Nord Est;Veneto;BL;C919;8,66;6;6,5;3;1;25,16
Nord Est;Veneto;BL;C920;5;9,75;8,5;7,5;0,22;30,97
Nord Ovest;Lombardia;VA;C922;0;6,67;7;1,22;9,67;24,56
Nord Ovest;Lombardia;BS;C925;2;3;9;6;7,5;27,5
Nord Ovest;Piemonte;NO;C926;0;0;0;5,9;4;9,9
Isole;Sicilia;RG;C927;25,28;27,78;42,78;34,17;27,54;157,55
Isole;Sicilia;AG;C928;2;4;4,51;0;0;10,51
Sud;Campania;NA;C929;0;2;0;0;4;6
Nord Ovest;Lombardia;MN;C930;0;0;1;2;4,13;7,13
Nord Ovest;Lombardia;CO;C933;88,17;362,56;321,01;139,38;126,7;1037,82
Nord Est;Emilia-Romagna;PR;C934;0;4;0;1;4;9
Centro;Marche;AP;C935;0;5,5;15,33;3,67;1;25,5
Nord Ovest;Lombardia;CO;C936;1;7,83;7,99;6;6,49;29,31
Nord Ovest;Lombardia;BG;C937;4;9;8,21;5;4,25;30,46
Nord Est;Veneto;VE;C938;0,22;2,15;4,5;6,72;5;18,59
Sud;Campania;CE;C939;0;3;1;1,5;2;7,5
Sud;Campania;SA;C940;0;3;3;0,5;1;7,5
Sud;Molise;IS;C941;0;0;0;0;0;0
Nord Est;Veneto;VR;C943;0;0;0;1;4;5
Centro;Lazio;RI;C946;1,5;1;1;0;0;3,5
Nord Ovest;Lombardia;BS;C948;4,5;49,3;45,22;29,17;39,86;168,05
Nord Est;Veneto;VI;C949;3;7;5,67;4;10,34;30,01
Nord Est;Veneto;VE;C950;2;12,5;16,42;21,78;25,87;78,57
Nord Est;Emilia-Romagna;MO;C951;1;15,8;11,5;2,5;20,35;51,15
Nord Ovest;Lombardia;MI;C952;16;62;73,64;31,39;16;199,03
Sud;Calabria;RC;C954;1;6;0,25;5;2;14,25
Nord Ovest;Piemonte;TO;C955;11;24,02;11,67;9,31;5,67;61,67
Isole;Sicilia;ME;C956;2;2;0;0;0;4
Nord Est;Veneto;TV;C957;21,67;77,51;115,56;82,52;79,08;376,34
Nord Ovest;Lombardia;PV;C958;1;3;2;3,25;5,5;14,75
Centro;Lazio;RI;C959;1;2;0;1;2;6
Sud;Calabria;CZ;C960;0;0,67;0,75;1;1;3,42
Nord Ovest;Piemonte;AL;C962;0;0;0;1;3;4
Nord Est;Emilia-Romagna;RA;C963;1;8;10;5,5;33,73;58,23
Nord Est;Veneto;PD;C964;0,37;20,67;13,85;26,57;19,83;81,29
Isole;Sicilia;PA;C968;1;1;2,5;3,8;1;9,3
Centro;Lazio;RI;C969;0;4;5;6;9;24
Sud;Campania;AV;C971;1,2;1;4,2;0,7;2;9,1
Sud;Abruzzo ;TE;C972;0;2;2;0;3;7
Sud;Campania;SA;C973;0;1;2;0;2;5
Sud;Campania;SA;C974;1;2;3;1;2;9
Sud;Puglia;BA;C975;19,47;40;64,5;52,24;30,42;206,63
Sud;Campania;AV;C976;0;1;4;3;3;11
Nord Ovest;Piemonte;AL;C977;0,5;0;0;1;7;8,5
Sud;Puglia;LE;C978;12;20,2;26,15;25,64;39,62;123,61
Nord Ovest;Lombardia;PV;C979;0;7;5;3,5;2;17,5
Nord Est;Emilia-Romagna;FE;C980;2;35;52,4;27,79;39,75;156,94
Nord Ovest;Lombardia;PV;C982;0;0;0;2;4;6
Sud;Puglia;BA;C983;121,06;121,53;133,82;93,28;64,66;534,35
Sud;Campania;SA;C984;1;2;3;3;4;13
Nord Ovest;Lombardia;MI;C986;19,67;86;82,5;35,5;43;266,67
Nord Est;Veneto;RO;C987;1;6;4;1,5;5;17,5
Centro;Lazio;VT;C988;1;1;5;2,5;1;10,5
Centro;Umbria;PG;C990;7,9;59,83;74,67;52,33;52;246,73
Nord Est;Friuli- Venezia Giulia;PN;C991;9;38,5;31,5;24,08;54,33;157,41
Nord Est;Veneto;TV;C992;1;16;15,5;9,25;12,75;54,5
Nord Est;Friuli- Venezia Giulia;PN;C993;2;6;4;4,5;9,83;26,33
Nord Ovest;Liguria;GE;C995;1;0;2;0;1;4
Centro;Toscana;LU;C996;1;4,2;5;7;9,7;26,9
Centro;Lazio;FR;C998;0;2;0;0;2;4
Sud;Abruzzo ;AQ;C999;1;0,5;2,5;4;1,25;9,25
Centro;Lazio;LT;D003;11;22;18,17;11,5;8,5;71,17
Nord Est;Emilia-Romagna;RN;D004;2;24,67;15;5;6,92;53,59
Sud;Puglia;LE;D006;4;7;5;10,17;15,75;41,92
Centro;Marche;AN;D007;0;6;6;9,5;6;27,5
Nord Ovest;Piemonte;TO;D008;6,69;7,19;9,33;3;10;36,21
Isole;Sicilia;PA;D009;6;17,33;15,52;10,83;11,46;61,14
Sud;Basilicata;PZ;D010;5;1;4;5;0;15
Sud;Campania;SA;D011;2;0;1;0;0;3
Nord Ovest;Valle d'Aosta;AO;D012;16,92;48,02;23,75;17;13,23;118,92
Nord Ovest;Lombardia;MI;D013;27;189;61,95;17,57;8,5;304,02
Nord Ovest;Lombardia;BG;D015;0;4;1;0;4;9
Nord Ovest;Lombardia;BG;D016;3,67;3,5;0,38;1;0;8,55
Nord Ovest;Lombardia;MI;D018;25,17;99,92;82,82;40,5;15,83;264,24
Nord Ovest;Lombardia;MI;D019;9,25;54;40,33;12,33;11,72;127,63
Nord Est;Veneto;VI;D020;0;7,5;26,33;23,22;29,38;86,43
Nord Ovest;Lombardia;LO;D021;1;5;9;1;4;20
Nord Ovest;Piemonte;CN;D022;1;3,5;5;4,5;8,5;22,5
Centro;Lazio;VT;D024;19;96,54;82,12;26,25;36;259,91
Nord Est;Emilia-Romagna;PR;D026;3;4,86;6,83;0,17;5;19,86
Nord Est;Friuli- Venezia Giulia;UD;D027;0;3;1;3;4;11
Nord Ovest;Lombardia;LO;D028;0;1;4;1;3,5;9,5
Nord Ovest;Lombardia;LO;D029;0;0;0;1;2;3
Nord Est;Veneto;TV;D030;0;17;6;6,4;24;53,4
Nord Ovest;Lombardia;MI;D033;0;1;0;2,5;1;4,5
Nord Est;Emilia-Romagna;RE;D037;3;62,02;74,04;43,78;64,67;247,51
Nord Ovest;Lombardia;MI;D038;1,8;22,81;14,87;3;17,33;59,81
Nord Est;Veneto;PD;D040;0;1;9,47;5;14,01;29,48
Nord Ovest;Lombardia;CO;D041;0;1;0;0;0;1
Centro;Marche;MC;D042;3,5;20,25;22;29,52;24,72;99,99
Sud;Abruzzo ;TE;D043;0;5;7,57;8;15,54;36,11
Sud;Puglia;LE;D044;2;6,27;3;0,83;2;14,1
Nord Ovest;Lombardia;MI;D045;64,57;261,81;111,53;20,58;8;466,49
Nord Ovest;Piemonte;AT;D046;0;0;1;0;3,83;4,83
Sud;Calabria;CZ;D049;3;1;3,5;0;1;8,5
Nord Ovest;Piemonte;AT;D050;0;1;0;0;3;4
Nord Ovest;Piemonte;AT;D051;1;0;0;1,88;2;4,88
Nord Ovest;Piemonte;AT;D052;0;0;1;1;4;6
Nord Est;Emilia-Romagna;PC;D054;1;2;1,83;2;1,67;8,5
Nord Ovest;Lombardia;CR;D056;0;1;0;0;8;9
Nord Ovest;Lombardia;CR;D057;0;0;1;4;2;7
Nord Ovest;Lombardia;BS;D058;8,91;31,67;30,61;18,11;11,94;101,24
Nord Est;Emilia-Romagna;PC;D061;2;9;9;7;9;36
Nord Ovest;Piemonte;CN;D062;0;1;4;0;4;9
Nord Ovest;Lombardia;BS;D064;26;51,02;11,17;1,16;0;89,35
Nord Ovest;Lombardia;LC;D065;3;2;2;2;0;9
Nord Ovest;Lombardia;BG;D066;0;3,83;6;2;4,17;16
Nord Ovest;Lombardia;LO;D068;8;2;6,06;6,06;3,12;25,24
Nord Ovest;Piemonte;AT;D072;0;0;0;0;1;1
Sud;Abruzzo ;TE;D076;0;2;0;0;0;2
Centro;Toscana;AR;D077;7;21,5;46,87;29,4;61,7;166,47
Sud;Abruzzo ;PE;D078;0;1;0;2;2;5
Nord Ovest;Lombardia;PV;D081;0;1;2,34;1;2;6,34
Nord Ovest;Lombardia;BS;D082;0;1;5;2;2,33;10,33
Nord Est;Friuli- Venezia Giulia;UD;D085;1,75;1;3,75;1;9;16,5
Sud;Calabria;CS;D086;35,38;117,62;197,01;139,27;109,94;599,22
Nord Ovest;Liguria;IM;D087;0;1;1;0;0;2
Nord Ovest;Lombardia;SO;D088;1;10;5;5;4,67;25,67
Sud;Calabria;RC;D089;0;0;1;0;0;1
Nord Ovest;Piemonte;TO;D092;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;D093;0;1;0;0;6,25;7,25
Nord Ovest;Piemonte;BI;D094;2;33;42,67;31,33;34;143
Nord Ovest;Liguria;SV;D095;0;0;1;3;1;5
Centro;Marche;AP;D096;0;0,75;0;0;0;0,75
Nord Ovest;Piemonte;VB;D099;3;4;7,5;1;0;15,5
Isole;Sardegna;SS;D100;0;0;3;1,67;0,83;5,5
Nord Ovest;Piemonte;AT;D101;0;0;0;0;5;5
Nord Ovest;Piemonte;AL;D102;0;1;1;1;2;5
Nord Ovest;Lombardia;BG;D103;0,5;2;0;0;3;5,5
Nord Est;Veneto;RO;D105;0;1;6,67;6;7,94;21,61
Nord Est;Veneto;VI;D107;2;22;22;16;22;84
Centro;Umbria;PG;D108;0;2;1,17;2;2;7,17
Nord Ovest;Lombardia;PV;D109;0;0;0;2;2;4
Nord Ovest;Lombardia;BG;D110;2;2;8,33;3;2,83;18,16
Nord Ovest;Lombardia;BG;D111;6;11;0;4;3,67;24,67
Nord Ovest;Lombardia;LC;D112;2;15,5;12,61;2;1,78;33,89
Nord Ovest;Piemonte;VC;D113;0;0;2;2;5;9
Nord Ovest;Liguria;IM;D114;6,33;4;3,5;4;1;18,83
Nord Ovest;Lombardia;BG;D117;1;27,5;29;19,16;15;91,66
Nord Est;Veneto;VR;D118;4;46,92;18,69;17;20;106,61
Nord Ovest;Piemonte;AT;D119;0;8,92;17,5;2,5;26,5;55,42
Nord Ovest;Piemonte;CN;D120;0;1,5;3;8;13;25,5
Nord Est;Emilia-Romagna;RA;D121;1;4,49;5,5;11,63;19;41,62
Sud;Calabria;KR;D122;27;84,84;108,3;96,42;49,9;366,46
Sud;Calabria;KR;D123;8;14;12;8,33;5;47,33
Centro;Lazio;RI;D124;1;4;2;0;0;7
Nord Ovest;Lombardia;BG;D126;1;9;16,83;5,33;4,17;36,33
Nord Ovest;Lombardia;PV;D127;0;3;1;0;2;6
Sud;Basilicata;MT;D128;0;0;4,33;4;0;8,33
Nord Ovest;Lombardia;LC;D131;0;1;2;1;0;4
Nord Ovest;Piemonte;VC;D132;0;3,5;1;0;3;7,5
Nord Ovest;Piemonte;CN;D133;0;1;1;0;2;4
Nord Ovest;Piemonte;VB;D134;5;5,5;2;2;2;16,5
Nord Est;Veneto;VI;D136;9;12;26,83;23,17;23,94;94,94
Sud;Abruzzo ;CH;D137;0;1;0;0,5;3;4,5
Nord Ovest;Lombardia;BG;D139;2;11,5;17,5;6,17;3;40,17
Nord Ovest;Lombardia;CR;D141;0;1;3;3,67;8,66;16,33
Nord Ovest;Lombardia;CR;D142;24,11;130,25;111,61;48,66;63,83;378,46
Nord Ovest;Lombardia;LC;D143;0;4,5;4;0;3,5;12
Nord Ovest;Lombardia;VA;D144;0;1;0;2;1;4
Nord Ovest;Lombardia;LC;D145;0,98;9,5;6;2;3,67;22,15
Nord Ovest;Lombardia;CO;D147;0;3;4;2;2;11
Nord Ovest;Piemonte;AL;D149;0;1;1;1;2,5;5,5
Nord Ovest;Lombardia;CR;D150;60,34;311,68;299,82;151,53;105,69;929,06
Nord Ovest;Lombardia;CR;D151;1;6;4;4;0;15
Nord Ovest;Piemonte;VC;D154;4;11,5;26,5;15;19,5;76,5
Nord Est;Veneto;VI;D156;0;1;1;1;3,75;6,75
Nord Est;Veneto;TV;D157;0;2;7;10;16,67;35,67
Nord Ovest;Lombardia;LO;D159;3;7;5;1;5;21
Nord Est;Veneto;RO;D161;0;8;5;7;10,67;30,67
Nord Ovest;Piemonte;NO;D162;2;0;3;0,33;7;12,33
Nord Ovest;Piemonte;BI;D165;0,75;2,5;6;0;1;10,25
Nord Est;Emilia-Romagna;BO;D166;2;42,06;59,06;20,96;31,62;155,7
Nord Ovest;Piemonte;VB;D168;1;8,25;9,5;8,67;9;36,42
Sud;Campania;NA;D170;1;10;34;22,74;6;73,74
Sud;Puglia;TA;D171;3;13,67;26;15,5;17,83;76
Nord Ovest;Piemonte;CN;D172;12;11;4;1;1;29
Nord Ovest;Liguria;GE;D175;1;3;3;1,5;2;10,5
Nord Ovest;Piemonte;VB;D177;2;1;4;1;3;11
Sud;Abruzzo ;TE;D179;1,5;2;1;1;1;6,5
Sud;Calabria;CS;D180;1,11;0;1;1;2;5,11
Sud;Calabria;CZ;D181;14,83;8;9;5;4,5;41,33
Sud;Calabria;CS;D184;1;18,75;12;22,75;20,92;75,42
Nord Ovest;Lombardia;VA;D185;0;0;1;2;5;8
Nord Ovest;Lombardia;CR;D186;0,33;1;3;0;3;7,33
Nord Ovest;Piemonte;VC;D187;0;0;0;0;4;4
Sud;Calabria;KR;D189;3;5,33;1,5;4;0;13,83
Nord Ovest;Lombardia;VA;D192;1;22,5;9;8,46;11;51,96
Nord Est;Veneto;VR;D193;0,83;11;18,83;12;31;73,66
Nord Ovest;Piemonte;AL;D194;0;0;0;0;1;1
Sud;Campania;SA;D195;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;D196;0;4;9;5,78;0;18,78
Nord Ovest;Piemonte;TO;D197;0;0;3;1;3;7
Nord Ovest;Lombardia;MI;D198;2;28;31;20;14;95
Nord Ovest;Lombardia;VA;D199;1;2;7,5;1,5;3;15
Isole;Sardegna;OR;D200;1;3,67;6;8,25;11,5;30,42
Sud;Abruzzo ;PE;D201;0;0;0;1;2;3
Nord Ovest;Piemonte;TO;D202;2;15,5;17,83;15,06;39,42;89,81
Nord Ovest;Lombardia;CR;D203;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;D204;0;4;8,17;3,5;7,44;23,11
Nord Ovest;Piemonte;CN;D205;46,78;176,02;182,84;123,88;111,68;641,2
Nord Ovest;Piemonte;AT;D207;0;0;1;0;1;2
Nord Ovest;Piemonte;TO;D208;5;21;15,5;9,67;19,24;70,41
Sud;Abruzzo ;CH;D209;1;1;5;5;7;19
Centro;Marche;AP;D210;7;37;12,83;8;7,67;72,5
Centro;Marche;AN;D211;4;6;6;3;13;32
Isole;Sardegna;OR;D214;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;D216;0;1;2;5,75;8;16,75
Nord Ovest;Lombardia;VA;D217;0;3;0;0;0;3
Sud;Calabria;CZ;D218;2;3;2;2;2,18;11,18
Nord Ovest;Piemonte;BI;D219;0;1;1;2;3;7
Nord Ovest;Lombardia;BG;D221;2;24,32;32,83;12;9;80,15
Sud;Puglia;LE;D223;1;0;3;4,5;5,73;14,23
Nord Ovest;Piemonte;VB;D225;1;0;0,88;0;1;2,88
Nord Est;Veneto;PD;D226;2;18;24,78;9,78;18,89;73,45
Nord Ovest;Lombardia;MN;D227;8;41,75;55,5;41,1;59;205,35
Sud;Campania;CE;D228;0;7,67;7,5;16;10;41,17
Nord Ovest;Lombardia;MI;D229;1;16,5;17;13,67;23;71,17
Sud;Campania;BN;D230;4,5;5;4;2,5;2;18
Nord Ovest;Lombardia;MI;D231;16;113,91;68,7;25,17;21,08;244,86
Nord Ovest;Lombardia;CO;D232;0,5;0;0,93;0;0;1,43
Nord Ovest;Lombardia;BG;D233;2,56;5;0,56;0;0;8,12
Isole;Sicilia;TP;D234;1;4;13;3;4,92;25,92
Sud;Calabria;KR;D236;10;14,33;22,61;10;8;64,94
Sud;Puglia;LE;D237;7;23,39;21,17;2,5;19;73,06
Nord Ovest;Lombardia;VA;D238;1;8;8;5,5;13,25;35,75
Nord Ovest;Lombardia;VA;D239;0;3;1,5;2;2;8,5
Nord Ovest;Lombardia;MI;D244;3;24,5;22,35;8;7;64,85
Nord Ovest;Lombardia;BG;D245;27,48;79,12;83,8;59,11;41,14;290,65
Nord Est;Veneto;BL;D247;1;7;2;0;1,2;11,2
Nord Ovest;Lombardia;BS;D251;8;37,5;39,5;24,73;18,83;128,56
Sud;Calabria;VV;D253;0;5;2;1;1;9
Nord Ovest;Liguria;GE;D255;1;7,16;8,5;5,5;4;26,16
Nord Ovest;Lombardia;VA;D256;1;4;6;2;4;17
Sud;Calabria;CZ;D257;7;10;8;8;5;38
Nord Ovest;Lombardia;SO;D258;3;6;5,5;3;0,33;17,83
Isole;Sardegna;CA;D259;2;21,87;38,33;12,5;16,17;90,87
Isole;Sardegna;CA;D260;0;1;1;7;6;15
Sud;Calabria;CZ;D261;1;2;1;4;11,25;19,25
Nord Ovest;Liguria;SV;D264;0;1;5;1;5;12
Nord Ovest;Liguria;SP;D265;10;24,75;2,08;2,5;2,5;41,83
Nord Ovest;Lombardia;SO;D266;2,5;6;6,25;1;2;17,75
Isole;Sicilia;CL;D267;3;14,25;6,5;7;3;33,75
Sud;Calabria;RC;D268;0,5;1,5;1;0,5;2,5;6
Sud;Puglia;FG;D269;3,93;5;6;8;1;23,93
Nord Ovest;Lombardia;BS;D270;2;14;11,87;4;12;43,87
Nord Ovest;Piemonte;CN;D271;3;12,34;8,67;5;3,22;32,23
Nord Ovest;Piemonte;AL;D272;0;0;1;1;0,13;2,13
Nord Ovest;Piemonte;AL;D277;0;0,5;0;0;2;2,5
Nord Ovest;Lombardia;CR;D278;0;0;0;0;1;1
Centro;Umbria;PG;D279;3;15;17,5;8,5;10;54
Nord Ovest;Lombardia;LC;D280;5,17;9,67;7;1;4;26,84
Nord Ovest;Piemonte;VC;D281;0;2;1;2,5;3;8,5
Nord Ovest;Lombardia;BS;D284;62,1;220,95;122,34;51,35;66,94;523,68
Nord Ovest;Lombardia;MI;D286;34;188,49;156,63;44,24;33,68;457,04
Isole;Sardegna;NU;D287;2;0;0;2,33;2;6,33
Sud;Calabria;CS;D289;37;38,05;20,01;5;4,25;104,31
Sud;Calabria;CS;D290;1;0;2;2;1;6
Nord Ovest;Piemonte;CN;D291;1;4;6;4;6;21
Sud;Campania;SA;D292;1;2,5;3;5;11,5;23
Nord Ovest;Liguria;IM;D293;2;10;1;0;0;13
Nord Ovest;Liguria;IM;D296;14,5;18;9;2;2;45,5
Nord Ovest;Liguria;IM;D297;48,08;84,4;23,35;2,33;5;163,16
Nord Ovest;Liguria;IM;D298;1;3,5;8;2;6,5;21
Centro;Toscana;FI;D299;1;13,5;14,5;7,5;9;45,5
Nord Est;Friuli- Venezia Giulia;UD;D300;0;2;1;1;10,83;14,83
Sud;Calabria;VV;D303;1;2;2;1;1;7
Sud;Calabria;CS;D304;0;1;3;2;10,3;16,3
Sud;Puglia;LE;D305;4;7;4;6;7,5;28,5
Nord Ovest;Piemonte;NO;D309;0;4;3,67;2;11;20,67
Nord Ovest;Lombardia;CO;D310;0;3;0;1;4;8
Nord Ovest;Piemonte;CN;D314;1;4;10;7;10;32
Sud;Abruzzo ;CH;D315;1;1;0;0;1;3
Nord Est;Friuli- Venezia Giulia;UD;D316;0,25;1;0;1;0;2,25
Nord Est;Veneto;VR;D317;2,5;12;4;6,5;7,01;32,01
Nord Ovest;Liguria;IM;D318;7,5;10;6;6;3,9;33,4
Nord Ovest;Liguria;IM;D319;4;10;4;3;4;25
Isole;Sardegna;CA;D323;2;9;17;18,82;20,33;67,15
Nord Est;Veneto;VE;D325;2,14;68,68;64,56;33,5;30,66;199,54
Nord Ovest;Lombardia;LC;D327;1;3;7,5;2;1;14,5
Sud;Calabria;CS;D328;1;0;2;1;3;7
Nord Ovest;Lombardia;CO;D329;16;7,33;7,88;3,5;2;36,71
Nord Est;Veneto;BL;D330;1,5;2,25;9,5;3,33;3;19,58
Sud;Campania;AV;D331;0;3;0,5;0,92;2;6,42
Nord Ovest;Piemonte;VB;D332;12;62,58;67,09;43,92;30;215,59
Isole;Sardegna;CA;D333;2;8;13;7,33;6,24;36,57
Isole;Sardegna;CA;D334;1;3,5;10,5;7,88;10,17;33,05
Nord Ovest;Valle d'Aosta;AO;D338;3;3;6;3,11;3;18,11
Nord Ovest;Piemonte;BI;D339;0;1;2;0;7;10
Nord Ovest;Lombardia;CO;D341;7;4,5;8,16;7,01;4,16;30,83
Isole;Sardegna;CA;D344;0;0;3,88;2,33;2,91;9,12
Isole;Sardegna;NU;D345;2,67;24,05;5,5;6;5,5;43,72
Nord Ovest;Lombardia;LC;D346;4;6;1;4;1,67;16,67
Nord Ovest;Piemonte;NO;D347;1;3,17;11;5;7;27,17
Nord Ovest;Lombardia;PV;D348;0;6,5;9;5;15;35,5
Nord Ovest;Piemonte;BI;D350;0;0;0;2;0,5;2,5
Nord Ovest;Lombardia;MN;D351;0;3,5;1,5;7;10,5;22,5
Nord Ovest;Lombardia;BG;D352;3;0,75;3;0,22;1;7,97
Nord Ovest;Lombardia;CO;D355;0;1;1;0;0;2
Nord Ovest;Valle d'Aosta;AO;D356;3;0;2;0;1;6
Nord Est;Emilia-Romagna;FO;D357;0;2;2,5;2;1,5;8
Nord Ovest;Lombardia;CR;D358;2;9;14,5;9,4;8,17;43,07
Nord Est;Emilia-Romagna;BO;D360;4;21;29;9,33;6,5;69,83
Sud;Campania;CE;D361;1;1;0;1;5;8
Sud;Calabria;VV;D364;1,92;4,14;2;1;3;12,06
Nord Est;Friuli- Venezia Giulia;UD;D366;0;0;1;0;0,06;1,06
Nord Ovest;Lombardia;MI;D367;0;14;12;6,5;2,35;34,85
Nord Ovest;Lombardia;CR;D370;0;1;2;0;0;3
Nord Ovest;Piemonte;CN;D372;6,77;15,25;13;10,5;16,4;61,92
Nord Ovest;Piemonte;TO;D373;3,5;25,5;31,5;25;22,33;107,83
Nord Ovest;Piemonte;VB;D374;1,9;6,17;4,76;1,5;3;17,33
Isole;Sardegna;NU;D376;0;0;0;1;1;2
Nord Ovest;Lombardia;SO;D377;0;3;1;6;4,17;14,17
Nord Est;Veneto;VI;D379;4;33;41;14,97;41,92;134,89
Sud;Campania;BN;D380;1;0;0;1;4,5;6,5
Nord Ovest;Lombardia;VA;D384;0;3;5;2;7,5;17,5
Nord Ovest;Lombardia;VA;D385;0;0;1;0;0;1
Sud;Campania;BN;D386;0;2,25;0;1;0,75;4
Nord Ovest;Piemonte;AT;D388;1;2,67;2;2;3,83;11,5
Sud;Campania;SA;D390;7;35;59,18;44,59;33,36;179,13
Nord Ovest;Lombardia;BS;D391;3,5;13,42;11,59;6;5,58;40,09
Sud;Abruzzo ;PE;D394;0;0,67;0;0;0;0,67
Nord Ovest;Lombardia;LC;D398;2;2;1,33;0;7;12,33
Isole;Sardegna;CA;D399;3,75;30,75;17;11,31;12,52;75,33
Nord Ovest;Piemonte;CN;D401;0;0;0;0,5;0;0,5
Nord Ovest;Valle d'Aosta;AO;D402;2;4;0;1;0;7
Centro;Toscana;FI;D403;20,63;152,37;152,71;103,66;83,33;512,7
Nord Ovest;Lombardia;BG;D406;3;17,33;4,33;4,34;5,67;34,67
Nord Est;Veneto;VI;D407;1;7,17;8;2,67;5,83;24,67
Nord Est;Friuli- Venezia Giulia;UD;D408;1;1;0;3,25;4,25;9,5
Nord Ovest;Piemonte;CN;D410;10;11,06;2;1;1;25,06
Nord Ovest;Lombardia;BG;D411;0;0;3;2;2;7
Nord Ovest;Piemonte;CN;D412;0;1;2;4;7;14
Sud;Basilicata;PZ;D414;4;2;1;1;0;8
Nord Est;Veneto;VE;D415;27,33;54;30;17;27;155,33
Nord Ovest;Lombardia;CO;D416;4;43,17;34,67;11,8;22,58;116,22
Nord Est;Veneto;VR;D419;0;0;4,56;4;3;11,56
Nord Est;Veneto;VR;D420;3;5;1;1,33;5;15,33
Nord Ovest;Lombardia;BS;D421;1;14;19;15,2;22,39;71,59
Sud;Puglia;BR;D422;0;5;2,88;9;7;23,88
Isole;Sicilia;TP;D423;5;29,61;42,12;44,7;52,45;173,88
Nord Ovest;Liguria;SV;D424;0;2;0,5;1;1;4,5
Nord Est;Friuli- Venezia Giulia;PN;D426;0;1,25;2,89;0,5;2;6,64
Nord Ovest;Lombardia;LC;D428;0;1;1;1,67;0;3,67
Centro;Marche;MC;D429;0;1,67;1,5;4,22;1,15;8,54
Isole;Sardegna;NU;D430;0,94;0;0,94;0;2;3,88
Isole;Sardegna;NU;D431;0;1;0;0;0;1
Nord Ovest;Piemonte;TO;D433;4;4;1;0;1;10
Nord Ovest;Lombardia;BS;D434;4;11,9;12,1;7,67;10,4;46,07
Nord Ovest;Lombardia;LC;D436;0;1,56;2,36;1;2;6,92
Centro;Lazio;FR;D440;0;0;1;0;3;4
Isole;Sardegna;SS;D441;0;0;0;0;1;1
Nord Est;Veneto;PD;D442;8,33;45,95;54;25,75;55,58;189,61
Isole;Sardegna;NU;D443;0,83;0;1;0,83;0,83;3,49
Nord Ovest;Valle d'Aosta;AO;D444;0;2;1;0;0;3
Nord Ovest;Lombardia;CO;D445;2;4,5;1,5;3;10;21
Nord Ovest;Piemonte;AL;D447;7;10,5;1;0;3;21,5
Nord Est;Emilia-Romagna;RE;D450;1,5;17,08;26,47;13,8;9,5;68,35
Centro;Marche;AN;D451;8;40,38;56,25;35,17;35,84;175,64
Centro;Lazio;VT;D452;2,75;22,11;7,64;13,19;11;56,69
Sud;Calabria;VV;D453;4;2;3,2;5;4;18,2
Centro;Umbria;TR;D454;2;4;8;5;10;29
