AREA;Regione;prov;2018_CodCom;NTN_2018_Uffici;NTN_2018_Negozi_Lab;NTN_2018_Depositi_Comm_Autorimesse;NTN_2018_TCO_B04;NTN_2018_TCO_D02;NTN_2018_TCO_D05;NTN_2018_TCO_D08;NTN_2018_PRO;NTN_2018_AGR
Sud;Abruzzo;AQ;C426;1;7,58;8,5;0;0;0;1;3;1
Sud;Abruzzo;CH;C428;0;1;1;0;0;0;0;0;0
Sud;Puglia;FG;C429;0;0;11,5;0;0;0;0;0;0
Sud;Calabria;CS;C430;0;0;11;0;0;0;0;2;0
Nord Ovest;Piemonte;AL;C432;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;C435;0;1;1;0;0;0;0;3;1
Sud;Puglia;BA;C436;0;1;8,5;0;0;0;0;0;0
Sud;Calabria;CS;C437;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C438;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C439;2;0;6;0;0;0;0;2;0
Nord Ovest;Piemonte;AT;C440;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C441;0;0;2,25;0;0;0;0;0;0
Sud;Puglia;FG;C442;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C443;0;2;12,88;0;1;0;0;0;0
Sud;Campania;SA;C444;0;0;0,5;0;0;0;0;0;0
Centro;Lazio;VT;C446;0;1;3,5;0;0;0;0;0;0
Centro;Lazio;VT;C447;0;0;4;0;0;0;0;3;0
Sud;Puglia;BR;C448;1;2;3;0;0;0;0;2,5;0
Sud;Abruzzo;TE;C449;0;2;8;0;0;0;0;4;0
Sud;Calabria;CZ;C453;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C456;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C457;1;4;2,22;0;0;0;0;4;0
Nord Est;Veneto;BL;C458;1;1;3,09;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C459;0;1;3;0;0;0;0;1;0
Nord Est;Veneto;RO;C461;0;2;2,22;0;0;0;0;1;1,17
Nord Ovest;Liguria;SV;C463;0;0;5,5;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C466;3;0;14,57;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FE;C469;0;12;31,87;0;0;0;4;5,35;2
Sud;Campania;SA;C470;0;2,25;6,5;0;1;0;1;0;0
Isole;Sicilia;EN;C471;0;1;13;0;0;0;0;0,33;0
Sud;Calabria;CZ;C472;0;0;1;0;0;0;0;0;0
Sud;Abruzzo;PE;C474;1;2;6;0;0;0;0;2;0
Sud;Campania;BN;C476;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;C478;0;0;0;0;0;0;0;0;0
Centro;Lazio;FR;C479;0;3;2,67;0;0;0;0;0;0
Isole;Sicilia;EN;C480;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C481;0;1;3;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C482;0;0;1,14;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;C483;0;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C484;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;C485;0;0;1;0;0;0;0;0;0
Sud;Molise;CB;C486;0;0;5;0;0;0;0;0;5
Nord Ovest;Piemonte;TO;C487;0;1;6;0;0;0;0;0;0
Sud;Molise;CB;C488;0;0;0;0;0;0;0;0;1
Sud;Calabria;CS;C489;0;2;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;C492;0;0;1;0;0;0;0;0;1
Nord Ovest;Lombardia;SO;C493;0;2;2;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C494;0;0;5;0;0;0;0;0;1
Sud;Campania;NA;C495;0;8,6;11,42;0;0;0;0;2;0
Isole;Sicilia;PA;C496;0;2;6,83;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C497;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;VR;C498;4;18,5;20,5;0;0;0;0;13,22;0,11
Nord Est;Veneto;RO;C500;0;2;3,5;0;0;0;0;0;1,17
Nord Ovest;Lombardia;MN;C502;0;1;0;0;0;0;0;0;3
Nord Ovest;Piemonte;AL;C503;0;1;1;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C504;0;0;14;0;0;0;0;0;2
Nord Ovest;Piemonte;TO;C505;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C506;0;0;3;0;0;0;0;1,04;0
Nord Ovest;Piemonte;AL;C507;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C508;0;0;7;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C509;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C510;1;0;7,11;0;0;0;1;0;0
Nord Ovest;Liguria;IM;C511;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C512;0;4,33;5,2;0;0;0;0;3,02;0
Nord Est;Emilia-Romagna;PC;C513;0;0;1;0;0;0;0;0;0
Sud;Puglia;FG;C514;7,5;34,75;111,38;0;0;0;2;4,5;1,5
Sud;Calabria;CS;C515;0;0;8;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C516;0;0;9,5;0;0;0;0;1;0
Sud;Abruzzo;TE;C517;0;1;1;0;0;0;0;0;0
Centro;Lazio;RM;C518;0;1;3;0;0;0;0;4;0
Nord Ovest;Lombardia;CO;C520;3;4,34;8,51;0;0;1;0;1;0
Nord Ovest;Lombardia;LC;C521;0;2;3;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C523;19;16,3;25,78;0;0;0;7,5;12;0
Centro;Marche;AN;C524;0;0;0;0;0;0;0;0;0
Sud;Campania;BN;C525;0;1;1;0;0;1;0;0;0
Nord Ovest;Piemonte;BI;C526;0;0;0;0;0;0;0;0;0
Centro;Umbria;PG;C527;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C528;0;0;0;0;0;0;0;0;0
Centro;Toscana;FI;C529;0;4;13;0;0;0;2;1;0
Nord Ovest;Piemonte;CN;C530;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C531;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;C532;0;0;11,5;0;0;0;1;1;0
Nord Ovest;Piemonte;AT;C533;0;0;2;0;0;0;0;0;0
Sud;Molise;IS;C534;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C536;0;1;1;0;0;0;2;0;0
Nord Ovest;Lombardia;MI;C537;0;4,33;15,33;0;0;0;0,33;1,06;0
Nord Est;Veneto;VR;C538;1;0;9,5;0;0;0;0;0;0
Sud;Basilicata;PZ;C539;0;0;0;0;0;0;0;0;0
Centro;Toscana;FI;C540;1,5;16;28,19;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;C541;0;0;4,5;0;0;0;0;1;0
Sud;Calabria;CZ;C542;0;1;0;0;0;0;0;0;0
Centro;Lazio;RM;C543;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;PD;C544;0;8;3,67;0;0;0;0;2;0
Centro;Lazio;FR;C545;0;0;3,33;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;C547;0;1;19;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;C548;0;0;0,87;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C549;0;0;5;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C550;0;1;12;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C551;0;0,66;2;0;0;0;0;0;0
Centro;Lazio;RM;C552;1;16,5;33,44;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RA;C553;15;29,83;18,58;0;3;0;5;2;0
Sud;Calabria;CS;C554;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C555;0;0;0,5;0;0;0;0;0;0
Sud;Campania;AV;C557;0;4;9,58;0;0;0;0;2;0
Sud;Campania;CE;C558;0;0,26;3,32;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C559;0;1;0;0;0;0;0;0,21;0
Sud;Calabria;CS;C560;0;0;0;0;0;0;0;0;0
Sud;Campania;CE;C561;3;1;1,13;0;0;0;0;0;0
Nord Est;Veneto;BL;C562;0;0;11,68;0;0;0;0;8;1
Nord Ovest;Lombardia;LC;C563;0;1;0,5;0;0;0;0;2;0
Nord Ovest;Piemonte;TO;C564;1;1;4,01;0;0;0;0;0,01;0
Nord Ovest;Lombardia;MI;C565;3;19;12,42;0;0;1;0;3;0
Nord Ovest;Lombardia;MI;C566;0,17;27,83;36,4;0;0;0;1;6,07;0
Nord Ovest;Piemonte;VB;C567;0;1;0;0;0;0;0;0;0
Isole;Sicilia;ME;C568;0;0;8,21;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C569;2;8;5,83;0;0;1;0;0;0
Nord Est;Emilia-Romagna;FO;C573;44,4;32,09;60,56;0;2;0;9,22;26,17;17
Nord Est;Emilia-Romagna;FO;C574;6,5;25,16;15,41;0;1,53;2;4;7,18;1,33
Sud;Campania;AV;C576;0;0,67;3;0;0;0;0;0;0
Nord Est;Veneto;BL;C577;1;2;8,66;0;0;0;2;0;0
Nord Ovest;Liguria;IM;C578;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;TV;C580;0;6;4,25;0;0;0;0;3;2,5
Sud;Calabria;VV;C581;0;0;0;0;0;0;0;0;0
Centro;Marche;MC;C582;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C583;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;C584;0;3;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C585;2;0;1;0;0;0;1;0;0
Centro;Toscana;SI;C587;1;1;10;0;0;0;0;0;0
Sud;Calabria;CS;C588;0;2;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C589;1;2;15;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C591;0;0,33;3,1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C593;0;0;4,64;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C594;0;1;0;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C595;0;1;3;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;C596;0;0;1;0;0;0;0;1;0
Nord Ovest;Valle d'Aosta;AO;C598;2;0;5,75;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;C599;1;3;48,94;0;1;0;2;8,5;1,19
Isole;Sardegna;SS;C600;0;0;1;0;0;0;0;0;2
Nord Ovest;Piemonte;TO;C604;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;VI;C605;1;4,66;8,46;0;0;0;0;9,02;0
Sud;Campania;AV;C606;0;0;1;0;0;0;0;0;0
Centro;Toscana;SI;C608;0;4,66;14,17;0;3;0;0;0;0
Centro;Toscana;PI;C609;0;1;4;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C610;0;0;5,11;0;0;0;0;1;0
Isole;Sicilia;RG;C612;0;4;15,88;0;0;0;0;3;8
Isole;Sardegna;SS;C613;0;0;2;0;0;0;0;0;4
Nord Est;Veneto;TV;C614;1;1;3;0;0;0;0;1;1
Centro;Marche;AN;C615;2;10;12,14;0;0;1;1;0;0
Sud;Calabria;CZ;C616;0;4;2,5;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;C618;1;7,89;14,92;0;0;0;6,33;11,95;3
Sud;Basilicata;PZ;C619;0;1;0;0;0;0;0;0;0
Sud;Molise;IS;C620;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C621;2;11;20,4;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C623;7;5;10,5;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C624;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C627;7;44,56;44,58;0;0;2;11;10;1
Nord Ovest;Lombardia;SO;C628;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C629;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;BL;C630;0;0;9,5;0;0;0;0;0;0
Centro;Toscana;PT;C631;0;2;3,5;0;0;0;0,2;2;0
Sud;Abruzzo;CH;C632;11,83;42;38,48;0;0;0;5;14;0
Sud;Puglia;FG;C633;0;0;1,25;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;C634;0;1;1;0;0;0;0;1;0,13
Nord Ovest;Lombardia;BG;C635;3;1;9,5;0;0;0;0;2;0
Nord Ovest;Lombardia;PV;C637;1;1;2;0;0;0;0;0;0
Nord Est;Veneto;VE;C638;4;31,41;32,11;0;0;0;1,09;4;2
Nord Ovest;Piemonte;TO;C639;0;3;4,1;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;C640;1;0;7;0;0;0;1;3;0
Centro;Toscana;AR;C648;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C649;1,5;2;1;0;0;0;1;12,33;0
Nord Est;Veneto;VI;C650;0;1;2,8;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C651;0;0;3;0;0;0;1;0;0
Nord Ovest;Piemonte;CN;C653;0;3;9,16;0;0;0;0;1;0
Isole;Sicilia;PA;C654;0;1;8,75;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C655;0;0;3;0;0;0;0;3;1
Nord Est;Friuli- Venezia Giulia;UD;C656;0;1;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C657;0;0;5;0;0;0;0;2;0
Nord Ovest;Piemonte;AT;C658;0;0;0;0;0;0;0;0;0
Sud;Campania;AV;C659;0;0;4;0;0;0;0;1;0
Nord Ovest;Liguria;IM;C660;0;0;0;0;0;0;1;0;0
Centro;Toscana;SI;C661;0;2,17;6,18;0;0;0;0;1;0
Centro;Toscana;SI;C662;6;2;16,34;0;0;0;0;2;4
Centro;Toscana;AR;C663;0;2,5;3;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C665;2;6;23,1;0;0;0;2;10;0
Isole;Sicilia;AG;C668;0;0;5;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RE;C669;0;0;11,5;0;0;0;2;0;1
Nord Est;Veneto;TV;C670;0;4;7;0;0;0;0;1;0
Nord Est;Veneto;BL;C672;0;2;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C673;0;4,5;2;0;0;0;0;4;0
Sud;Calabria;CZ;C674;0;2;0;0;0;0;0;0;0
Sud;Campania;NA;C675;0;5;7,89;0;0;0;0;0;0
Sud;Campania;SA;C676;0;0;1;0;0;0;0;1;0
Centro;Lazio;RM;C677;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;C678;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C679;0;1;1;0;0;0;0;0;1,34
Nord Ovest;Piemonte;VC;C680;0;2;6,5;0;0;0;1;0;0
Nord Ovest;Piemonte;CN;C681;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C684;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C685;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C686;2;1,5;6;0;0;0;0;1;0
Nord Est;Veneto;TV;C689;0;5;7,86;0;0;0;2;1;0
Nord Ovest;Lombardia;BS;C691;0;0;1;0;0;0;0;0;0
Sud;Calabria;RC;C695;0;0;1;0;0;0;0;0;0
Isole;Sicilia;PA;C696;0;1;5;0;0;0;0;0;0
Sud;Campania;NA;C697;0;4;7,6;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C698;1;2;3;0;0;0;0;2;0
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C701;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;C702;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;C703;0;0;0;0;0;0;0;0;0
Centro;Marche;MC;C704;0;1;36,01;0;0;0;1;0;1
Centro;Toscana;GR;C705;0;2;6;0;0;0;0;6;3
Nord Ovest;Lombardia;MI;C707;7;46,39;30,39;0;0;1;10;13;0
Isole;Sicilia;PA;C708;0;2,27;14,8;0;0;0;1;0;0
Nord Ovest;Lombardia;SO;C709;0;0;0;0;0;0;0;0;0
Sud;Calabria;RC;C710;0;1;1;0;0;0;2;3;0
Nord Ovest;Piemonte;TO;C711;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;PD;C713;0;0,67;2,15;0;0;0;0;0;0
Nord Est;Veneto;VE;C714;2;0;4,9;0;0;0;0;3;0
Nord Ovest;Piemonte;TO;C715;0;0;0,5;0;0;0;0;0;0
Sud;Campania;CE;C716;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C718;0;0;6,1;0;0;0;0;0;0
Sud;Campania;BN;C719;0;0;3;2;0;0;0;0;0
Nord Ovest;Piemonte;TO;C722;2;4;8,83;0;0;0;1;8;1
Sud;Basilicata;MT;C723;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C724;0;1;1;0;0;0;0;3;0
Sud;Calabria;KR;C725;0;0;6;0;0;0;0;2;0
Sud;Calabria;KR;C726;0,34;9,34;20,08;0;0;0;0;0;1
Nord Ovest;Lombardia;BG;C728;1;1;6;0;0;0;0;2;0
Nord Ovest;Liguria;SV;C729;0;0;4,06;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C730;1;5;4,67;0;0;0;0;9;0
Nord Ovest;Lombardia;VA;C732;1;4;9,55;0;0;0;1;6;0
Nord Ovest;Lombardia;MI;C733;0;0;4,5;0;0;0;0;1;0
Nord Est;Veneto;VI;C734;0;1;1;0;0;0;0;0;0
Nord Est;Veneto;TV;C735;0;1;2,5;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;C738;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C739;0;0;9;0;0;0;0;1;0
Centro;Lazio;LT;C740;1;20,08;17,11;0;0;0;1;2;2,5
Sud;Puglia;BR;C741;0;6;8;0;0;0;1;2;0
Centro;Umbria;PG;C742;0;1;2;0;0;0;0;0;0
Nord Est;Veneto;PD;C743;11;9,5;17,19;0;0;0;3;1,06;1
Centro;Umbria;PG;C744;0;5;13,65;0;1;0;2;1,08;1
Centro;Umbria;PG;C745;7;7;30,05;0;0;0;0;8;7
Centro;Lazio;RI;C746;0;0;6,5;0;0;0;1;5;0
Sud;Calabria;RC;C747;1;3;12;0;0;0;0;0;0
Centro;Lazio;RI;C749;0;0;2,88;1;0;0;0;0;0
Sud;Abruzzo;PE;C750;2,5;1;13,5;0;0;0;3;2,5;0
Nord Ovest;Lombardia;VA;C751;0;2;2,22;0;0;0;0;4;0
Nord Ovest;Lombardia;LC;C752;0;1;2,89;0;0;0;0;4;0
Nord Ovest;Liguria;IM;C755;0;0;1,25;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;C757;0;0;0;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C758;2;3;3,25;0;0;0;1;2,09;3
Nord Ovest;Lombardia;BG;C759;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C760;0;6;7,25;0;0;0;0;2;0
Sud;Calabria;CS;C763;0;0;2,5;0;0;0;0;0;0
Sud;Molise;CB;C764;0;0;0;0;0;0;0;0;0
Centro;Lazio;VT;C765;3;12,42;22,09;0;0;0;2;7;2
Sud;Abruzzo;AQ;C766;0;1;0;0;0;0;0;0;0
Centro;Lazio;RM;C767;0;3;19,66;0;0;0;0;2;0
Sud;Abruzzo;CH;C768;0;0;0;0;0;0;0;0;0
Sud;Molise;IS;C769;0;0;0;0;0;0;0;0;1
Centro;Marche;MC;C770;6;28,91;58,9;0;0;0;2;11;0
Sud;Abruzzo;PE;C771;0;0;2;0;0;0;0;1;2
Sud;Molise;CB;C772;0;0;2;0;0;0;0;0;0
Centro;Lazio;RM;C773;8;26,84;24,94;0;0;0;2;3;0
Centro;Toscana;AR;C774;1;13;11,5;0;0;0;0;2;0
Sud;Abruzzo;CH;C776;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;C777;0;0;1;0;0;0;0;0,17;0,5
Sud;Abruzzo;AQ;C778;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;PE;C779;0;0;2;0;0;0;0;0;0
Centro;Lazio;VT;C780;0;1;15;0;0;0;0;0;0
Sud;Abruzzo;TE;C781;0;3;2,33;0;0;0;0;2;0
Centro;Toscana;GR;C782;0;3;5,33;0;0;0;0;0;0
Sud;Abruzzo;AQ;C783;0;1;5;0;0;0;0;0;0
Centro;Lazio;RM;C784;0;1;5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C785;0;1,07;1;0;0;0;0;1;1
Nord Ovest;Lombardia;CO;C787;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C789;0;2;3;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;C790;0;0;1,22;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;C791;0;0;2,35;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C792;0;0;5;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;C793;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;C795;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C796;0;1;2;0;0;0;1;0;1
Nord Ovest;Lombardia;BG;C800;3;7;10,83;0;0;0;1;3,02;0
Nord Ovest;Piemonte;TO;C801;0;1;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C803;0;0;5,16;0;0;0;0;0;1
Nord Ovest;Piemonte;AT;C804;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C806;1;3;8;0;0;0;1;5;0
Nord Ovest;Piemonte;AT;C807;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C810;0;0;2;0;0;0;0;1;0
Sud;Abruzzo;AQ;C811;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;PD;C812;1;4;9;0;0;0;1;1;0
Nord Ovest;Lombardia;PV;C813;0;0;0;0;0;0;0;0;1
Nord Est;Emilia-Romagna;FE;C814;0;5,21;14,5;0;0,5;0;0,5;1;3,22
Nord Est;Veneto;TV;C815;0;2;7,27;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C816;8;14,25;7,5;0;0;0;1;7;1
Nord Est;Friuli- Venezia Giulia;UD;C817;11,9;10;10,5;0;0;0;0;5;0
Isole;Sardegna;SS;C818;0;1;2,88;0;0;0;0;1;0
Nord Ovest;Piemonte;BI;C819;0;1;2;0;0;0;1;0;0
Nord Ovest;Lombardia;MI;C820;0;0;6,5;0;0;0;0;1;0
Nord Ovest;Valle d'Aosta;AO;C821;0;0;6,17;0;0;0;0;2;0
Nord Ovest;Liguria;GE;C823;0;1,02;7,5;0;0;0;0;0;0
Nord Est;Veneto;VI;C824;0;1;4,29;0;0;0;1;1;0
Nord Ovest;Liguria;GE;C826;0;1;9;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;C829;0;1;0;0;0;0;0;0,87;0
Nord Ovest;Lombardia;BG;C835;0;0,17;0,33;0;0;0;0;0;0
Centro;Lazio;FR;C836;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PC;C838;0;0;2,34;0;0;0;0;0;2
Nord Ovest;Lombardia;LC;C839;2;1;18,09;0;0;0;0;4,17;0
Centro;Lazio;RI;C841;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;C844;0;1;2;0;0;0;0;2;0
Centro;Umbria;PG;C845;0;2;12;0;0;0;1;2;0
Sud;Campania;BN;C846;0;0;1;0;0;0;0;0;0
Centro;Toscana;SI;C847;13,5;24,03;23,67;0;0;0;0;2;0
Nord Est;Veneto;TV;C848;1;2;7,08;0;0;0;0;2;0
Nord Ovest;Lombardia;BS;C850;1;2;5;0;0;0;0;3;0
Nord Ovest;Lombardia;LC;C851;0;0;0,83;0;0;0;0;0,16;0
Nord Est;Emilia-Romagna;PR;C852;2;9;4;0;2;0;0;6;0
Sud;Abruzzo;PE;C853;0;0;4;0;0;0;1;1;0
Sud;Molise;CB;C854;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;CH;C855;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;CH;C856;0;0;3;0;0;0;0;0;0
Centro;Lazio;RI;C857;0;0;0,5;0;0;0;0;1;0
Centro;Lazio;RM;C858;2;18,83;13;1;0;0;2;3;0
Centro;Lazio;RI;C859;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C860;2;25;27,75;0;0;0;3;10;2
Sud;Abruzzo;AQ;C862;0;0;4;0;0;0;0;0;0
Centro;Lazio;FR;C864;0;1;0;0;0;0;0;0;0
Sud;Puglia;LE;C865;0;0,66;8;0;0;0;0;1;0
Sud;Abruzzo;AQ;C866;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C867;0;1;2,9;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C868;0;0;1;0;0;0;0;0;0
Centro;Toscana;LI;C869;5;5,5;19,67;0;0;0;1;3;1
Centro;Lazio;FR;C870;0;0;0;0;0;0;0;0;0
Isole;Sicilia;PA;C871;0;3;3;0;0;0;0;0;0
Sud;Molise;CB;C875;0;1;3,79;0;0;0;0;0;0
Centro;Lazio;RI;C876;0;0;4,99;0;0;0;0;0;0
Centro;Marche;AP;C877;1;0;1;0;0;0;0;1;0
Sud;Molise;IS;C878;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;C879;0;1;5;0;0;0;0;0;0
Centro;Lazio;RI;C880;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;C882;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C883;0;2;5,93;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;C884;0;0;0;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;0;0;0;0;0;0;0;0;0
Centro;Marche;MC;C886;0;0;5;0;0;0;0;0;0
Sud;Basilicata;MT;C888;0;0;4;0;0;0;0;7;0
Nord Est;Veneto;VR;C890;0;1,5;18,91;0;0;0;0;2;1,4
Nord Ovest;Lombardia;BS;C893;0;5;6;0;0;0;0;0,16;0
Nord Ovest;Lombardia;BG;C894;0;4;12,33;0;1;0;0;5,09;0
Nord Ovest;Lombardia;MI;C895;4,5;28,7;28,33;0;0;0;2;12,11;0
Nord Est;Veneto;VR;C897;3;10;21,89;0;0;0;0;2;0
Centro;Lazio;RM;C900;0;1,5;6,06;0;0;0;0;0;0
Sud;Abruzzo;TE;C901;0;2;8;0;0;0;0;0;1
Nord Ovest;Lombardia;CO;C902;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;C903;0;0;1,78;0;0;0;0;1;0
Nord Est;Emilia-Romagna;PR;C904;1;0;7;0;0;0;0;2;1
Sud;Calabria;CS;C905;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C908;1;3;0;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;C910;0;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C911;0;0;0;0;0;0;0;0,07;0
Nord Est;Emilia-Romagna;FE;C912;3,36;19,5;17,86;0;1;0;2;6,05;1
Centro;Toscana;MS;C914;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C917;0;0;0;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C918;0;1;0;0;0;0;0;0;0
Nord Est;Veneto;BL;C919;0;2;9,29;0;0;0;0;0;0
Nord Est;Veneto;BL;C920;0;0;19,65;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C922;0,22;1;2;0;0;0;0;0;0
